CHILD,SEX,DOB,ETHNIC,UPN,MOTHER,MC_DOB
604455,2,25/02/2006,BCRB,N030216995999,,
406801,2,21/03/2011,MWAS,T008463374276,,
442689,1,29/04/2003,MOTH,N032264456671,,
477330,1,04/09/2012,OOTH,W036791163526,,
205405,1,07/04/2008,NOBT,M056260930010,,
334540,2,18/02/2007,OOTH,M007887882083,,
52113,1,03/05/2011,AOTH,D016248783865,,
650184,2,18/10/2006,REFU,J018699164394,,
404102,2,11/07/2006,MWBC,E020885173945,,
269004,1,04/04/2008,APKN,A005204955971,,
149362,2,23/05/2008,WBRI,Y002698538486,,
352601,1,11/12/2009,MWAS,J085968051293,,
489542,1,12/04/2012,WIRI,V048748401960,,
812191,2,27/05/2001,AIND,Z064084776447,,
987764,2,06/06/1998,WBRI,B020873115713,,
735279,2,15/03/2006,MWBA,C084687802307,,
615996,1,28/04/2008,WIRT,M096464106583,,
763146,1,23/07/2012,AOTH,N047707114802,,
340318,2,04/06/2012,BCRB,F056361267237,,
589736,2,05/07/2002,WOTH,R032146320176,,
468400,2,08/06/2000,ABAN,V099637693394,,
131818,1,16/08/2006,WROM,D055603309658,,
867393,1,17/12/2007,OOTH,T032577692310,,
910193,1,24/07/2008,BAFR,F042960291698,,
52094,1,05/03/2004,WROM,Z063552741752,,
420704,2,29/04/2001,CHNE,N099026404024,,
529932,2,20/04/1998,MWBC,Y040463416264,,
376786,2,27/12/2004,APKN,X053797402024,,
485830,2,19/10/2003,MWAS,P071024781772,,
823580,1,13/12/2001,REFU,N093653771503,,
297175,1,15/10/2009,OOTH,Y075403676204,,
32133,1,25/07/2012,ABAN,J032345997762,,
36278,1,01/02/2007,NOBT,D015943407885,,
944137,2,05/02/2001,MWAS,X061321432678,,
613526,2,04/10/2005,WIRI,M028141018882,,
950913,2,29/09/2004,NOBT,J031378742789,,
554303,2,03/10/2001,OOTH,O039080678785,1,07/04/2015
744666,1,25/02/2010,CHNE,A002051072352,,
635327,2,18/01/2010,AOTH,K058872855357,,
277960,2,17/01/2010,WOTH,R005863648116,,
554722,2,22/01/2002,MWBC,C096005616887,,
780091,2,01/09/2010,BCRB,E085007517426,,
874954,2,01/06/2002,AOTH,S011826013180,,
697654,2,06/05/2004,OOTH,R070243630885,,
446625,2,05/07/2001,AIND,I092370012099,,
786837,2,21/07/2008,WIRI,I063190258838,,
190960,1,17/06/2006,ABAN,W033363933585,,
216078,2,27/02/2004,MWBC,E029855272651,,
496262,2,28/12/2009,NOBT,H005829273342,,
502211,2,23/11/2000,CHNE,K049045092577,,
87145,1,05/03/2001,BOTH,Q073613189335,,
581611,2,04/01/2006,ABAN,J007441149577,1,04/12/2018
494015,2,05/06/2000,APKN,V032853257460,,
998562,1,13/09/2009,REFU,W086800213061,,
40555,1,12/05/2001,NOBT,B070377754926,,
912745,2,17/06/2000,MWBA,R000142785095,,
498880,1,21/03/2005,CHNE,S051024208632,,
308121,2,31/07/2001,AIND,B092933787519,,
735266,1,15/10/2002,BAFR,O001001867746,,
75475,2,08/08/2007,REFU,L093364365723,,
805627,2,10/10/2004,REFU,I086367232255,,
408838,1,04/01/2001,AOTH,L020840593838,,
558927,1,17/03/1999,NOBT,Y050301720692,,
372549,1,01/03/2011,APKN,D015830420247,,
272150,1,07/06/2003,MWBC,C025153565566,,
22293,1,23/06/1999,MWAS,R005824437509,,
367708,2,29/05/2010,WROM,V038473675620,,
785305,1,17/10/2011,BOTH,L046589225460,,
863449,1,01/07/2011,ABAN,C054458749841,,
575073,2,31/08/2005,ABAN,H099856431837,,
203288,2,16/03/2005,APKN,K026699073891,,
64562,1,06/12/1999,MOTH,Z097947391445,,
154299,1,04/03/2010,BAFR,H090955823639,,
287724,2,14/09/2000,APKN,R057572929935,,
669984,2,09/03/2007,APKN,R073025083442,,
55161,1,08/12/2008,APKN,E090997580730,,
814702,2,26/08/2001,WOTH,V060085729520,,
975043,1,18/06/2002,BAFR,P068990577922,,
952852,2,29/04/1998,BAFR,J064641599850,,
776438,2,09/03/1999,ABAN,B086135157924,,
37388,1,06/04/2012,WBRI,C013156161198,,
44650,2,18/11/2007,MOTH,H043819087424,,
420322,1,06/02/2006,ABAN,M003065912251,,
632757,2,19/08/2007,WBRI,Z039546180456,,
817553,1,13/10/2002,BCRB,D003446198198,,
908533,2,28/06/2010,AOTH,K017769848878,,
719766,2,23/10/2009,APKN,G031557381009,,
682299,2,06/05/2001,BOTH,R002429441032,,
121997,1,04/07/2004,ABAN,G094434576307,,
762906,1,07/10/1998,REFU,G025703457238,,
862769,1,19/08/2012,OOTH,Y078459881019,,
134834,2,20/01/2012,AOTH,L015944225177,,
221700,2,19/08/2007,MOTH,Z037509553083,,
314081,1,27/12/2007,AOTH,F001518501487,,
470886,1,08/05/2001,OOTH,U060595833488,,
662622,1,23/04/2002,NOBT,A037213090092,,
711102,1,25/06/1998,MOTH,K052609542171,,
519143,1,12/10/2000,MWAS,K004990505212,,
638193,1,18/02/2010,MWAS,K052977824936,,
26318,1,15/07/2006,MWAS,R036172541538,,
474845,1,26/08/2012,WROM,Y018679599881,,
787814,2,06/12/1999,ABAN,L013348280712,,
966588,2,16/02/2006,WROM,U094291256951,,
941420,1,30/12/2006,AOTH,E047863964926,,
888214,2,06/07/2003,BAFR,Z087616145689,,
948658,1,20/01/2004,MWBA,G084460209647,,
104575,2,29/07/2006,MWBC,U037958315955,1,07/02/2019
395582,1,26/07/2003,OOTH,C004549538421,,
605801,1,24/01/2002,MOTH,Y084585345328,,
526377,2,08/11/2002,BAFR,U074123173917,,
302264,1,16/12/2006,NOBT,G033381465512,,
518055,1,07/02/2003,OOTH,Q047676548141,,
692005,2,10/06/2007,MWBC,S006942035042,,
650546,1,10/07/2009,WIRT,X036118325132,,
963187,1,01/07/2009,REFU,G005719575760,,
551765,1,02/01/2007,REFU,E065970381088,,
363321,2,03/08/2012,MOTH,H036863067956,,
461793,2,17/07/2002,BCRB,G026371601607,,
352072,2,21/06/2010,WBRI,J010473075539,,
607588,2,13/08/2008,MWBC,B054978085330,,
409302,2,22/05/2006,AIND,O070309472058,,
675261,2,30/05/2003,BOTH,Y039798066086,,
166575,1,11/01/2004,NOBT,I093039662163,,
19502,2,16/10/2002,MWBA,M019749000816,,
144197,2,29/01/2001,AOTH,Y096060224151,,
980555,2,15/06/2004,WBRI,M089034743648,,
375308,1,14/03/2008,CHNE,H098518773185,,
574493,2,26/07/2004,MWBC,J047243440809,,
773196,1,26/01/2010,WBRI,Y048301830367,,
84185,2,12/04/2004,REFU,F094813811406,,
277114,2,06/08/2007,MWAS,O050607381806,,
929915,2,03/05/2010,MWBA,T062881531485,,
79782,1,05/05/2010,WROM,U094885619899,,
248532,2,13/12/2007,BCRB,E097424468282,,
983409,1,31/05/2011,NOBT,C044816273258,,
779716,2,25/01/2002,MWAS,I007820078908,,
433911,2,05/09/2001,BCRB,E019797055634,,
783076,1,05/08/2011,AOTH,Z082171851250,,
145155,1,21/07/2008,BOTH,Z047837724112,,
283203,2,29/03/2009,WROM,B001074966429,,
960732,2,24/09/2002,MWBC,S035927103778,,
411842,1,01/10/2003,AOTH,O081023233158,,
843200,2,05/01/2011,APKN,N078015013379,,
114750,1,26/07/2012,APKN,W005135372829,,
301077,2,01/10/2003,WBRI,L009223889744,,
35763,2,31/01/2008,WBRI,P086553771489,,
359627,1,01/12/2005,WROM,E073334643165,,
928708,2,07/10/2009,CHNE,V017965688994,,
384309,1,23/06/2000,WOTH,R016080745342,,
170485,2,13/04/2011,NOBT,W044965860465,,
997972,2,18/08/2005,CHNE,Z087622878869,,
497776,2,19/06/2004,WOTH,K072158499408,,
326980,1,08/05/2006,ABAN,V028188889846,,
49587,1,31/08/2009,APKN,F068181577912,,
525642,2,30/10/1998,MWBC,Z066797735251,,
492773,1,09/04/2006,BCRB,N006342395416,,
657811,1,13/01/2009,MWBC,L064011752863,,
807205,2,15/10/2001,APKN,R097978604044,,
215824,2,29/05/1998,MWAS,R021670705513,,
851043,1,30/09/2007,MOTH,W098648831786,,
635618,1,24/06/1998,WIRT,P046572059735,,
551477,1,27/11/2001,WBRI,I029084544202,,
114133,2,02/06/2012,WOTH,O087845571568,,
110228,2,14/03/2003,MWAS,T016637326072,,
849568,2,18/09/2001,REFU,X010329649351,,
313933,1,02/01/2000,BOTH,N000276221642,,
957039,2,18/11/2006,ABAN,L096917555937,,
511130,2,24/04/1998,AOTH,C035474924689,,
915121,2,30/05/2007,MWBC,X022786868892,,
530831,2,02/08/2012,ABAN,R046818355032,,
299662,2,10/06/2003,APKN,Q006749567681,,
565219,2,14/11/1999,WROM,R062701008269,,
932538,1,26/12/2008,MWBA,P050787981248,,
490781,1,06/09/2003,CHNE,Z084380523932,,
713217,2,01/08/2001,NOBT,L005759943019,,
999867,2,13/05/2012,BOTH,P091536121470,,
97852,2,23/02/2005,WROM,X051338864160,,
947850,2,31/08/2003,AIND,F009927380937,,
529140,1,21/03/2007,ABAN,I098598212724,,
75969,2,17/03/2011,BCRB,U008627616871,,
356188,2,03/01/2011,MWBC,I098178467192,,
237330,1,08/10/2003,MWAS,L056259908842,,
136156,2,02/08/1998,BCRB,G014928975090,,
862161,2,28/03/2007,OOTH,E037175534981,,
800682,1,13/10/2011,MWBA,B023373899587,,
637611,1,09/10/2012,OOTH,W085897172283,,
666317,1,22/11/2004,WIRT,G054095395269,,
629043,2,19/09/2003,NOBT,O030015502355,,
983819,1,23/12/2008,WIRI,K022913933542,,
670311,1,28/09/1998,BOTH,X097775926025,,
263662,2,06/10/2007,AIND,C035188136273,,
857870,2,03/11/1998,AIND,I038199603265,,
323881,2,16/12/2004,WROM,Q028020058350,,
298300,1,29/05/2009,WIRI,B017509275651,,
815682,1,19/07/2007,BCRB,I036307053448,,
31005,1,18/05/2000,AIND,A008751381196,,
258500,1,15/04/2004,MWBC,T086042721042,,
697063,2,27/10/2002,MOTH,G005459376944,,
936127,2,01/05/2003,BAFR,K053014362342,,
369084,1,29/07/2003,MOTH,A042958706528,,
364534,1,18/02/2011,ABAN,I011915121844,,
116973,2,30/12/2008,MWBA,Y076308905226,,
917,2,05/09/2001,MOTH,J048962082970,,
738579,2,16/11/2006,MWBA,Y039828577496,,
766229,1,04/06/2008,WIRT,C080019335466,,
651768,2,17/10/2008,CHNE,Y001050170453,,
133296,2,01/11/2008,WOTH,R072419684049,,
975838,1,01/05/2011,REFU,H012754339676,,
823286,2,11/10/2000,BOTH,R043037989569,,
368378,1,04/10/1998,CHNE,J046771703031,,
439253,1,21/09/2003,WIRI,W065287069210,,
371880,2,20/08/1999,WOTH,P035886652066,,
50233,1,26/01/2011,WBRI,O048101409058,,
258525,2,06/04/2001,NOBT,R001035987232,,
744886,1,16/11/2004,NOBT,U070653358600,,
930133,1,24/02/2006,ABAN,D013895180131,,
634751,1,17/01/2008,WIRT,L085442748297,,
445710,2,04/11/1998,MWAS,C058978640285,,
425458,1,07/09/2005,MOTH,E055621604909,,
472366,2,18/04/1999,MWAS,V009300667070,,
466695,2,15/02/1999,MWBC,T039989011068,,
525059,1,08/05/1998,MWBC,M002657868188,,
327690,2,09/06/2012,OOTH,Y090161720243,,
15448,2,05/12/2008,APKN,A096916861055,,
246398,1,28/03/2010,BAFR,T043208492641,,
673426,1,07/09/2008,AIND,K033483103170,,
461838,2,09/05/2008,WROM,F011097949559,,
268324,2,05/10/2004,CHNE,N076234792511,,
445313,1,14/02/2009,WIRT,N057586493847,,
74390,2,03/11/2004,ABAN,C028672429680,,
41006,2,12/05/2010,APKN,C013257483560,,
509980,2,14/06/2000,MWBA,Z085116617686,,
707306,2,31/10/1998,BAFR,D063739491190,,
755134,2,17/07/2009,NOBT,R049971106603,,
747081,2,10/11/2007,BAFR,I000456450951,,
509556,2,12/10/2007,REFU,J065864916534,,
410961,1,19/04/1999,WOTH,U006739420028,,
326337,1,08/06/2010,REFU,K012167159568,,
878022,1,16/11/2005,WIRI,N091515121761,,
910073,1,23/12/2009,OOTH,P068849806120,,
103056,1,23/05/2004,MOTH,K027623776925,,
798170,1,03/10/2006,CHNE,D069629998441,,
985698,2,04/06/2011,APKN,T079810608387,,
795810,1,25/09/2003,ABAN,K007745555653,,
560885,1,30/01/2009,WOTH,P067830946485,,
29478,2,10/04/2006,CHNE,M033620621452,,
795496,1,01/05/1998,AIND,T036544759002,,
98688,1,05/09/2001,MWBA,T095941587091,,
935750,1,01/03/2004,WBRI,B073078303303,,
27166,2,28/10/2010,WIRT,Z037143889336,,
249481,2,10/10/1999,ABAN,Y016214960298,,
474451,1,25/09/2010,CHNE,R039919752128,,
581342,2,04/01/2003,AOTH,K045400839311,,
779852,1,16/05/1999,WIRI,P004137666663,,
495594,2,14/08/2009,WOTH,W095383528044,,
247453,1,20/10/2011,BCRB,H006308020763,,
668236,1,21/05/2009,WOTH,O028037151384,,
62634,1,18/08/2009,NOBT,S095913458614,,
107756,2,26/07/2008,MOTH,I025639289101,,
923092,1,24/10/2004,WIRI,C013714726123,,
380824,1,10/05/2009,BAFR,V084618189401,,
5371,1,16/05/2009,ABAN,Y035331650118,,
963281,1,08/11/2009,NOBT,V066541122215,,
175556,1,18/03/2011,WOTH,K037681675766,,
886110,2,18/10/1999,OOTH,V078033172500,,
268902,1,13/08/2001,MWBA,A013546303301,,
202622,2,18/06/2006,NOBT,X020231982722,,
215535,1,10/06/2004,BCRB,Z005753357854,,
466874,1,03/04/2000,MWAS,M075333501244,,
642209,2,08/11/2012,MWBA,T059950293529,,
493115,2,04/07/2012,CHNE,Y018204214849,,
455068,2,30/09/1999,WBRI,H068527500607,,
65114,1,22/11/2009,ABAN,P075198801211,,
881568,2,30/09/2009,AOTH,O043943210688,,
65398,2,04/12/2000,REFU,H065918744420,,
256863,2,21/06/2000,CHNE,U098494737385,,
424643,2,24/02/2003,AOTH,T069952440455,,
437633,1,07/04/2000,WIRI,O025100805235,,
984159,2,02/08/1999,NOBT,Z024180446757,,
741729,1,26/10/2009,WOTH,O087101425665,,
754584,1,18/12/2003,WOTH,X014850069066,,
91917,2,21/02/2010,WOTH,E099581545258,,
178733,2,22/07/2011,MWAS,B015090686479,,
264096,1,26/05/2012,ABAN,F064120214442,,
94477,2,19/07/2004,WBRI,A083001528168,,
325252,2,28/11/2009,MWAS,E091533966086,,
417068,1,20/05/2000,WIRI,V068273137113,,
505622,1,08/08/2005,NOBT,Y057263358577,,
875324,2,02/04/2004,MWAS,F032081961857,,
862392,2,25/03/2008,REFU,F026735859369,,
886632,2,25/08/2000,AOTH,Z089743493818,,
353793,2,09/05/2006,BAFR,J027452196610,,
870050,1,10/12/2011,REFU,S026469023164,,
832913,1,26/06/2011,BOTH,E039580241739,,
723889,2,27/11/2001,WIRT,R049021438382,,
718099,2,12/11/1998,MWAS,B001199366202,,
345840,2,20/03/2009,MWBC,X008336274761,,
937540,2,22/11/2012,MOTH,B004995333965,,
784042,1,31/03/2002,APKN,O068065407227,,
949165,2,23/05/2009,AOTH,C047239343922,,
242639,2,05/06/2003,MOTH,H089757232682,,
583262,2,02/02/2000,WIRT,B056384385656,,
923918,1,25/12/2009,REFU,U099191853811,,
348349,1,30/01/2011,NOBT,W089420659165,,
123511,1,30/07/2012,AOTH,I039780463998,,
105880,1,29/01/2012,CHNE,D090949342027,,
612301,1,24/12/2006,WOTH,U038758307051,,
166097,1,27/01/2012,CHNE,R020307793954,,
934834,2,28/11/2007,AIND,D039048375375,,
854119,1,21/09/2005,MWAS,M047380450227,,
262063,2,11/10/2012,MWBC,Y079000203529,,
539949,1,26/02/2011,ABAN,F073543448230,,
247201,1,06/12/2010,MWAS,E021715212088,,
419413,1,13/06/2011,ABAN,X039377586945,,
296154,1,26/03/2005,AIND,E092995498284,,
115527,1,19/08/2010,ABAN,V089845414541,,
9572,2,23/08/2004,WROM,L056793210259,,
544464,1,01/01/2008,AIND,L089112190510,,
242296,1,13/07/2011,OOTH,N052985884656,,
452919,2,09/10/2006,OOTH,I089591268297,,
105553,2,28/05/1999,WIRI,W049224115929,,
265024,1,22/09/2011,BCRB,F081474061525,,
8372,2,25/07/1998,OOTH,X075222793000,,
464277,2,02/01/2007,MWBA,H086220992652,,
421283,2,04/01/2002,AIND,D077470772244,,
981077,2,05/04/2009,BAFR,F077019203477,,
457879,2,10/06/2006,AIND,F065053668180,,
691159,1,17/07/1999,OOTH,N015764917357,,
316026,1,03/04/2001,AOTH,S089161519293,,
241892,2,20/08/2009,AOTH,A033267468152,,
621875,1,31/01/2010,CHNE,N090262211265,,
699769,2,13/12/2006,WIRI,H012500132472,,
806729,2,15/05/2007,WOTH,Q094255160426,,
400885,1,19/08/2003,AIND,Q079473837388,,
604333,2,04/06/2003,OOTH,B016013826142,,
241030,2,31/08/2012,WIRT,F040487599891,,
870744,1,30/03/2008,BCRB,E096500891616,,
892047,1,14/06/2005,APKN,S028063752367,,
827038,2,19/11/2003,AIND,T082687359920,,
295218,1,01/06/2012,REFU,A056289874398,,
30360,2,13/07/2000,WROM,R055755155940,,
974962,1,27/09/2004,WOTH,R089919385231,,
850947,2,24/09/2001,AOTH,P099765725932,,
539761,1,31/07/2007,WIRI,C092586729452,,
425457,1,19/03/2000,ABAN,N032256136633,,
356305,1,20/12/2001,ABAN,A025649609941,,
605538,1,31/07/2011,WBRI,M036826577978,,
475339,1,22/06/2009,WIRI,W090153368695,,
90926,2,20/09/2011,WROM,G040091069394,,
130679,1,02/08/2004,OOTH,Q088086720659,,
952077,2,10/09/2010,BOTH,V051511814477,,
609954,2,25/10/2008,BAFR,S061467368486,,
955469,2,11/12/2011,NOBT,G088897652241,,
958716,1,19/07/2010,APKN,Y018489898599,,
215893,2,09/01/2002,BOTH,L004406985084,,
470820,1,23/04/2000,MWBC,O053947242108,,
629600,2,05/10/2004,WROM,Y092121937577,,
380435,2,23/09/2010,AIND,Z067454959992,,
465810,1,28/01/2002,REFU,N050848873278,,
272031,1,19/11/2003,WIRT,G053559045495,,
617153,2,12/12/2008,BOTH,A064730202673,,
260688,1,07/03/2000,REFU,G073307584503,,
703226,1,09/09/2010,BAFR,T051398127123,,
568170,1,08/07/2011,MWBA,I095591180713,,
631032,2,20/04/2009,WIRT,A067321230346,,
827150,2,06/08/2000,REFU,L070386117126,,
174994,1,29/12/2002,WBRI,W079922443374,,
771075,1,11/03/2000,WROM,T055083823645,,
659980,2,17/09/2000,MWAS,D027136960685,,
261581,2,20/02/2003,ABAN,A096456738395,,
594617,2,11/04/1999,WIRI,R044476016350,,
325574,2,16/04/2005,BOTH,V069291748661,,
559437,2,11/07/1999,WIRI,D029319448138,,
525113,1,27/02/2011,REFU,V096498085981,,
234140,2,10/11/2000,MWAS,J043626079840,,
151128,1,04/05/2011,APKN,G010509816146,,
16622,1,11/04/2005,MOTH,X046080799083,,
728727,2,07/08/2003,MWBA,X025894717539,,
167561,2,07/03/2006,BCRB,V022786327616,,
826372,2,21/03/2004,MOTH,G069812464167,,
561239,1,11/01/2005,BAFR,O093229127474,,
909860,1,29/08/2004,MWBC,W035763072340,,
619529,1,08/05/2010,ABAN,Z071201494778,,
91994,2,03/08/1998,MWBC,I091933118024,,
33088,1,03/09/2011,WIRI,A088648993642,,
78182,1,04/01/1999,BCRB,X039616085538,,
579463,1,13/03/2011,MWBA,L010882232077,,
322952,1,03/11/2004,OOTH,X038040916611,,
592109,2,22/01/2004,WBRI,S095814456127,,
918042,1,05/10/2007,WIRT,D092431770233,,
108821,1,28/05/2005,WIRT,S066687992393,,
579547,2,24/03/2002,MWBC,W035049723456,,
952945,1,14/01/2011,MWBC,E018886480475,,
10275,1,25/02/2002,WIRI,J099675414594,,
316099,1,13/09/2002,OOTH,I076661714830,,
77650,1,26/04/2002,WIRI,M054463494256,,
442058,2,19/07/1999,MOTH,C021325204691,,
198122,2,09/01/2010,AOTH,S072418908204,,
34317,2,02/12/2006,REFU,C095169482344,,
102308,2,06/09/2000,MWBC,V048115731146,,
850031,1,26/08/2001,MOTH,H017011715145,,
928579,1,23/04/2007,MWBA,L069149771006,,
385298,1,23/01/2007,NOBT,S048096265357,,
879405,2,06/12/2011,MWBC,V087314940676,,
543099,1,12/10/2005,MWAS,S013866111218,,
950751,1,20/07/2004,WROM,P082502105117,,
776603,1,07/01/2007,MWAS,W095128697623,,
226225,1,01/12/2006,MWBA,D003139123233,,
792380,1,11/09/2005,MWAS,B061724634838,,
681997,2,30/04/2003,AOTH,E088319547787,,
383434,2,11/04/2012,MWAS,L053215921919,,
140998,1,10/01/2002,WIRI,Z055734240610,,
807549,2,24/08/2011,AIND,P039827045100,,
951850,1,02/02/2011,WBRI,A022911792130,,
956500,2,23/07/2005,OOTH,P094109590114,,
701453,1,16/11/2001,MWBA,Y036356943617,,
210112,2,23/03/1999,REFU,N092881400769,,
779407,2,04/08/2009,WIRT,X099340522189,,
414696,2,04/03/2000,WBRI,T051443912693,,
489771,2,12/11/2002,OOTH,L087288198342,,
485120,1,22/02/2012,CHNE,Z004008112568,,
573677,1,03/09/2006,WBRI,Q068120764395,,
921245,1,26/08/2012,WIRT,H083578647581,,
737338,1,28/05/2001,REFU,J049107301079,,
689220,2,24/01/2001,BCRB,I063352955114,,
421965,2,01/05/2012,WIRI,S055393239657,,
431367,1,17/10/1998,MOTH,D079239513710,,
792588,2,28/03/2002,WIRI,H007883088372,,
29851,2,22/04/2001,WIRT,O094491860722,,
326263,2,14/01/2005,APKN,D092303959230,,
661184,2,31/05/2008,WBRI,H018046829891,,
880394,2,01/12/2011,MWAS,G007398494560,,
609417,1,14/04/2006,CHNE,O032466140960,,
290034,2,21/09/1999,BAFR,K078351523893,,
438661,2,08/01/2002,MWBA,D042240111484,,
476390,1,29/10/2003,MWBA,V061000694259,,
822211,1,10/10/1999,WROM,J008688546391,,
1649,1,02/09/2004,NOBT,S024918844795,,
648776,1,21/04/2011,AIND,Y005368329192,,
441370,2,24/08/2006,NOBT,W025504619362,,
359603,2,18/12/2012,MWAS,K067802402923,,
363592,1,16/01/2010,WIRI,N019430301683,,
361338,2,08/02/2006,WROM,S004333487466,,
466764,2,01/09/1999,MWBA,N057476708748,,
501295,1,26/01/2010,WIRI,E068138039066,,
286778,1,03/02/2002,AOTH,N081945749789,,
477627,2,24/05/2011,MWBA,J047659087240,,
796063,2,18/07/2007,WIRI,F074450068146,,
346553,2,01/07/2003,MWBA,P007770665077,,
822425,2,18/11/2004,REFU,X028994443654,,
763767,2,01/03/2004,AOTH,F023426988079,,
105769,2,16/11/2007,WIRI,N050412997746,,
350972,2,09/03/2004,APKN,S058694103988,,
289950,2,23/08/2005,BCRB,D096696895965,,
692325,1,13/07/2003,MWAS,R055822374305,,
406283,2,05/03/2005,OOTH,F032562801480,,
628094,2,06/05/2009,APKN,Q083910284587,,
961582,2,05/04/2000,MWBC,R067057361232,,
331984,2,12/10/1999,AOTH,O059197332848,,
443881,2,05/09/2002,REFU,H037099832626,,
742439,1,17/03/2009,NOBT,N029051403035,,
227607,1,23/07/2008,WOTH,N008923732143,,
159037,1,14/04/2011,WBRI,P010922035067,,
522166,1,21/02/2003,WROM,R090708920466,,
237897,2,28/02/2009,MWAS,N053288763344,,
50987,1,13/10/2002,BOTH,Q001887593896,,
153357,2,18/12/2000,WIRT,S094875628748,,
798321,2,02/06/2007,AOTH,T061120287017,,
796641,1,19/05/2003,MWBC,R009185619876,,
353468,1,29/12/1999,CHNE,Y057558611417,,
574539,1,07/01/2003,OOTH,J083454016850,,
876456,2,17/02/2011,WBRI,V081699637238,,
131710,1,19/06/1998,NOBT,C005752725669,,
140274,2,29/05/2001,WROM,I070384772898,,
633999,2,16/03/2009,REFU,I079911820110,,
44010,2,12/02/2008,WIRT,V092427118823,,
965162,1,22/01/2000,CHNE,I085986777725,,
258433,2,04/09/2006,MWBC,J049396193234,,
498245,2,03/06/2003,CHNE,B021371320762,,
434901,2,21/04/2000,AOTH,C033658007244,,
287720,2,24/02/2012,NOBT,F094200844902,,
269480,2,16/10/2003,WROM,L029618949222,,
823165,2,22/10/1999,ABAN,D024055676857,,
455624,1,14/08/2005,AOTH,V036490469828,,
617833,1,10/11/2001,MWBC,Z029272262405,,
21196,1,15/05/2012,BAFR,C058255024056,,
472095,1,13/04/2009,MWBC,X074375331073,,
957675,2,25/11/2012,AOTH,T057939000116,,
912106,2,05/06/2006,APKN,Y050836046001,,
769745,1,09/04/2010,WOTH,C077391685188,,
72126,2,11/12/2001,NOBT,P046007075175,,
196609,2,08/09/1999,MWBA,K037765320351,,
399648,2,22/06/1998,AOTH,E010016603423,,
879330,1,18/07/2012,ABAN,E088144195063,,
567351,2,30/06/2007,MWAS,R039640797785,,
440068,1,26/06/2012,MWAS,L084159482908,,
133728,1,23/12/2008,BCRB,K046479026527,,
931959,2,13/08/2004,APKN,X081578011803,,
317987,2,14/10/2003,APKN,D089935239153,,
527783,2,06/09/2010,WROM,Y025610970487,,
422745,2,10/08/1999,AOTH,E086621222213,,
283745,1,28/03/2006,BAFR,Z019353312578,,
151134,1,31/12/2009,AOTH,S062536855637,,
572739,2,12/11/2009,MWBA,E023053410256,,
178079,2,24/04/2009,REFU,Q001557024937,,
959697,2,30/12/2001,OOTH,R087957538112,,
660129,1,14/10/2012,BCRB,X092405909676,,
677915,2,26/02/2009,MOTH,O031731062623,,
180682,1,05/06/2005,BCRB,O052017931193,,
450250,1,21/03/2006,WBRI,M099612331193,,
791526,2,23/08/2012,REFU,E010273294525,,
697560,2,14/10/1998,WOTH,R006590710004,,
574026,2,13/06/2000,MWBA,J012447258270,,
788098,1,09/06/2004,MWBC,T013600873520,,
592399,2,17/09/2004,WBRI,I086785195339,,
389815,2,11/08/2010,BAFR,L034897313778,,
439493,1,24/09/2001,BAFR,B007472976400,,
734851,1,28/01/2008,BOTH,E075335046385,,
431986,2,07/08/2006,WOTH,S044953038766,,
651952,2,25/05/2001,MWBA,O014392548119,,
258048,1,02/09/2003,MOTH,V009347898476,,
951280,1,02/12/2000,MOTH,W025952455490,,
667273,2,13/06/2008,MOTH,A099669771297,,
183042,1,06/08/2012,WBRI,O030910513249,,
470123,2,22/03/2007,AIND,K032310589239,,
651559,2,23/05/1998,MWBC,K031363113743,,
517695,2,06/06/2012,REFU,C056332913573,,
72233,1,15/11/2001,WROM,N050039386777,,
414108,1,12/09/2000,MWBC,U043986728404,,
270483,2,04/10/2010,BOTH,B079016786637,,
54893,1,25/02/2007,BCRB,N032384932566,,
319952,2,23/05/1998,AOTH,Z010889903407,,
210612,1,16/01/2002,WIRT,G062327055592,,
418519,2,22/12/2000,MWAS,W039885132178,,
810503,1,13/12/1998,WROM,C003473238571,,
312645,2,06/02/2005,MWBA,X057059326625,,
255683,1,03/01/1999,APKN,U099026910247,,
35708,2,06/08/1998,NOBT,K045051847614,,
710801,2,04/08/1999,MOTH,B084747921657,,
13589,1,23/04/1999,APKN,W039298591646,,
951846,2,18/12/2009,NOBT,G085795622183,,
120490,2,26/11/1999,ABAN,X063495303897,,
612754,2,11/08/2002,WOTH,C088651467502,,
967360,2,22/10/2003,APKN,Z017479926452,,
791667,1,07/09/2005,NOBT,U064434978999,,
177239,2,06/08/2006,WOTH,Z085569388019,,
988305,2,07/10/1999,ABAN,R010763616433,,
725898,1,30/04/2006,WIRT,G085081337454,,
293367,1,06/10/2002,MOTH,X087833326800,,
924076,1,07/07/2011,BCRB,F053512501797,,
193929,2,15/02/1999,AOTH,N025225835739,,
421100,2,22/04/2007,WOTH,Y084033077037,,
66428,2,25/08/2004,AOTH,L027981614992,,
727999,2,03/03/2011,AIND,Z016315606528,,
348892,2,23/11/2010,AIND,D030021267378,,
833417,2,17/07/2010,ABAN,S061842750817,,
51496,1,16/10/2001,MWBC,K080622862257,,
929162,2,16/04/2010,CHNE,I096765413076,,
163129,1,19/06/1998,MOTH,I081585955450,,
