pupilnolongeronrolltableid,NativeId,dob,surname,forename,middlenames,preferredsurname,formersurname,upn,formerupn,uniquelearnernumber,sex,entrydate,leavingdate,pupilnolongeronrollorderseqcolumn,sourceid,schoolcensustableid,parttime,termlysessionspossible,moveonrollflag,boarder,language
50ba3257-7ce,SCH3,2010-Feb-23 00:00:00,SUR3256,FOR8816,MID3605,PSUR1060,FSUR3294,31b0d213-06c,4f15e17f-044,b3fe81d5-f,F,2025-Apr-20 00:00:00,2025-Jun-13 00:00:00,1,eff4862d,e5e895aa,,131.0,d8e0d898,,
51677261-c15,SCH5,2008-Nov-13 00:00:00,SUR8113,FOR9885,MID9371,PSUR9943,FSUR7532,85eef9cb-3fe,b58cc410-1ef,47c530dc-f,F,2025-Feb-25 00:00:00,2025-May-16 00:00:00,1,930881b4,8e379e9c,False,126.0,3bd0f227,,ENG
5184cb6a-9c8,SCH5,2014-Mar-09 00:00:00,SUR4380,FOR6463,MID3391,PSUR3785,FSUR3294,811868af-684,ae858e62-9f3,d181e357-6,M,2025-Apr-05 00:00:00,2025-Jul-12 00:00:00,1,bf8f00b3,ef8af469,False,131.0,e4aa6b0c,,GAL
521bb926-8c7,SCH2,2018-Sep-27 00:00:00,SUR4151,FOR3012,MID4002,PSUR5968,FSUR3684,ad047673-88d,f387f141-3d6,c069623c-9,M,2024-Oct-25 00:00:00,2025-May-30 00:00:00,1,61a8cd44,aacbb945,True,129.0,cec457e4,,ENG
54362b13-aaf,SCH8,2018-Jul-10 00:00:00,SUR2819,FOR6040,MID4725,PSUR1898,FSUR1965,05fc3da1-cca,6cef84b1-e94,d60e7c2f-3,F,2023-Feb-13 00:00:00,2025-Jul-07 00:00:00,1,7f7f30dd,91f7cae2,True,123.0,737e8e3c,,ENG
546cce9d-6be,SCH8,2017-May-16 00:00:00,SUR8082,FOR7712,MID4322,PSUR1791,FSUR1187,7a0ca076-d01,c0b676d8-4ae,c0a4e315-c,F,2025-Apr-14 00:00:00,2025-May-27 00:00:00,1,1f85eae5,13aeb7a2,False,124.0,083c2640,,RUS
54dd761f-bad,SCH4,2010-Apr-24 00:00:00,SUR1617,FOR8076,MID7877,PSUR4774,FSUR6038,5073e0c6-721,9b97ed03-f40,48396ff0-9,M,2025-Jan-26 00:00:00,2025-May-27 00:00:00,1,d54f65a8,3c7ca8fd,False,129.0,3c9f9868,,GAL
55ab4359-ee1,SCH5,2019-Sep-17 00:00:00,SUR2767,FOR5959,MID6522,PSUR9424,FSUR3291,adf4b7e0-b2b,e1629cd9-f17,25e6927e-5,F,2022-Feb-01 00:00:00,2025-Jun-05 00:00:00,1,f01abcee,efe7c3ce,False,132.0,d9c0a840,,ENG
56f08c60-15d,SCH7,2015-Sep-15 00:00:00,SUR7912,FOR1901,MID9841,PSUR5839,FSUR7668,45d40a5b-841,f5a8ebee-5f2,ac0c0536-9,F,2025-May-09 00:00:00,2025-Jul-06 00:00:00,1,ae1766d4,58dff08b,False,134.0,77b412ed,,ENG
572006a9-12e,SCH7,2017-Aug-22 00:00:00,SUR1109,FOR8174,MID4128,PSUR5142,FSUR5989,7ef6ed70-46a,05359247-734,885409f1-3,M,2025-Mar-27 00:00:00,2025-Jun-07 00:00:00,1,8bdca056,83cc4034,False,131.0,5358a02f,,ENG
572006a9-12e,SCH2,2017-Aug-22 00:00:00,SUR1109,FOR8174,MID4128,PSUR5142,FSUR5989,7ef6ed70-46a,05359247-734,885409f1-3,M,2025-Jun-08 00:00:00,2025-Jun-20 00:00:00,2,da11d75b,e2c433e9,True,133.0,26520340,,UKR
57584045-ed5,SCH6,2016-Feb-17 00:00:00,SUR3849,FOR8702,MID1691,PSUR2527,FSUR9491,66439f7c-593,210ad16a-964,d9aaf53b-e,F,2024-Apr-15 00:00:00,2025-May-16 00:00:00,1,8585d2c5,1a084a95,False,136.0,0a2e872a,,GAL
57743532-154,SCH7,2010-Aug-25 00:00:00,SUR9157,FOR2637,MID4696,PSUR8659,FSUR3179,b227c564-da0,b211e92d-1ec,7c93c98f-f,F,2024-Jun-19 00:00:00,2025-Apr-22 00:00:00,1,bee99b91,2c12b9af,False,126.0,9ec89480,N,ENG
57743532-154,SCH4,2010-Aug-25 00:00:00,SUR9157,FOR2637,MID4696,PSUR8659,FSUR3179,b227c564-da0,b211e92d-1ec,7c93c98f-f,F,2025-Apr-23 00:00:00,2025-Jun-27 00:00:00,2,465c5c0f,8ab21324,False,120.0,2b73b1bc,,
57743532-154,SCH5,2010-Aug-25 00:00:00,SUR9157,FOR2637,MID4696,PSUR8659,FSUR3179,b227c564-da0,b211e92d-1ec,7c93c98f-f,F,2025-Jun-28 00:00:00,2025-Jun-29 00:00:00,3,3ede1537,8bb63207,False,128.0,48d65ce1,,ENG
57743532-154,SCH8,2010-Aug-25 00:00:00,SUR9157,FOR2637,MID4696,PSUR8659,FSUR3179,b227c564-da0,b211e92d-1ec,7c93c98f-f,F,2025-Jun-30 00:00:00,2025-Jul-06 00:00:00,4,8b57094d,511b2bd7,False,130.0,7fc8ed48,,ENG
5787a812-d79,SCH7,2013-Jan-29 00:00:00,SUR3629,FOR8121,MID6409,PSUR5231,FSUR1138,998b9342-672,4d904a18-45e,9bdc1642-b,M,2025-Feb-16 00:00:00,2025-Jul-12 00:00:00,1,7abebe9a,a6ed5d27,False,132.0,f7018e8b,,ENG
57951f65-ca0,SCH6,2009-Oct-19 00:00:00,SUR6012,FOR7231,MID5354,PSUR2281,FSUR5092,7b4ac7fb-628,7f275124-aef,3e3dcb60-e,M,2020-Oct-11 00:00:00,2025-May-11 00:00:00,1,a1ec2a79,f62035b3,False,125.0,d4c59402,,ENG
57951f65-ca0,SCH3,2009-Oct-19 00:00:00,SUR6012,FOR7231,MID5354,PSUR2281,FSUR5092,7b4ac7fb-628,7f275124-aef,3e3dcb60-e,M,2025-May-12 00:00:00,2025-Jun-22 00:00:00,2,e2e48729,4a0fb91f,False,126.0,2eae5531,,
57ac9b2d-a02,SCH4,2019-Jan-31 00:00:00,SUR6621,FOR6067,MID7489,PSUR2886,FSUR8806,e1558407-efa,563dd9ff-f3d,b5b4dfd9-4,F,2024-Mar-18 00:00:00,2025-May-05 00:00:00,1,fb0e19a0,6b32e644,False,128.0,053909d8,,ENG
591ffc5a-d31,SCH2,2016-Jul-19 00:00:00,SUR5739,FOR3583,MID7201,PSUR8630,FSUR1942,71d8a542-c36,ac1a497b-f9d,d9863d24-d,M,2023-Apr-30 00:00:00,2025-Jul-09 00:00:00,1,64691c60,d9c99777,True,131.0,277cbfae,,ENG
59b4ac66-2c3,SCH4,2013-Mar-26 00:00:00,SUR3079,FOR6986,MID5996,PSUR4187,FSUR3920,27e20c1b-4e1,009fb2c2-888,36a5049f-e,M,2025-Jan-24 00:00:00,2025-Jul-13 00:00:00,1,cb2ac96a,8ebb6e70,True,129.0,354d1f91,,CYM
59b93cb2-ac1,SCH4,2010-Nov-03 00:00:00,SUR2310,FOR9453,MID9107,PSUR7670,FSUR5364,8b7f49f4-ac2,c446c2b9-292,5177496b-7,F,2022-Dec-30 00:00:00,2025-Jun-07 00:00:00,1,9c8698d1,b7aaac93,,,727cec95,,ENG
59c3f10c-361,SCH7,2009-Jun-26 00:00:00,SUR3600,FOR1366,MID8018,PSUR6766,FSUR3288,3d22ff26-951,a26e9dc2-473,8dd341e2-b,F,2023-Nov-13 00:00:00,2025-Jun-04 00:00:00,1,c4f12ba9,9f6fd94a,False,124.0,2f721153,N,ENG
59c3f10c-361,SCH3,2009-Jun-26 00:00:00,SUR3600,FOR1366,MID8018,PSUR6766,FSUR3288,3d22ff26-951,a26e9dc2-473,8dd341e2-b,F,2025-Jun-05 00:00:00,2025-Jun-11 00:00:00,2,d440ad8b,de35df40,,127.0,851a2c76,,ENG
5a2b5ec0-e5e,SCH3,2019-Aug-19 00:00:00,SUR5749,FOR4477,MID8525,PSUR4559,FSUR2950,6d3f0acb-32d,f5650561-27d,3d899537-1,F,2025-Apr-03 00:00:00,2025-May-23 00:00:00,1,b59491ea,7f7f0dcf,False,123.0,c45f11b1,,BEL
5ab4f5db-0a6,SCH5,2011-Jun-30 00:00:00,SUR5186,FOR2872,MID9341,PSUR7181,FSUR6915,673e19cf-9ad,8cfedcf9-3a1,ba2fa6a7-6,F,2025-Mar-15 00:00:00,2025-Jun-24 00:00:00,1,88afed22,4f748acb,False,122.0,42040e57,,ENG
5b0da0a1-d39,SCH8,2020-Jan-11 00:00:00,SUR2839,FOR6801,MID9313,PSUR7413,FSUR8349,7b692ca5-935,7bef59a9-ea0,dafab968-a,M,2025-Jan-31 00:00:00,2025-May-07 00:00:00,1,e70fbf7e,b13622e3,False,134.0,68b22392,,ENG
5bdf10a2-590,SCH6,2014-Dec-17 00:00:00,SUR3357,FOR5281,MID3943,PSUR9531,FSUR7456,aa7b3cab-219,d3042228-740,dd09b547-4,F,2025-Jan-03 00:00:00,2025-Jun-02 00:00:00,1,6db0b7bc,36ef26ce,False,118.0,cc82d942,,ENG
5bdf10a2-590,SCH2,2014-Dec-17 00:00:00,SUR3357,FOR5281,MID3943,PSUR9531,FSUR7456,aa7b3cab-219,d3042228-740,dd09b547-4,F,2025-Jun-03 00:00:00,2025-Jun-16 00:00:00,2,9fa7ebef,5ef1ee1c,False,141.0,2d2c2518,,
5c7979ef-38e,SCH2,2015-Jul-05 00:00:00,SUR3018,FOR1583,MID3291,PSUR9634,FSUR9730,f3692704-c11,c028210e-541,a8db4ad6-5,F,2024-Jan-20 00:00:00,2025-Jul-14 00:00:00,1,941b8738,a99ebac7,False,139.0,7b326c92,,
5c9d01f7-88d,SCH7,2010-Nov-18 00:00:00,SUR3812,FOR2922,MID5735,PSUR5145,FSUR8862,74015fe8-d4a,32002d38-082,d52d80e1-6,M,2024-Aug-12 00:00:00,2025-May-18 00:00:00,1,b8c90bd5,2405d391,False,125.0,e74f8e56,N,ENG
5c9d01f7-88d,SCH6,2010-Nov-18 00:00:00,SUR3812,FOR2922,MID5735,PSUR5145,FSUR8862,74015fe8-d4a,32002d38-082,d52d80e1-6,M,2025-May-19 00:00:00,2025-May-27 00:00:00,2,89a07a60,a9c90c8d,False,140.0,b0f1446b,,CYM
5d3bf774-bfe,SCH8,2014-Apr-20 00:00:00,SUR1457,FOR3646,MID2881,PSUR2865,FSUR1995,525aa98e-2ab,34759042-2d0,d45bdc8d-5,M,2025-Mar-31 00:00:00,2025-Jun-20 00:00:00,1,5c540092,a700a505,False,125.0,f5a7b06b,,GAL
5d9c6fdb-bc6,SCH8,2018-Oct-29 00:00:00,SUR5864,FOR5794,MID5293,PSUR2557,FSUR8431,93ef7b74-d3f,2ce9302e-c10,0c94a412-4,F,2024-Jul-04 00:00:00,2025-May-18 00:00:00,1,7c446441,f97c5138,False,131.0,321ee87a,N,CYM
5dbc3743-fe6,SCH2,2010-Oct-10 00:00:00,SUR4893,FOR6699,MID8307,PSUR1056,FSUR2246,60d21f55-33a,7f70d6df-9fd,00181c48-0,F,2025-Mar-10 00:00:00,2025-Jun-11 00:00:00,1,ce04bbdc,58bce9c8,,136.0,9915d0ed,,ENG
5f5c358e-bf8,SCH6,2012-May-30 00:00:00,SUR1024,FOR9290,MID9346,PSUR4844,FSUR9630,f1fe062b-fdb,d8a955be-790,c5ad96e2-f,M,2025-Feb-25 00:00:00,2025-May-15 00:00:00,1,877e1b56,d959d969,False,141.0,a1a61373,,ENG
601116e4-2e4,SCH3,2016-Jan-12 00:00:00,SUR4931,FOR2051,MID7591,PSUR3750,FSUR9367,dbead46f-e39,6247ef09-814,dce0e9c2-2,F,2024-Aug-25 00:00:00,2025-May-07 00:00:00,1,b6d39f12,7daf8a9e,False,133.0,1e7c6570,,ENG
60379fb8-10f,SCH5,2017-Dec-14 00:00:00,SUR8268,FOR7326,MID1609,PSUR9793,FSUR6958,b5630036-9b5,d3903092-8e1,c88e7204-1,M,2025-Mar-31 00:00:00,2025-May-08 00:00:00,1,08a1f0fd,e0a398ed,True,138.0,7a81aa84,,ENG
60379fb8-10f,SCH8,2017-Dec-14 00:00:00,SUR8268,FOR7326,MID1609,PSUR9793,FSUR6958,b5630036-9b5,d3903092-8e1,c88e7204-1,M,2025-May-09 00:00:00,2025-May-22 00:00:00,2,f6b4c991,1160269c,False,132.0,9a44e285,,GAL
6058d36b-ce1,SCH2,2016-Dec-02 00:00:00,SUR5328,FOR7024,MID3194,PSUR9431,FSUR6164,ad71a1e1-989,faa4abac-8a0,734206a1-a,M,2019-Jun-25 00:00:00,2025-Apr-28 00:00:00,1,475e5791,c71797dd,False,134.0,c6ef442d,,
6058d36b-ce1,SCH8,2016-Dec-02 00:00:00,SUR5328,FOR7024,MID3194,PSUR9431,FSUR6164,ad71a1e1-989,faa4abac-8a0,734206a1-a,M,2025-Apr-29 00:00:00,2025-Jul-05 00:00:00,2,5e58bf07,a274d623,False,131.0,388c470b,,TRI
60ea8d9e-93a,SCH3,2008-Jul-24 00:00:00,SUR3403,FOR7826,MID8877,PSUR2862,FSUR5025,2694756d-235,d75d4aa1-a19,a735bbcb-9,F,2024-Mar-08 00:00:00,2025-Jun-01 00:00:00,1,5174e1a3,fcf6c787,,118.0,cc858b82,,UKR
62800d01-e94,SCH7,2015-Feb-05 00:00:00,SUR1400,FOR2257,MID3947,PSUR8512,FSUR8429,46c0c5a0-435,fe7cfcc0-139,ceda682d-5,M,2020-Nov-20 00:00:00,2025-Jun-02 00:00:00,1,a81558e8,880f2013,,128.0,f266370e,,GAL
633f2a15-989,SCH5,2008-Sep-10 00:00:00,SUR6074,FOR3963,MID3328,PSUR6719,FSUR8778,4d29521c-e5c,06fa5fc3-62b,67c5a026-f,M,2025-Mar-23 00:00:00,2025-Jul-13 00:00:00,1,6f584f23,b614cd92,False,129.0,3bea8444,,CYM
634f19fa-685,SCH4,2016-Jun-04 00:00:00,SUR2396,FOR3199,MID7087,PSUR7956,FSUR3313,fac7ff02-3ae,4d88ca6f-27d,73b40b11-9,F,2025-Jan-10 00:00:00,2025-Jun-24 00:00:00,1,19e16783,5891479b,False,126.0,d76dc645,,ENG
64115dbc-6a1,SCH6,2016-Aug-02 00:00:00,SUR4990,FOR6133,MID1168,PSUR5899,FSUR8754,562f5845-ff4,c1855489-f75,c2a18a3b-7,M,2023-May-18 00:00:00,2025-May-13 00:00:00,1,d6af33c2,0eeaf1a2,False,127.0,5b1302c4,,ENG
64670b9f-f53,SCH1,2015-Oct-02 00:00:00,SUR6670,FOR4577,MID2823,PSUR5214,FSUR5283,2063c122-2bf,d6ac9a75-cab,1ca8776f-3,F,2025-Feb-24 00:00:00,2025-Jul-15 00:00:00,1,f9d644ca,b365de02,False,,8eaf1434,N,CYM
64f6f883-5ed,SCH5,2009-Dec-05 00:00:00,SUR2112,FOR7355,MID4353,PSUR6432,FSUR4737,2fe2ec7d-089,053ca019-52b,dbfd37b6-a,M,2025-Apr-17 00:00:00,2025-Apr-23 00:00:00,1,7250afb4,441ca451,False,126.0,00247fde,,CYM
6523663c-cf5,SCH1,2008-Jan-02 00:00:00,SUR5153,FOR1192,MID2903,PSUR1703,FSUR9955,8e0fd019-4c2,9a38aae8-5e6,2218dd8b-4,F,2018-Nov-22 00:00:00,2025-Jun-08 00:00:00,1,a7348e36,0f5350b0,,126.0,70eec425,,ENG
65769fb9-e8e,SCH2,2016-Feb-03 00:00:00,SUR1040,FOR7050,MID5768,PSUR2863,FSUR1451,cabc931e-c3b,b3e7ce45-95f,f2829bf2-b,F,2025-Jun-14 00:00:00,2025-Jun-19 00:00:00,1,30017643,88a4a503,False,133.0,e18b667d,,ENG
665f5279-69e,SCH4,2013-Jan-02 00:00:00,SUR5298,FOR8196,MID1362,PSUR9511,FSUR3437,f01d2df7-bd7,f9f8701f-245,8ca7f967-8,F,2025-Feb-26 00:00:00,2025-Jun-28 00:00:00,1,4e3a108d,82f90c80,False,128.0,13844e11,,CYM
665f5279-69e,SCH7,2013-Jan-02 00:00:00,SUR5298,FOR8196,MID1362,PSUR9511,FSUR3437,f01d2df7-bd7,f9f8701f-245,8ca7f967-8,F,2025-Jun-29 00:00:00,2025-Jul-10 00:00:00,2,2d5f0336,6f64b360,False,135.0,52a25a61,,ENG
6743810e-f4b,SCH6,2013-Jan-08 00:00:00,SUR5769,FOR4161,MID6070,PSUR8576,FSUR2243,3e27c217-2ce,12c22c68-36a,fecfcea1-a,F,2022-May-03 00:00:00,2025-May-25 00:00:00,1,033adef6,e2879b7f,,130.0,d6f242e8,,GAL
68169a4a-c5b,SCH7,2007-Sep-17 00:00:00,SUR9488,FOR3723,MID1264,PSUR9752,FSUR7037,59e65e0a-968,91c48666-de0,48984606-e,M,2025-Mar-13 00:00:00,2025-May-18 00:00:00,1,5eb2ce90,4674430b,,133.0,ce6d5d70,,
684eae10-c23,SCH3,2012-May-01 00:00:00,SUR3342,FOR1122,MID7699,PSUR6137,FSUR1997,c65635ec-79d,773d1af2-e20,a5d02214-f,M,2025-Apr-15 00:00:00,2025-Jun-24 00:00:00,1,38b7c25c,2a1480d0,False,121.0,c05f6a67,,ENG
6963025a-7bc,SCH7,2008-Jul-21 00:00:00,SUR3190,FOR2653,MID8637,PSUR7488,FSUR2247,9cecb08b-c34,2582c4c5-a3c,8725bccb-c,M,2023-May-20 00:00:00,2025-Jun-18 00:00:00,1,cbe3dcd3,955f2fd6,False,127.0,492c9dbd,,
6a3fbe2f-37c,SCH4,2017-Mar-09 00:00:00,SUR5489,FOR7737,MID3055,PSUR9897,FSUR4312,5b7665a9-05f,2f19045f-b3c,0690ff41-4,M,2025-Jun-20 00:00:00,2025-Jul-04 00:00:00,1,d6815878,7ef59b8b,False,135.0,add6b7c0,,ENG
6a3fbe2f-37c,SCH1,2017-Mar-09 00:00:00,SUR5489,FOR7737,MID3055,PSUR9897,FSUR4312,5b7665a9-05f,2f19045f-b3c,0690ff41-4,M,2025-Jul-05 00:00:00,2025-Jul-08 00:00:00,2,39c2bcf4,fe132e0a,False,138.0,ea062dc9,N,GAL
6b2a5bc8-484,SCH8,2017-Mar-28 00:00:00,SUR3576,FOR1291,MID1838,PSUR6466,FSUR3928,eb1dc60b-9d4,5d38c90a-01c,dc1e0c69-4,F,2025-May-24 00:00:00,2025-Jul-13 00:00:00,1,0c36084e,f776e570,False,126.0,1354cec9,,ENG
6b92ad8c-f20,SCH7,2018-Jul-02 00:00:00,SUR5271,FOR4710,MID1681,PSUR9385,FSUR6877,f6760a1c-aef,5dbc16b7-34a,4993745c-e,M,2023-Dec-28 00:00:00,2025-May-07 00:00:00,1,efe1208b,a80038d0,True,134.0,40493dab,,ENG
6b92ad8c-f20,SCH3,2018-Jul-02 00:00:00,SUR5271,FOR4710,MID1681,PSUR9385,FSUR6877,f6760a1c-aef,5dbc16b7-34a,4993745c-e,M,2025-May-08 00:00:00,2025-Jul-02 00:00:00,2,adf412df,0861f407,True,137.0,c26d19ce,,ENG
6cce058c-9cc,SCH1,2011-Sep-11 00:00:00,SUR3725,FOR1096,MID9215,PSUR6430,FSUR5006,178df20c-afa,9bc91fc6-bca,e907bd25-c,M,2021-Jun-30 00:00:00,2025-May-17 00:00:00,1,0118fbc3,5101da43,False,125.0,16c86992,N,DAN
6d761ec3-bc6,SCH2,2011-Nov-14 00:00:00,SUR8035,FOR6239,MID4076,PSUR4808,FSUR6718,37b1af4a-a81,f7fe68c5-460,8ab123c4-1,M,2021-Feb-20 00:00:00,2025-Jun-19 00:00:00,1,43f1284d,b3c3c165,False,126.0,1d071a93,,ENG
6d761ec3-bc6,SCH5,2011-Nov-14 00:00:00,SUR8035,FOR6239,MID4076,PSUR4808,FSUR6718,37b1af4a-a81,f7fe68c5-460,8ab123c4-1,M,2025-Jun-20 00:00:00,2025-Jul-08 00:00:00,2,32ea31df,2eb8a093,False,137.0,dcf6a226,,ENG
6dbd38cf-5e4,SCH5,2011-Apr-06 00:00:00,SUR8255,FOR4364,MID4059,PSUR4460,FSUR1582,7baba4da-9d8,848120b9-fdf,338bd3ba-0,F,2024-Apr-11 00:00:00,2025-Jul-14 00:00:00,1,add2b302,8253ab17,True,127.0,24751dc6,,ENG
6ea0177f-f79,SCH3,2008-Feb-28 00:00:00,SUR3253,FOR7644,MID3693,PSUR2257,FSUR8992,ce962981-737,f9ad29ef-d94,2666f897-c,F,2022-Jun-06 00:00:00,2025-Apr-20 00:00:00,1,2a5466d8,342a04f2,,130.0,30c90ae5,,ENG
6faacd79-80b,SCH6,2015-Oct-23 00:00:00,SUR3773,FOR8486,MID3853,PSUR8721,FSUR6774,b07f2417-4c8,c00eef22-114,1a9b58c2-9,M,2023-Sep-14 00:00:00,2025-Jun-22 00:00:00,1,cf30f29d,eb6c5ab3,False,134.0,5479868c,,ENG
706c0ecd-77e,SCH6,2017-Sep-25 00:00:00,SUR4843,FOR4383,MID5169,PSUR4816,FSUR8009,b87898b8-3e3,52a22bf6-333,3eb3e674-b,F,2022-Aug-28 00:00:00,2025-May-21 00:00:00,1,067f2d65,5028f13b,True,126.0,b9146ab1,,ENG
70fea334-178,SCH2,2009-Nov-22 00:00:00,SUR6783,FOR3554,MID9678,PSUR2206,FSUR3500,fb00703e-293,38bed276-ad0,35ba1dfd-5,M,2025-Apr-14 00:00:00,2025-May-09 00:00:00,1,21322b48,aa5e3bed,False,129.0,0ded4320,7,ENG
7107e0ea-2c8,SCH4,2011-Oct-12 00:00:00,SUR3636,FOR8544,MID2489,PSUR5035,FSUR3878,020f6a05-6f1,a85d3500-f9e,fff1ddac-b,M,2024-Mar-03 00:00:00,2025-May-31 00:00:00,1,7268cd1c,ab70ff29,False,129.0,4d80b430,,ENG
718ba18b-42e,SCH8,2010-Nov-11 00:00:00,SUR3809,FOR7132,MID7443,PSUR3163,FSUR5891,4a0790cd-ffe,e1a30532-95c,f3322975-3,F,2023-Dec-22 00:00:00,2025-Apr-26 00:00:00,1,326a77a6,a54c6e1d,,127.0,807bb672,,GAL
71bd357c-4d2,SCH3,2015-Sep-19 00:00:00,SUR8594,FOR4678,MID9894,PSUR4665,FSUR7970,0a18cba0-304,dbfd2c63-c8f,c9f69447-6,F,2024-Oct-09 00:00:00,2025-May-27 00:00:00,1,5b6e8cba,934629c2,False,128.0,629756b4,,ENG
7215c2b0-f78,SCH1,2019-Mar-05 00:00:00,SUR3363,FOR6516,MID3196,PSUR6961,FSUR3658,2811b7ba-f1d,2996da56-67b,a91d810c-1,F,2024-Aug-06 00:00:00,2025-May-08 00:00:00,1,a7880486,82ab5050,False,128.0,052c325e,,ENG
72595103-39b,SCH7,2014-Jun-01 00:00:00,SUR6216,FOR8794,MID7137,PSUR3593,FSUR8863,86c43dd5-789,b1795eb9-2b3,c6689667-a,F,2023-Nov-24 00:00:00,2025-May-23 00:00:00,1,2e983cc4,5c77c029,False,128.0,1eb10707,,ENG
731cf4d6-718,SCH4,2014-Oct-27 00:00:00,SUR1113,FOR9803,MID9442,PSUR9643,FSUR1711,799f0ab2-0c1,c16eae4d-761,b0cf361b-8,M,2023-May-07 00:00:00,2025-May-18 00:00:00,1,7943ab74,54fb2ccb,False,132.0,d38dcc76,,ENG
74202f89-685,SCH8,2018-Mar-23 00:00:00,SUR8457,FOR2792,MID7617,PSUR7469,FSUR6849,cbfae267-5c7,6e69f94f-36c,fe010419-f,F,2024-Dec-23 00:00:00,2025-Jun-07 00:00:00,1,2d0bd29e,e3a19629,False,122.0,d923d9e6,,
7432aff6-513,SCH3,2013-Apr-16 00:00:00,SUR7684,FOR3936,MID4289,PSUR1281,FSUR7620,784795b1-861,3cbe18ed-6ab,4a1d7d48-a,F,2025-Jan-05 00:00:00,2025-May-09 00:00:00,1,b38b8fb6,90d317af,False,129.0,b1bdd9ef,,ENG
751788d6-419,SCH1,2015-Dec-08 00:00:00,SUR4017,FOR7151,MID2820,PSUR1338,FSUR5144,f6730096-58d,94b2b5bb-124,31195666-1,M,2025-Jan-31 00:00:00,2025-Apr-23 00:00:00,1,368533f3,97a4d9f9,,129.0,590830b5,,BNG
76bbeed3-469,SCH6,2018-Oct-14 00:00:00,SUR5791,FOR9280,MID1583,PSUR6878,FSUR5012,14c51e5f-040,0958ca1d-2be,ecc28b81-b,M,2022-Nov-29 00:00:00,2025-Apr-20 00:00:00,1,21b7acdb,b822b5e9,False,127.0,2c90c302,,TRI
77815777-d2c,SCH7,2016-Sep-27 00:00:00,SUR5303,FOR6343,MID1451,PSUR3911,FSUR6595,449adb8c-41b,9851f390-d01,d1b67fea-3,M,2025-May-14 00:00:00,2025-Jun-22 00:00:00,1,1320ebd2,a36a6078,True,136.0,ac76c8e6,,ENG
78920267-1af,SCH1,2016-Jul-16 00:00:00,SUR8749,FOR1510,MID7021,PSUR5523,FSUR2171,98485a8d-407,55e8d1f0-16e,22a05217-7,F,2023-Sep-29 00:00:00,2025-May-27 00:00:00,1,924ebce5,5970e6a9,False,125.0,6d0b7ac3,,ENG
78f37771-8d3,SCH6,2008-Sep-30 00:00:00,SUR6449,FOR3602,MID2658,PSUR6116,FSUR6841,82d5ab11-d6b,cda553fb-988,5b42c90c-8,F,2024-Oct-10 00:00:00,2025-Jun-25 00:00:00,1,dc97cd5e,ae7ca2ac,False,123.0,b410aace,,ENG
797d94e5-1f4,SCH4,2013-Jan-28 00:00:00,SUR8762,FOR1847,MID4834,PSUR2499,FSUR3471,c0ae7740-0b0,ca958ec9-605,f35dd360-2,F,2023-Dec-10 00:00:00,2025-Jul-10 00:00:00,1,69005c99,8a1bfaae,False,123.0,aaf29f8b,,ENG
79a8e21b-a7c,SCH3,2009-Mar-05 00:00:00,SUR1773,FOR9888,MID4438,PSUR7310,FSUR7992,875309bc-05f,5e935482-5ad,c596ef30-e,M,2025-Mar-17 00:00:00,2025-Jun-20 00:00:00,1,3f0b66e2,4d79dc68,False,123.0,41c5c1b2,,ENG
79e09d58-48c,SCH5,2008-Dec-18 00:00:00,SUR5908,FOR3377,MID9466,PSUR6263,FSUR3915,1fe87ee4-f1b,80b35f1f-99e,c6f72b97-e,F,2023-Jun-27 00:00:00,2025-May-08 00:00:00,1,2040e805,a6bdb08e,True,131.0,79320422,,
7aba4dc9-266,SCH3,2011-Mar-31 00:00:00,SUR6863,FOR2615,MID1215,PSUR4709,FSUR2669,b7ee2345-699,683650d8-02d,f88faf92-b,F,2025-Feb-28 00:00:00,2025-Apr-29 00:00:00,1,ee37ebf2,cfef4847,True,128.0,ae4943b1,,CYM
7b0d0f45-b1f,SCH7,2011-Jul-26 00:00:00,SUR7627,FOR1446,MID3045,PSUR9677,FSUR2994,7e9d8336-0f8,01b7fd9e-a2f,5e44dc75-7,M,2025-Feb-08 00:00:00,2025-May-20 00:00:00,1,27aef69f,83917f37,,138.0,44ccde46,,ENG
7b0d0f45-b1f,SCH1,2011-Jul-26 00:00:00,SUR7627,FOR1446,MID3045,PSUR9677,FSUR2994,7e9d8336-0f8,01b7fd9e-a2f,5e44dc75-7,M,2025-May-21 00:00:00,2025-Jul-06 00:00:00,2,4c6b38ed,607c2163,True,130.0,3d1c439f,,GAL
7bfe9ea4-524,SCH5,2020-Jun-15 00:00:00,SUR7039,FOR1050,MID5664,PSUR8374,FSUR1890,658e926f-6a5,c7c34364-0ea,0ff60b68-7,F,2025-Jan-07 00:00:00,2025-Jul-10 00:00:00,1,fee0530d,a70c4d87,False,126.0,ed390ca2,,ENG
7c4a7ebf-490,SCH6,2009-Jun-23 00:00:00,SUR7086,FOR1200,MID7795,PSUR2430,FSUR4781,0d15c302-ae3,2e93ec4d-61e,bf45e668-8,M,2025-Feb-08 00:00:00,2025-Jun-04 00:00:00,1,ee17b427,a591e354,,126.0,c718d986,,ENG
