pupilnolongeronrolltableid,NativeId,dob,surname,forename,middlenames,preferredsurname,formersurname,upn,formerupn,uniquelearnernumber,sex,entrydate,leavingdate,pupilnolongeronrollorderseqcolumn,sourceid,schoolcensustableid,parttime,termlysessionspossible,termlysessionsauthorised,termlysessionsunauthorised,moveonrollflag,missingaddress,summerhalfterm2sessionsauthorised,summerhalfterm2sessionspossible,summerhalfterm2sessionsunauthorised,qualhrs,qualhrspreviousyear,nonqualhrspreviousyear,tlevelqualhrs,tlevelnonqualhrs,nonqualhrs,summerhalfterm2sessionseducational,summerhalfterm2sessionsexceptional,summerhalfterm2sessionscoronavirus,boarder,language,ncyearleaving,mathsgcsehighestpriorattainment,mathsgcsepriorattainmentyear11,englishgcsehighestpriorattainment,englishgcsepriorattainmentyear11,mathsgcsefundingexemption,englishgcsefundingexemption,mathsgcsehighestpriorattainmentpreviousyear,englishgcsehighestpriorattainmentpreviousyear
62bf83d0-86e,SCH1,2016-Aug-29 00:00:00,SUR2573,FOR6377,MID6995,PSUR1879,FSUR2757,8db63808-174,4a432768-7e0,81429f53-2,M,2022-Sep-21 00:00:00,2024-Nov-13 00:00:00,1,d03d45bd,cfc35a77,False,143.0,9.0,,b9a10ec8,f5553643,8.0,127.0,,781.0,778.0,128.0,786.0,130.0,128.0,,,,,ENG,7,,,,,,,E,
62f155a1-fe0,SCH3,2008-Jun-29 00:00:00,SUR6354,FOR7727,MID9852,PSUR4136,FSUR4827,05f3585b-c31,79e32e11-561,d6200b0b-b,M,2024-Jul-12 00:00:00,2024-Sep-24 00:00:00,1,02f2b04c,cc4b14ed,False,124.0,8.0,,c1b833a6,52b3aa13,8.0,132.0,,816.0,816.0,131.0,755.0,133.0,133.0,,,,,ENG,N2,A,3,,1,F,,,
65727ad3-e8b,SCH1,2019-Apr-22 00:00:00,SUR5478,FOR1952,MID3758,PSUR6932,FSUR2896,9c6425b2-f7e,7948ba0f-48c,742d83de-9,M,2022-Oct-20 00:00:00,2024-Nov-13 00:00:00,1,8cace9b4,cf825ee7,False,132.0,8.0,,c6de09e5,0fa11d41,7.0,117.0,,783.0,724.0,125.0,738.0,123.0,127.0,,,4.0,,GER,11,,,,,,F,,D
66961134-186,SCH8,2013-Sep-26 00:00:00,SUR5509,FOR8619,MID7879,PSUR3973,FSUR6084,456d1364-2eb,35a31040-a4c,b5f19fa5-7,M,2020-Apr-05 00:00:00,2024-Dec-14 00:00:00,1,f935f8dc,815fd2cb,False,132.0,,,39ceaccb,9725deb5,8.0,129.0,3.0,805.0,772.0,132.0,800.0,135.0,132.0,3.0,,,,ENG,10,9,,A*,1,,N,,
67c15cfa-be3,SCH3,2010-Jun-07 00:00:00,SUR6095,FOR9279,MID8176,PSUR7559,FSUR8334,8c43faa9-991,3c8d32e1-d4a,18445e65-3,M,2020-Mar-17 00:00:00,2024-Oct-24 00:00:00,1,aa1c2626,43ca5162,True,127.0,8.0,,5928c54b,bf9ee085,,130.0,,760.0,759.0,131.0,810.0,136.0,136.0,,,3.0,,ENG,13,,,9,,F,,,7
685dfbbb-5da,SCH2,2016-May-04 00:00:00,SUR4497,FOR7554,MID7647,PSUR1295,FSUR2326,167876f9-69e,cb09c061-744,eb28bfa2-f,M,2023-Oct-02 00:00:00,2024-Nov-07 00:00:00,1,b6f9a300,1fbe3ee8,True,129.0,,3.0,56528591,47531463,8.0,126.0,,782.0,775.0,132.0,745.0,135.0,139.0,,,,N,,13,,,,,N,,,5
6a51eec8-517,SCH8,2017-Sep-25 00:00:00,SUR4872,FOR8268,MID7342,PSUR1109,FSUR9151,d0054cdc-e8e,b0a487fc-64f,0dbca70b-e,M,2022-Jun-19 00:00:00,2024-Sep-21 00:00:00,1,e9235d87,0b84bc16,False,131.0,8.0,,d24f8b67,e4a82172,9.0,138.0,,768.0,790.0,130.0,818.0,132.0,138.0,3.0,,,,BNG,13,,,,,,L,,
6b0c139a-300,SCH2,2015-Dec-28 00:00:00,SUR6934,FOR4808,MID3696,PSUR5248,FSUR9577,d8946393-391,adc7cdee-9b8,00a6f26c-3,F,2024-Mar-26 00:00:00,2024-Nov-16 00:00:00,1,92970826,f4a4d9a2,,131.0,8.0,3.0,19affcb8,a23f532c,8.0,127.0,,764.0,812.0,123.0,752.0,138.0,122.0,,,,,ENG,R,,,,,,,,
6b69d5d4-846,SCH1,2020-Jun-30 00:00:00,SUR6931,FOR6515,MID7170,PSUR5557,FSUR2733,a6ac222e-177,3125fa9d-eb4,a0c0a228-2,M,2019-Mar-03 00:00:00,2024-Sep-01 00:00:00,1,a2deced5,64a212a8,False,132.0,8.0,,9ba478bd,50f51cbb,8.0,139.0,,780.0,816.0,136.0,753.0,128.0,128.0,,,2.0,,,E2,,,,,U,F,,
6c5e58b1-353,SCH3,2019-Aug-15 00:00:00,SUR8497,FOR2824,MID8514,PSUR9068,FSUR1758,98ae324d-ee1,d646332c-4ff,5fb51d23-4,F,2024-Apr-29 00:00:00,2024-Sep-27 00:00:00,1,20d94c35,fde14037,False,129.0,9.0,,d7fee366,ea631f07,8.0,136.0,,765.0,791.0,131.0,798.0,128.0,134.0,,,,,ENG,6,,,,,,,,
6dcc09f7-26a,SCH2,2007-Oct-01 00:00:00,SUR6594,FOR7883,MID5547,PSUR6781,FSUR6659,2aecbefe-f8b,6f608354-777,64b071fe-9,M,2020-May-03 00:00:00,2024-Nov-23 00:00:00,1,6454ba85,73178543,False,135.0,7.0,2.0,37c9a160,233bd59f,8.0,136.0,3.0,787.0,848.0,135.0,727.0,129.0,128.0,3.0,,,,ENG,E1,D,,,,N,,,
6e4a4ea0-311,SCH3,2009-Apr-06 00:00:00,SUR5980,FOR3772,MID7366,PSUR6325,FSUR9020,a500fe6d-010,537510aa-2ab,93ccf6d4-b,M,2023-Feb-20 00:00:00,2024-Sep-09 00:00:00,1,243d3c82,58c4987d,True,128.0,,,7194e6da,40633770,8.0,128.0,3.0,720.0,832.0,123.0,815.0,131.0,131.0,,,,,ENG,4,,,,,N,,,
6e649435-8aa,SCH2,2014-Aug-03 00:00:00,SUR3353,FOR4231,MID5508,PSUR1571,FSUR8476,7a88e0a2-934,31f516eb-b4e,bef3ff10-a,F,2023-Mar-25 00:00:00,2024-Nov-29 00:00:00,1,2ed472d8,4087699a,False,132.0,,,3ee553d1,12b0cb45,,127.0,,773.0,,133.0,774.0,132.0,133.0,,,,,CYM,E1,,,,,,,,
6ef97b15-aa5,SCH1,2009-Nov-26 00:00:00,SUR4657,FOR6120,MID6104,PSUR2149,FSUR2155,f0651e56-efa,5c8be7b4-931,360aa2f9-8,F,2024-Mar-14 00:00:00,2024-Sep-12 00:00:00,1,417973d8,6897b48b,False,126.0,,,1d124bb9,63392d21,8.0,136.0,,789.0,730.0,138.0,867.0,121.0,130.0,,3.0,,,ENG,14,,,,1,,,U,
6f7c1e27-b85,SCH3,2010-Aug-12 00:00:00,SUR5049,FOR2839,MID6364,PSUR5185,FSUR8622,730a2791-f79,54c62ebc-4c3,3518a150-f,M,2023-May-16 00:00:00,2024-Oct-06 00:00:00,1,b942f26c,2600e031,False,144.0,7.0,,056374ac,14edac57,8.0,126.0,,807.0,744.0,129.0,817.0,131.0,125.0,,,,N,,10,,,5,,,,,
6f9b3226-c22,SCH7,2018-Dec-11 00:00:00,SUR3743,FOR2903,MID8368,PSUR3766,FSUR9343,1833c5c1-4c1,b769f623-e3a,6adfd020-1,M,2022-Nov-18 00:00:00,2024-Oct-08 00:00:00,1,48f3efed,c6f8ec5a,False,131.0,8.0,3.0,faebbf71,04cd9f7c,8.0,134.0,,776.0,764.0,124.0,757.0,127.0,128.0,,,,,ENG,12,,1,,1,O,,,
70051bff-ddc,SCH8,2011-Oct-07 00:00:00,SUR8372,FOR3187,MID7756,PSUR1066,FSUR6089,43758582-2a2,c6ceb58a-889,f688f2b3-c,F,2023-May-09 00:00:00,2024-Nov-30 00:00:00,1,1265bd81,6a83b2c4,False,139.0,8.0,,e66bf85e,0ff1e513,9.0,122.0,,769.0,804.0,131.0,795.0,125.0,128.0,,,,,UKR,4,7,,,,U,,,
70a45efa-0b7,SCH6,2016-Nov-13 00:00:00,SUR2652,FOR5045,MID3233,PSUR3542,FSUR3955,812c5ce3-e3b,1ce34dde-c37,2519b373-1,F,2022-Apr-27 00:00:00,2024-Oct-01 00:00:00,1,252ae03f,219a0190,True,124.0,8.0,,819a8ce7,904946b6,8.0,133.0,,810.0,802.0,125.0,798.0,128.0,128.0,2.0,,3.0,,,N1,,1,,,,,,
70ddf6c8-01b,SCH3,2008-Nov-29 00:00:00,SUR6638,FOR9962,MID4281,PSUR3962,FSUR7013,fafc242f-571,ac8bdcc4-171,16f6b494-5,M,2024-Feb-12 00:00:00,2024-Dec-18 00:00:00,1,1dfc9751,a1821381,False,142.0,8.0,,665754e3,1211df39,8.0,131.0,,822.0,,122.0,807.0,125.0,137.0,,,,,ENG,5,,,,,,,,
71c32772-892,SCH7,2012-Aug-20 00:00:00,SUR7482,FOR7301,MID9548,PSUR1315,FSUR1257,e97e4684-d5c,ea0ea5ce-c72,151795de-b,F,2023-May-21 00:00:00,2024-Sep-15 00:00:00,1,7a6ac3d3,d2d49c33,False,134.0,8.0,,462d029e,34012eef,8.0,132.0,,777.0,831.0,119.0,769.0,130.0,136.0,,,,,ENG,E1,9,,,,,,,
74a91a96-af4,SCH2,2019-Nov-04 00:00:00,SUR5059,FOR8650,MID3800,PSUR7576,FSUR4034,d4d0ba56-0e9,272655cb-c47,0a471265-8,F,2024-Nov-17 00:00:00,2024-Dec-06 00:00:00,1,cdc3a37f,749c9656,False,131.0,8.0,,54672226,84ae8224,8.0,137.0,,802.0,813.0,135.0,786.0,123.0,128.0,,2.0,,,,6,,,,1,,N,,
75784139-9e7,SCH2,2018-Aug-20 00:00:00,SUR6790,FOR2529,MID9682,PSUR8762,FSUR6337,accdf61a-d98,b17af0db-050,82dca705-b,M,2020-Jan-20 00:00:00,2024-Sep-01 00:00:00,1,d9ff437f,518ad3af,False,128.0,8.0,,5e340954,07619598,7.0,133.0,,758.0,725.0,135.0,780.0,131.0,131.0,,,,,ENG,7,,,,,,,6,
774a1d38-f0d,SCH4,2017-Aug-15 00:00:00,SUR3903,FOR4526,MID2507,PSUR2070,FSUR9256,685eaaec-d40,6d8026a7-5fc,7efa2ae3-6,M,2024-Jul-20 00:00:00,2024-Sep-07 00:00:00,1,5c0050f9,94772021,False,129.0,8.0,,28df8c96,53b480c9,8.0,135.0,,751.0,808.0,132.0,776.0,131.0,126.0,,,,,ENG,7,,,,,,,,
77d50da3-99f,SCH1,2009-Nov-27 00:00:00,SUR2466,FOR8842,MID2560,PSUR8934,FSUR8024,1d469eca-6b1,9daa1703-b71,d64ec018-4,M,2024-Aug-04 00:00:00,2024-Oct-22 00:00:00,1,5400fee2,46f61b29,False,139.0,8.0,,3a2d787b,ef1ee63f,8.0,128.0,3.0,700.0,816.0,128.0,758.0,133.0,127.0,,,,,ENG,E2,,,,,,,,
77d50da3-99f,SCH5,2009-Nov-27 00:00:00,SUR2466,FOR8842,MID2560,PSUR8934,FSUR8024,1d469eca-6b1,9daa1703-b71,d64ec018-4,M,2024-Oct-23 00:00:00,2024-Oct-26 00:00:00,2,adbc8952,50fa35aa,False,129.0,8.0,,cc512705,a376da8f,8.0,128.0,,825.0,799.0,128.0,756.0,124.0,132.0,,,,,ENG,E1,,,,,,,,
780290b1-6d3,SCH3,2012-Mar-06 00:00:00,SUR4959,FOR1783,MID8467,PSUR7540,FSUR1647,a6f2a863-99b,e04c5d52-03a,d69876d9-3,F,2022-Jul-29 00:00:00,2024-Sep-06 00:00:00,1,03c20505,772bee4a,False,133.0,8.0,3.0,b7bc9d90,13edc41e,,127.0,,778.0,775.0,135.0,802.0,128.0,134.0,,,3.0,,ENG,8,,,,,F,,,
78a4f264-d3b,SCH5,2011-Aug-01 00:00:00,SUR8161,FOR1714,MID9122,PSUR6377,FSUR6292,a26ffc0c-81d,9fa0a7bb-aa8,e26ed62c-6,F,2023-Aug-03 00:00:00,2024-Oct-26 00:00:00,1,8aaa4a04,8d9fd56a,True,134.0,8.0,,17fc9003,d6cbaec2,,135.0,,793.0,763.0,130.0,746.0,136.0,124.0,,3.0,,,DAN,10,7,,,,,,,
78d37276-d60,SCH3,2014-Sep-15 00:00:00,SUR3545,FOR2433,MID6298,PSUR4341,FSUR1160,e85bf46e-a71,29228c05-65f,44f197b9-d,M,2022-Mar-06 00:00:00,2024-Oct-02 00:00:00,1,c712aead,27a8900e,False,140.0,,,648d6294,8d0f9a55,9.0,137.0,,775.0,772.0,124.0,781.0,134.0,129.0,,,,,ENG,7,,,,,,,,
78f37771-8d3,SCH4,2008-Sep-30 00:00:00,SUR6449,FOR3602,MID2658,PSUR6116,FSUR6841,82d5ab11-d6b,cda553fb-988,5b42c90c-8,F,2023-Apr-17 00:00:00,2024-Oct-09 00:00:00,1,975ded57,24a6962d,False,144.0,,3.0,e217cbb5,e8459abd,8.0,140.0,3.0,757.0,753.0,124.0,778.0,133.0,,,,,,CYM,M,1,,,,U,,,2
78f5c40e-01a,SCH3,2017-Jun-16 00:00:00,SUR6502,FOR7087,MID2711,PSUR5223,FSUR1340,003118fe-38d,682f0947-f7d,c688794f-6,F,2023-Jul-26 00:00:00,2024-Sep-03 00:00:00,1,c85e2968,b9e6c267,False,130.0,8.0,,d0a1175f,04a4ef12,,136.0,,794.0,756.0,137.0,,121.0,131.0,,,,,ENG,9,C,,,,,,F,
79c24ef6-cf8,SCH4,2017-Oct-27 00:00:00,SUR3257,FOR5478,MID6061,PSUR5631,FSUR8140,0f53ffaa-87f,fe6432c5-5ec,81c0b137-5,F,2023-Jul-01 00:00:00,2024-Nov-18 00:00:00,1,f5c6c2dc,924918b3,False,136.0,8.0,3.0,f0b85855,8a9add99,8.0,126.0,3.0,820.0,774.0,123.0,760.0,132.0,128.0,,,,B,CYM,14,,3,,,,,,
7a32ac97-744,SCH2,2011-Sep-03 00:00:00,SUR7392,FOR5472,MID3498,PSUR5813,FSUR1354,4fa9661b-add,279c60cf-45d,53deaf12-9,F,2021-Apr-10 00:00:00,2024-Oct-12 00:00:00,1,507af273,f56e9b54,True,122.0,8.0,,e6aa87f7,7364c14c,8.0,134.0,,768.0,713.0,131.0,800.0,134.0,139.0,,,,N,ENG,8,,1,,,,,,
7ac77376-f07,SCH7,2010-Sep-06 00:00:00,SUR7132,FOR6842,MID3461,PSUR3844,FSUR3239,cb26dfac-151,a79a1e9b-7e4,7bf8491e-0,F,2023-May-07 00:00:00,2024-Sep-10 00:00:00,1,ad3a9ffd,00c804c9,False,126.0,7.0,,b5b2d2c6,174e1e6a,8.0,127.0,3.0,772.0,759.0,128.0,765.0,126.0,137.0,,,3.0,,ENG,14,,3,,,U,O,,
7b340756-b25,SCH7,2016-Feb-05 00:00:00,SUR2862,FOR2347,MID2790,PSUR7754,FSUR8720,d4cc05e6-386,d1fb8ca2-c2e,f8ca66f5-3,M,2023-May-10 00:00:00,2024-Dec-05 00:00:00,1,8c14b3c2,ac65a44e,False,125.0,8.0,,50c57c29,3912106b,7.0,134.0,3.0,775.0,792.0,129.0,838.0,138.0,140.0,,,,,ENG,N2,,,9,2,L,,,
7f022de1-178,SCH3,2015-Aug-25 00:00:00,SUR9379,FOR7622,MID6610,PSUR5140,FSUR3546,3ad7a7ed-fdd,9e4f37a5-363,84da162a-a,F,2023-May-28 00:00:00,2024-Nov-28 00:00:00,1,1cf91323,73690e36,False,126.0,8.0,,04f4ae64,4b5daf54,8.0,128.0,2.0,799.0,827.0,137.0,731.0,126.0,129.0,,,,,GAL,5,,,,1,,,,
7f7b5a7f-a96,SCH6,2013-Dec-22 00:00:00,SUR1828,FOR4745,MID5949,PSUR3219,FSUR1073,7f3bc825-32e,450b8767-415,ce722905-7,F,2024-Feb-25 00:00:00,2024-Nov-09 00:00:00,1,c479862c,a04fb2f0,True,132.0,8.0,,ab87ce41,a4cc8a56,8.0,138.0,3.0,789.0,762.0,131.0,755.0,131.0,126.0,,,,,ENG,N1,,1,,1,,,,
858b40e6-aea,SCH1,2018-Sep-03 00:00:00,SUR3143,FOR2711,MID3186,PSUR7855,FSUR3570,9f7f8a60-641,07d537ea-67a,c0214a7d-4,F,2024-May-11 00:00:00,2024-Sep-02 00:00:00,1,2abdab9f,22999728,False,124.0,8.0,,6e8fee79,ee6b9a84,8.0,133.0,,761.0,818.0,128.0,829.0,138.0,130.0,4.0,,3.0,,ENG,R,5,,,,,,,
860a2bea-4e2,SCH4,2019-Sep-30 00:00:00,SUR2156,FOR6519,MID9744,PSUR1828,FSUR1318,2da8c3fe-c36,314a0086-b09,c0ae7e9a-f,M,2024-Mar-29 00:00:00,2024-Oct-08 00:00:00,1,a334f845,ee7bc25c,False,129.0,7.0,4.0,27e12056,d40e261c,8.0,134.0,,740.0,798.0,125.0,842.0,136.0,135.0,,,,,ENG,E2,,,,,,,,
862db5db-ba3,SCH2,2009-Nov-12 00:00:00,SUR5140,FOR8160,MID7554,PSUR7654,FSUR6844,af43204d-984,2827464e-c6f,bf634942-2,M,2020-Feb-09 00:00:00,2024-Oct-07 00:00:00,1,74246d50,66ea75c4,False,128.0,,,d12fcfd4,b655975e,7.0,129.0,,779.0,831.0,122.0,766.0,131.0,132.0,3.0,,,,ENG,4,,,6,,,U,,
862db5db-ba3,SCH1,2009-Nov-12 00:00:00,SUR5140,FOR8160,MID7554,PSUR7654,FSUR6844,af43204d-984,2827464e-c6f,bf634942-2,M,2024-Oct-08 00:00:00,2024-Nov-16 00:00:00,2,11d63af2,c2414c36,False,127.0,,,c6115b4c,9e967ee9,,137.0,3.0,808.0,787.0,127.0,820.0,127.0,129.0,,3.0,,,ENG,R,,1,,,,O,6,4
86959d0a-4eb,SCH7,2018-Nov-20 00:00:00,SUR5716,FOR9489,MID8599,PSUR3716,FSUR4068,894a0423-e35,47c7f624-939,3958f415-a,F,2024-May-17 00:00:00,2024-Sep-27 00:00:00,1,46a22420,648517f0,False,119.0,8.0,,99ded7e3,7d5ee08f,8.0,125.0,,769.0,766.0,129.0,744.0,134.0,127.0,,,3.0,,,12,,,,,,,8,
86a8623f-3fe,SCH5,2016-Feb-08 00:00:00,SUR9877,FOR3903,MID4611,PSUR9042,FSUR9665,75bcde9a-653,0eac5e96-838,8ed83864-2,M,2020-Apr-19 00:00:00,2024-Nov-09 00:00:00,1,01170bb8,a0cbca15,False,122.0,8.0,,6cebcd57,c4d48ff5,8.0,124.0,,835.0,782.0,133.0,835.0,128.0,124.0,3.0,,,,ENG,6,,,,,O,,,
86a8623f-3fe,SCH2,2016-Feb-08 00:00:00,SUR9877,FOR3903,MID4611,PSUR9042,FSUR9665,75bcde9a-653,0eac5e96-838,8ed83864-2,M,2024-Nov-10 00:00:00,2024-Nov-11 00:00:00,2,3aaeee0c,b4f9976e,False,127.0,8.0,,87b0f96a,12cb45e9,9.0,140.0,3.0,785.0,774.0,130.0,780.0,132.0,132.0,,3.0,3.0,,ENG,6,,,,2,,,,
86e1f003-378,SCH4,2020-Mar-23 00:00:00,SUR7889,FOR4497,MID3937,PSUR8937,FSUR3318,282d6967-488,b739eb9c-d65,b6f7e68c-2,F,2024-Oct-22 00:00:00,2024-Nov-21 00:00:00,1,f9c1c0d1,5e9c6d4a,False,126.0,8.0,3.0,5af59f88,036668dd,8.0,130.0,,807.0,774.0,129.0,771.0,132.0,126.0,,,,,CYM,12,,,8,,N,,,
87d147b6-35b,SCH1,2013-Sep-17 00:00:00,SUR5200,FOR1774,MID5852,PSUR7949,FSUR8336,aba223ea-adf,2096c191-20a,872f3709-5,M,2019-Jan-03 00:00:00,2024-Nov-06 00:00:00,1,965c1722,3115be2a,False,129.0,7.0,,fbce38df,c95e5d88,8.0,122.0,,761.0,792.0,132.0,773.0,128.0,130.0,,3.0,,,ENG,7,A,,,,,,,
88a6e08a-cf1,SCH3,2020-Feb-17 00:00:00,SUR9748,FOR4741,MID9472,PSUR5606,FSUR1363,b9ab9b71-939,c4edc18b-356,4aa6d5dc-8,M,2022-Sep-02 00:00:00,2024-Oct-14 00:00:00,1,6c1500a0,50d49f59,False,128.0,9.0,3.0,e5d72cfd,5a9d396f,7.0,125.0,,747.0,752.0,,801.0,132.0,130.0,2.0,,,,ENG,7,,,,,O,,,5
88ed5bb6-693,SCH3,2013-Sep-12 00:00:00,SUR8103,FOR8483,MID7628,PSUR4997,FSUR6521,3cad5786-836,f7f87178-374,885a3c8f-d,F,2023-Dec-15 00:00:00,2024-Nov-02 00:00:00,1,757da1a3,894e82e8,,122.0,8.0,3.0,cadddd33,399f4130,8.0,133.0,,763.0,729.0,129.0,784.0,139.0,139.0,,,,,ENG,E2,,1,,,,,9,4
8916bfec-ac8,SCH3,2018-Jun-30 00:00:00,SUR2042,FOR1808,MID7849,PSUR4077,FSUR3462,6d72e7b5-151,b3a15be2-502,2f1ae3f7-3,M,2019-Jun-14 00:00:00,2024-Oct-28 00:00:00,1,8e348a60,7d2bea5d,False,134.0,9.0,,12972bc2,03fe88cb,7.0,128.0,,780.0,741.0,135.0,769.0,139.0,132.0,3.0,,2.0,,ENG,2,,,,,,,,
89b0c552-ccb,SCH1,2015-Dec-05 00:00:00,SUR2637,FOR5153,MID2076,PSUR7091,FSUR1818,b10e758e-bc3,8dfb29c1-389,2eb2ae6c-6,F,2024-Jan-02 00:00:00,2024-Nov-02 00:00:00,1,50d183f6,4710bec3,,132.0,8.0,,2e627743,24daa1c7,7.0,135.0,2.0,741.0,821.0,134.0,787.0,131.0,124.0,3.0,4.0,3.0,,ENG,3,,2,,,,,,
8b305174-485,SCH3,2017-Sep-22 00:00:00,SUR8576,FOR1413,MID9345,PSUR7198,FSUR7653,18466c7e-705,2b23bc42-575,3299c7cb-9,F,2024-Jun-27 00:00:00,2024-Sep-11 00:00:00,1,c88402b5,273652b7,False,130.0,8.0,,b4363e68,95bb948d,8.0,136.0,3.0,818.0,826.0,123.0,809.0,134.0,129.0,,2.0,,,ENG,E1,,2,,,,,,
8b5fda7a-682,SCH2,2008-Feb-14 00:00:00,SUR5707,FOR7369,MID1480,PSUR4105,FSUR8501,7995645e-3d4,31564808-a2e,18f2d377-e,M,2023-Aug-06 00:00:00,2024-Dec-04 00:00:00,1,2402dd82,8255a5a2,False,125.0,8.0,,c796ea0c,130cbe9e,8.0,136.0,,781.0,774.0,128.0,794.0,,124.0,,2.0,,,ENG,6,A*,,,,,,,A
8c34c548-872,SCH5,2017-Dec-15 00:00:00,SUR3248,FOR4762,MID1776,PSUR6263,FSUR5121,99e3cf7b-be0,269a38fd-b07,50fac98a-9,F,2023-Nov-04 00:00:00,2024-Oct-04 00:00:00,1,71beaaea,85a0d7a3,False,133.0,8.0,,460a4a03,4e7ad04d,8.0,130.0,,782.0,800.0,133.0,759.0,131.0,122.0,3.0,,,,ENG,N1,,,U,,F,N,B,
8c3b504d-682,SCH4,2009-Apr-25 00:00:00,SUR9414,FOR2912,MID3557,PSUR9344,FSUR4329,c2f74ec6-b82,0a96aef5-7c6,1741895e-a,F,2022-Oct-18 00:00:00,2024-Sep-08 00:00:00,1,fe592042,0f4e9bf5,False,131.0,9.0,,e0c486bd,c665e561,,124.0,2.0,799.0,796.0,133.0,834.0,130.0,128.0,3.0,,,,CHI,2,,,,,,,,
8c555a7c-bd8,SCH7,2007-Nov-18 00:00:00,SUR3952,FOR8486,MID6416,PSUR8205,FSUR8336,98a45741-e7d,8b3772d0-0a3,14c896c1-0,M,2022-Feb-05 00:00:00,2024-Sep-30 00:00:00,1,4c4342e6,8dbe0fc6,False,132.0,8.0,2.0,0a45e338,b357e7df,7.0,130.0,,731.0,733.0,130.0,771.0,126.0,128.0,,,,,ENG,X,C,,,1,,,,
8c555a7c-bd8,SCH6,2007-Nov-18 00:00:00,SUR3952,FOR8486,MID6416,PSUR8205,FSUR8336,98a45741-e7d,8b3772d0-0a3,14c896c1-0,M,2024-Oct-01 00:00:00,2024-Oct-02 00:00:00,2,f966d953,53baef03,True,133.0,8.0,,b16c35da,3a20a9c0,8.0,139.0,3.0,826.0,711.0,127.0,793.0,131.0,129.0,,2.0,,,ENG,R,,,,,,,,
8ce2775b-5f4,SCH7,2010-Jul-27 00:00:00,SUR6454,FOR9731,MID2930,PSUR2090,FSUR8680,4eb33cf1-3b9,091a86ad-a66,1c7ec3c9-b,M,2024-Nov-11 00:00:00,2024-Dec-05 00:00:00,1,59e86fcf,283cba38,False,132.0,9.0,,a137fb14,3774ef62,8.0,131.0,,767.0,762.0,133.0,761.0,136.0,130.0,3.0,,,,ENG,2,,,,,,,,
8d3131f3-852,SCH4,2012-Dec-07 00:00:00,SUR8809,FOR3912,MID3688,PSUR6975,FSUR9677,332c4854-622,b767d457-0ee,9c19f8b7-0,F,2023-Jan-03 00:00:00,2024-Sep-08 00:00:00,1,e910bf91,1a5f0b89,,134.0,8.0,,9d8c6fb0,ff768540,,126.0,,764.0,810.0,129.0,820.0,127.0,132.0,,,,,ENG,4,,,,,,,,
8d51bc1e-548,SCH1,2013-Nov-12 00:00:00,SUR6689,FOR9512,MID8626,PSUR1009,FSUR7968,a46091ab-3e1,e0fa4faf-5e3,7fa101e2-0,M,2024-Jun-18 00:00:00,2024-Sep-06 00:00:00,1,0bf98dbc,b76f856d,True,135.0,,,1be4b234,2bca3cd8,7.0,133.0,,802.0,749.0,130.0,793.0,,119.0,,,3.0,,,10,,1,,,,,,C
8dfb2b6a-77c,SCH1,2020-Mar-05 00:00:00,SUR4339,FOR3320,MID1181,PSUR1941,FSUR9688,98c534c1-223,6d9c1436-dfa,47ae77e3-4,M,2024-Jul-07 00:00:00,2024-Nov-24 00:00:00,1,4615720f,5c1af69f,False,135.0,8.0,,2feff372,abfe5482,8.0,131.0,,760.0,775.0,136.0,817.0,115.0,124.0,,,3.0,,,7,,,,,N,,,
8e68e48f-758,SCH5,2016-Sep-19 00:00:00,SUR8789,FOR5586,MID3799,PSUR8795,FSUR9075,8ac7be5e-292,0b9aaacd-198,514224db-2,M,2022-Aug-06 00:00:00,2024-Dec-09 00:00:00,1,5abf28d2,be4d37a7,False,128.0,8.0,3.0,ca2ccb69,40f246f1,9.0,126.0,,771.0,818.0,128.0,776.0,134.0,126.0,,,,,ENG,5,,,,,,,U,
90502a6b-881,SCH6,2010-Nov-19 00:00:00,SUR4025,FOR5436,MID9310,PSUR8926,FSUR3299,d7341302-fbd,14caf60b-8d7,504c906c-8,M,2024-May-06 00:00:00,2024-Nov-12 00:00:00,1,be1aca1a,5fcc04c8,False,124.0,,,83465f0b,415a31b9,8.0,131.0,,754.0,765.0,132.0,756.0,131.0,131.0,4.0,3.0,,,ENG,14,,,,,,,8,
910c08b1-2d5,SCH7,2018-Mar-25 00:00:00,SUR4686,FOR8066,MID8677,PSUR7617,FSUR4353,40ee3fa7-2de,f991b95d-0fc,0cdeb4fb-e,M,2022-Oct-04 00:00:00,2024-Oct-13 00:00:00,1,339ebb22,e4dc90f4,False,132.0,,,458b99bf,34f20c9a,8.0,138.0,3.0,774.0,790.0,136.0,786.0,127.0,131.0,,,,,CYM,12,,,,2,,O,,D
91c064c2-240,SCH7,2017-Jan-02 00:00:00,SUR4880,FOR1121,MID9190,PSUR6210,FSUR3463,72d3749b-f75,85d1daf0-bc7,e2beede1-1,M,2024-Jul-11 00:00:00,2024-Nov-23 00:00:00,1,61712dbf,4bac1af4,True,127.0,7.0,,48d51b8c,6d6f449c,8.0,126.0,,797.0,817.0,124.0,797.0,126.0,127.0,,3.0,,,ENG,E1,,,,,U,,,
