pupilnolongeronrolltableid,NativeId,dob,surname,forename,middlenames,preferredsurname,formersurname,upn,formerupn,uniquelearnernumber,sex,entrydate,leavingdate,pupilnolongeronrollorderseqcolumn,sourceid,schoolcensustableid,parttime,termlysessionspossible,moveonrollflag,ethnicity,boarder,language
7bbe1a9e-ace,SCH8,2015-May-05 00:00:00,SUR3954,FOR4607,MID1349,PSUR8844,FSUR4923,b36c5145-b23,9e788875-68c,60ee9a5d-d,F,2024-Jul-23 00:00:00,2025-Feb-27 00:00:00,1,61184961,d6a4f026,False,127.0,d28812ea,ASRO,,
7bceb734-2a8,SCH6,2014-Sep-15 00:00:00,SUR6609,FOR3542,MID4909,PSUR2199,FSUR4650,687bd6cf-880,79e8ab13-8aa,a88856c6-6,M,2022-Mar-24 00:00:00,2025-Mar-29 00:00:00,1,7f0d7ace,9b00595b,False,131.0,15c9c42c,OMRC,,ENG
7c589d70-71d,SCH8,2008-Oct-09 00:00:00,SUR3884,FOR7981,MID7486,PSUR7462,FSUR4478,5245aa7e-6b6,96048e65-51f,bd8c1877-7,F,2024-Sep-14 00:00:00,2025-Mar-30 00:00:00,1,2e0aafd1,390684e7,False,138.0,ff81a3cc,WWEU,N,ENG
7cbcd034-c23,SCH7,2017-Aug-23 00:00:00,SUR4897,FOR3616,MID4167,PSUR9066,FSUR5814,fcaedb22-79e,0a47dc16-71d,42c45a1b-4,M,2024-Aug-03 00:00:00,2025-Feb-07 00:00:00,1,78fd0138,9ae553c2,False,127.0,73f0bb9a,BNGN,N,ENG
7d5575ca-262,SCH2,2013-Aug-26 00:00:00,SUR3028,FOR2289,MID7207,PSUR2202,FSUR1416,7bd5e4ed-ce2,aab6e4eb-550,7d095e2d-1,M,2019-Sep-22 00:00:00,2025-Jan-29 00:00:00,1,5047b00d,97496e55,False,138.0,ec888be4,WSCO,,ENG
7d9f0d7b-779,SCH6,2010-Jun-23 00:00:00,SUR9287,FOR3866,MID2035,PSUR6677,FSUR7602,0df6720a-a4b,f246321a-60d,4467ae3a-2,M,2023-Apr-21 00:00:00,2025-Jan-11 00:00:00,1,cdadb5e0,f1fa6e42,False,123.0,b4061e93,WKOS,7,GAL
7da59d61-996,SCH5,2007-Oct-04 00:00:00,SUR4401,FOR5071,MID8475,PSUR6388,FSUR8833,360c13a6-bc5,0dab17ca-5cc,30501147-b,F,2022-Oct-02 00:00:00,2025-Feb-25 00:00:00,1,dc4087bd,70e897b4,False,130.0,f1292348,CHNE,6,ENG
7ee39e05-fff,SCH8,2016-Nov-29 00:00:00,SUR2053,FOR8716,MID6674,PSUR3507,FSUR8020,c19caed0-1c8,b2a28204-625,06d29929-3,M,2024-Jan-13 00:00:00,2025-Mar-26 00:00:00,1,6cbf40ad,6681656d,False,119.0,91a10d81,CMAL,,ENG
7f4ae4b4-ce9,SCH1,2018-Jan-24 00:00:00,SUR3308,FOR3412,MID4294,PSUR4887,FSUR2761,f68a5771-4e5,cd70ec92-242,472eeb38-7,F,2024-Mar-20 00:00:00,2025-Mar-16 00:00:00,1,cf3b0880,fa152084,False,133.0,a6911ca3,OTHA,,ENG
7fcad37d-f28,SCH4,2014-Feb-15 00:00:00,SUR1161,FOR3015,MID6938,PSUR9185,FSUR1609,c09a40a4-4df,cf49f49d-02d,184ef2cc-c,F,2025-Jan-06 00:00:00,2025-Apr-06 00:00:00,1,bec019d6,2e4cc64b,False,130.0,8b8f8643,CTWN,,ENG
802fcd9e-17d,SCH1,2008-Aug-09 00:00:00,SUR7989,FOR8136,MID3700,PSUR2404,FSUR5953,81537093-131,1336ffb2-676,381b674f-d,M,2023-Jan-07 00:00:00,2025-Jan-08 00:00:00,1,12a40c5a,d46e7588,False,123.0,30b668d2,OIRN,,ENG
802fcd9e-17d,SCH7,2008-Aug-09 00:00:00,SUR7989,FOR8136,MID3700,PSUR2404,FSUR5953,81537093-131,1336ffb2-676,381b674f-d,M,2025-Jan-09 00:00:00,2025-Feb-05 00:00:00,2,3c1eafb7,add1e99e,False,129.0,fada139a,WBRI,,CYM
8290a957-7e5,SCH6,2018-Jul-16 00:00:00,SUR8322,FOR9083,MID5534,PSUR4733,FSUR4071,9ff3f9ba-274,1a957193-f25,0c8fe9af-9,M,2024-May-10 00:00:00,2025-Feb-23 00:00:00,1,c40d89f2,71e2989c,False,141.0,dfe90cc2,MWAS,,GER
82aa8dcd-663,SCH5,2010-Apr-03 00:00:00,SUR8935,FOR9945,MID6181,PSUR2185,FSUR1813,94e38176-266,1f8a56d0-505,d5d3a937-8,F,2023-Feb-22 00:00:00,2025-Jan-25 00:00:00,1,af5cf094,2e2dd182,False,123.0,c5d87953,MWAP,,PNJA
84a4b48c-ff4,SCH7,2013-Sep-07 00:00:00,SUR6682,FOR8564,MID4723,PSUR4213,FSUR5478,3bbfd914-9f1,7531858a-412,43be0a5b-4,F,2022-Aug-09 00:00:00,2025-Jan-13 00:00:00,1,cc711bb2,4b6078a4,False,121.0,81445dc1,OOTH,,CYM
84c8d68f-4b2,SCH4,2007-Nov-28 00:00:00,SUR1082,FOR9881,MID7189,PSUR4406,FSUR8984,fce148d1-afe,894c5f6c-1b0,c6766640-0,M,2021-Feb-04 00:00:00,2025-Feb-19 00:00:00,1,91e3efae,84882c63,False,139.0,6783a1d5,ANEP,,ENG
85c8d842-ee5,SCH6,2010-Sep-17 00:00:00,SUR2665,FOR8382,MID4188,PSUR6359,FSUR4585,9e5f58b8-11e,98fe0bd1-87b,fd7946f0-d,F,2023-Jun-26 00:00:00,2025-Mar-29 00:00:00,1,45b84ef8,d7d7d9ec,,129.0,6aa681cb,BAOF,,ENG
86dae6d5-060,SCH2,2013-Aug-31 00:00:00,SUR6041,FOR1868,MID5559,PSUR5061,FSUR9633,791446d9-42c,a8be3e99-741,64c93935-d,M,2023-Jan-26 00:00:00,2025-Jan-06 00:00:00,1,3cfc8f17,8b23736e,False,135.0,2329226e,CSNG,,ENG
8712288e-e9a,SCH3,2013-Oct-18 00:00:00,SUR3237,FOR2261,MID7248,PSUR4841,FSUR6992,2e8ca2c2-2c1,16bfe6c7-0d3,1eda2b4b-b,M,2024-Jun-29 00:00:00,2025-Feb-27 00:00:00,1,59d7b45d,1e7e8fd3,False,127.0,556cf7b7,BWEL,,ENG
8748b90e-a04,SCH6,2013-Nov-13 00:00:00,SUR8776,FOR8480,MID3604,PSUR3499,FSUR6928,66e79281-081,6ad780b6-8b6,0f4ada37-7,M,2022-Sep-18 00:00:00,2025-Jan-12 00:00:00,1,3f46dab8,a032b9a6,False,120.0,98f9fdc0,AOPK,,ENG
888d32df-54f,SCH2,2017-Nov-17 00:00:00,SUR7032,FOR5871,MID1854,PSUR9670,FSUR9078,fd8bcdb4-70f,81b7172e-5a5,7803e0eb-4,M,2019-Feb-10 00:00:00,2025-Apr-07 00:00:00,1,a8513147,b690798a,False,125.0,cfe08987,ORAB,,
8979956a-510,SCH5,2011-Aug-24 00:00:00,SUR5290,FOR4468,MID7040,PSUR9111,FSUR3737,4e2c8ba7-bfa,7c97202c-207,fbdd9940-3,F,2020-Jul-04 00:00:00,2025-Jan-12 00:00:00,1,8d8b1e5e,01d5ea3c,True,126.0,fd3d082c,CMAL,,ENG
897cb44b-6a0,SCH4,2009-Feb-07 00:00:00,SUR6390,FOR8768,MID6999,PSUR7718,FSUR7746,d41ab1a6-b88,17038cdf-6f9,8972e394-a,F,2023-Apr-23 00:00:00,2025-Jan-12 00:00:00,1,daa9a380,4ca09639,False,129.0,cb1b5c3a,WBRI,,GAL
8aba6166-52b,SCH1,2019-Mar-09 00:00:00,SUR3403,FOR6452,MID4101,PSUR9901,FSUR6431,4802068e-a9e,3cc7a5c2-060,27ec36b8-7,M,2024-Jul-02 00:00:00,2025-Feb-12 00:00:00,1,229d7c77,5a27a0df,False,128.0,b1791387,AOPK,,CYM
8db8fe7b-359,SCH1,2013-May-29 00:00:00,SUR5746,FOR7068,MID5993,PSUR6499,FSUR5951,5e11fb7a-fed,f2eccafc-279,594c7997-2,M,2024-Aug-03 00:00:00,2025-Feb-13 00:00:00,1,bbb9d422,d0d3bbaf,False,129.0,f8c84c91,,,ENG
8e47e990-571,SCH5,2014-Feb-11 00:00:00,SUR9237,FOR5527,MID1603,PSUR1699,FSUR6699,896c9b71-a6d,f2e3c6ed-ba2,a18a2263-2,F,2024-Jul-26 00:00:00,2025-Feb-24 00:00:00,1,e9b818e4,7e320a12,,130.0,8cab1a42,BNGN,,ENG
8e631909-bd4,SCH2,2013-Jan-17 00:00:00,SUR4924,FOR8329,MID2656,PSUR2670,FSUR2165,606f8470-c4a,2b8b6904-c57,6e4ee6de-0,F,2025-Jan-13 00:00:00,2025-Mar-24 00:00:00,1,069c73c4,41cee757,True,127.0,a74fb5c1,,,ENG
8f0d56aa-67d,SCH6,2017-Feb-14 00:00:00,SUR8369,FOR5646,MID4567,PSUR1354,FSUR7267,ccd387c0-275,5903834c-b73,06b6aeab-0,F,2021-Sep-08 00:00:00,2025-Mar-03 00:00:00,1,2373bdcd,065d02b2,True,135.0,a344c0d5,WGRK,,ENG
90412f64-a40,SCH1,2018-Sep-22 00:00:00,SUR6476,FOR1295,MID5843,PSUR8549,FSUR3641,22ed064b-d99,091bc529-d41,1177a143-8,F,2025-Jan-17 00:00:00,2025-Mar-12 00:00:00,1,1619ed36,d799fa64,False,139.0,6ab4bded,OARA,,ENG
90628895-437,SCH1,2012-Nov-28 00:00:00,SUR7531,FOR9290,MID6126,PSUR1448,FSUR1469,6f5f3c90-52c,9a70f4ec-a59,c01ee2ad-e,M,2020-Jul-14 00:00:00,2025-Mar-14 00:00:00,1,3085d870,dd1eb838,False,142.0,59ca848e,AOPK,,PRST
9175f031-932,SCH3,2019-May-09 00:00:00,SUR7726,FOR1580,MID9417,PSUR6485,FSUR8495,3b2679fa-f0f,edab81ce-a56,63fae967-b,M,2018-Sep-04 00:00:00,2025-Jan-18 00:00:00,1,a1d64842,d37d5364,True,137.0,e16af9df,WGRC,,ENG
92569591-235,SCH2,2020-May-18 00:00:00,SUR1360,FOR8585,MID4444,PSUR1746,FSUR9650,4f64fee2-971,8da60d68-2a7,9738d31d-d,F,2020-Apr-06 00:00:00,2025-Mar-12 00:00:00,1,523eabdc,ee125684,False,127.0,b856780a,OOTH,,ENG
92ca6d39-38b,SCH8,2016-Aug-01 00:00:00,SUR1043,FOR9419,MID3092,PSUR7325,FSUR3186,29e3e1be-cf0,200d38d0-852,49f58acb-d,M,2024-Sep-30 00:00:00,2025-Jan-18 00:00:00,1,d2dff626,f5128cff,False,131.0,8c4a3a58,BAOF,,ENG
92ca6d39-38b,SCH2,2016-Aug-01 00:00:00,SUR1043,FOR9419,MID3092,PSUR7325,FSUR3186,29e3e1be-cf0,200d38d0-852,49f58acb-d,M,2025-Jan-19 00:00:00,2025-Feb-17 00:00:00,2,f063dee8,42d84545,False,122.0,33065236,ASLT,,UKR
9318a70f-e36,SCH4,2019-Jan-23 00:00:00,SUR7282,FOR6101,MID3263,PSUR9594,FSUR7320,476a85ee-0b4,4695a231-9aa,63964650-6,M,2023-Jun-08 00:00:00,2025-Jan-10 00:00:00,1,bc8fbd72,ea975d63,False,134.0,37acec60,BGHA,,ENG
94403990-c3f,SCH4,2014-Mar-23 00:00:00,SUR6283,FOR3446,MID5575,PSUR5821,FSUR8764,1ec6c3c5-9bc,e519e24d-95e,efbcf100-f,M,2024-Jan-10 00:00:00,2025-Jan-22 00:00:00,1,9bff537e,b24bcd80,True,129.0,e11c21e9,WGRK,,CYM
9534b814-d0e,SCH3,2017-Jan-15 00:00:00,SUR1183,FOR9970,MID1323,PSUR9599,FSUR3313,a82dc932-681,819cca87-ece,931da4ee-2,M,2024-Jul-19 00:00:00,2025-Mar-11 00:00:00,1,b9e8f03d,8693b343,False,134.0,5aed22ec,OPOL,,ENG
96261a21-4f6,SCH4,2014-Jun-08 00:00:00,SUR3876,FOR6059,MID1338,PSUR2285,FSUR7480,d37eed28-b81,62e1ee34-db7,c4aed5cb-9,F,2023-Oct-19 00:00:00,2025-Mar-28 00:00:00,1,072e322d,bf1e2001,False,128.0,ea5104ad,OLEB,,
96e2d490-de1,SCH5,2014-Apr-01 00:00:00,SUR5542,FOR8294,MID5195,PSUR1697,FSUR3166,d32dfb82-d2f,2966aa08-780,d8f2d8ba-4,F,2024-Feb-09 00:00:00,2025-Mar-08 00:00:00,1,03839f60,1e55d760,False,125.0,9b403b4d,APKN,N,ENG
96e2d490-de1,SCH4,2014-Apr-01 00:00:00,SUR5542,FOR8294,MID5195,PSUR1697,FSUR3166,d32dfb82-d2f,2966aa08-780,d8f2d8ba-4,F,2025-Mar-09 00:00:00,2025-Mar-18 00:00:00,2,17e18a69,ac1960f8,False,126.0,51c22a5d,APKN,N,ENG
9737f618-eea,SCH1,2008-Mar-04 00:00:00,SUR8222,FOR6887,MID9484,PSUR2498,FSUR4899,a94f93e4-8e7,35ef7be1-88b,f479f89c-3,M,2019-Jan-01 00:00:00,2025-Jan-20 00:00:00,1,8b24a813,f031aa70,False,136.0,482c332e,WKOS,,
97491ce9-6a5,SCH1,2008-Dec-26 00:00:00,SUR2201,FOR4077,MID8052,PSUR5660,FSUR2548,4119d4b7-857,16ca4610-74c,922e48bb-4,F,2023-Aug-17 00:00:00,2025-Jan-25 00:00:00,1,66abb549,5fca8438,False,128.0,d169749d,WGRK,,ENG
984d8412-8b8,SCH3,2014-Nov-02 00:00:00,SUR5333,FOR9835,MID2861,PSUR7276,FSUR4451,d7840777-62e,00ccf2b4-0f4,cac5c15e-2,M,2019-Jun-25 00:00:00,2025-Jan-24 00:00:00,1,c15140f7,d5b52d48,False,141.0,a703c303,CSNG,,ENG
9b1e8513-db2,SCH8,2020-Apr-27 00:00:00,SUR3306,FOR2980,MID1144,PSUR1238,FSUR3021,989c6591-5f2,937a1b30-a2c,e81221c2-f,M,2024-Mar-05 00:00:00,2025-Mar-05 00:00:00,1,705d703f,b96dd4a8,False,123.0,8315529a,WITA,,CYM
9dc1e480-523,SCH6,2018-Feb-23 00:00:00,SUR7277,FOR3929,MID3855,PSUR9995,FSUR5278,4214d727-6f8,af5abbdb-475,1296855c-8,F,2023-Feb-15 00:00:00,2025-Mar-28 00:00:00,1,9dcbcd97,79400f02,False,130.0,06ea918a,BOTB,,CYM
9e1c714a-247,SCH6,2008-Jan-09 00:00:00,SUR5823,FOR4199,MID7228,PSUR8196,FSUR9940,951f7ac8-22d,4cb6078e-9c9,88b928c7-a,M,2024-Oct-26 00:00:00,2025-Jan-06 00:00:00,1,b0d05570,c5fa37e4,False,135.0,b0b54b3f,ABAN,N,ENG
9e2fb9c7-6d5,SCH1,2018-Dec-04 00:00:00,SUR4423,FOR1139,MID1144,PSUR4223,FSUR2737,ae5134c1-797,d16bcf7a-f6f,66dccd79-3,F,2024-Oct-06 00:00:00,2025-Jan-07 00:00:00,1,62e1436c,11f1c9a6,True,141.0,ccc6a76b,OLIB,,ENG
9eb20305-936,SCH7,2012-Sep-25 00:00:00,SUR6152,FOR8453,MID2663,PSUR8253,FSUR8361,4655d207-fa1,41f28878-12b,e0a34e19-7,M,2025-Feb-02 00:00:00,2025-Mar-16 00:00:00,1,36389ea1,9ab3706d,False,132.0,489c0aba,ABRI,,ENG
9f33ba16-939,SCH2,2019-Jan-06 00:00:00,SUR2753,FOR8561,MID1957,PSUR6399,FSUR3514,dd5c7f1d-55f,4d7bb1a0-ba4,f9fc7562-5,M,2024-Dec-06 00:00:00,2025-Feb-13 00:00:00,1,e0268e42,0fb9cd67,,119.0,d9356be7,CHNE,,ENG
9f8609e3-c26,SCH4,2009-Jun-15 00:00:00,SUR5864,FOR2126,MID5479,PSUR6797,FSUR6312,9549fa2b-b77,ce1f6183-8a0,69c69ab5-d,M,2022-Jul-18 00:00:00,2025-Apr-07 00:00:00,1,fc06eceb,6a05fa39,False,,2525bcb4,AKAO,,ENG
9fdebe49-bc3,SCH3,2020-Aug-25 00:00:00,SUR9969,FOR7435,MID8665,PSUR6514,FSUR9042,e8b4ba4a-1f6,0be8c9f6-276,ff465d30-d,M,2024-May-24 00:00:00,2025-Jan-11 00:00:00,1,3820e74f,18fa43c6,False,131.0,f98eeb66,,,ENG
a0e68490-d84,SCH2,2018-Mar-14 00:00:00,SUR2286,FOR1120,MID8595,PSUR1907,FSUR7297,820c6dfa-6da,2e73a4c8-c54,960909e7-e,M,2024-Dec-27 00:00:00,2025-Feb-18 00:00:00,1,1095192a,0d791651,,131.0,a262bd9b,MWAP,,CYM
a0f63841-16c,SCH1,2019-Jun-24 00:00:00,SUR5316,FOR9537,MID2822,PSUR7416,FSUR5856,c0109cc8-92a,b76b44ff-851,24051c5f-2,M,2024-Apr-25 00:00:00,2025-Feb-11 00:00:00,1,3e0b2ee2,97c8c608,,125.0,bfdf6c88,OOTH,,CYM
a17396cd-2c6,SCH8,2012-Jan-13 00:00:00,SUR6072,FOR7048,MID3934,PSUR9762,FSUR9862,89d4ed1e-4b1,08d157ea-10c,a65689a7-b,M,2021-Aug-08 00:00:00,2025-Jan-19 00:00:00,1,83fcbb0a,46c96a4b,False,128.0,7c244c1e,MWBA,,ENG
a1cbd727-a42,SCH3,2007-Sep-05 00:00:00,SUR4383,FOR8831,MID3212,PSUR1324,FSUR2419,4b461989-998,f3ea9407-ad6,aafc7960-4,M,2024-Nov-23 00:00:00,2025-Jan-24 00:00:00,1,24d386fe,386cddf5,False,126.0,28a73fcf,WROR,,ENG
a38bfb57-037,SCH1,2016-Nov-15 00:00:00,SUR3590,FOR7608,MID5644,PSUR9243,FSUR1273,96067d00-462,d679a41f-8ca,6dbf8a02-4,M,2021-Dec-28 00:00:00,2025-Mar-28 00:00:00,1,be89f58b,dbbe1ea3,,123.0,e5ca779e,MWAP,,PNJA
a3eee8da-086,SCH6,2010-Nov-11 00:00:00,SUR8903,FOR4104,MID3813,PSUR2856,FSUR4107,9a320440-c0e,4fb28b98-163,bebd700f-5,F,2022-Sep-25 00:00:00,2025-Feb-15 00:00:00,1,69a15725,d4cd7ec1,False,139.0,07b396fe,,,ENG
a4699e0b-904,SCH8,2016-Sep-27 00:00:00,SUR1835,FOR7755,MID9811,PSUR3408,FSUR5495,2dc83cfb-3b8,2eae5213-18d,f713acc2-f,F,2023-Nov-12 00:00:00,2025-Mar-28 00:00:00,1,1fcc639b,41e31c26,False,125.0,8d0e8bdc,BANN,6,ENG
a651fbc0-6e2,SCH6,2011-Apr-09 00:00:00,SUR7282,FOR6535,MID2893,PSUR8889,FSUR8658,efa9f999-1fe,abeff37a-846,080f40bc-3,F,2024-Nov-27 00:00:00,2025-Feb-27 00:00:00,1,7dfa96e6,f02d914f,False,121.0,effa3a6d,,,ENG
a6afc2f3-b69,SCH2,2008-Dec-10 00:00:00,SUR5904,FOR1326,MID2432,PSUR9905,FSUR5797,b4798716-35a,b68b846f-2af,1aec4ec0-f,F,2022-Sep-13 00:00:00,2025-Feb-09 00:00:00,1,463c300a,b0635d79,False,140.0,b1347520,OYEM,,CYM
a6c73748-5c3,SCH2,2015-Nov-05 00:00:00,SUR9690,FOR2623,MID5273,PSUR3534,FSUR3202,2e19681a-8b5,09b26b1d-4c0,c0701cc0-3,M,2024-Sep-16 00:00:00,2025-Mar-15 00:00:00,1,12de98e9,f92f5d00,False,128.0,23374a9e,BNAM,,ENG
a6dba7e0-9b5,SCH2,2007-Oct-21 00:00:00,SUR7223,FOR6071,MID3566,PSUR3409,FSUR9138,1743a702-08b,b393abe0-333,74e208e5-3,M,2024-Aug-05 00:00:00,2025-Feb-14 00:00:00,1,ca99c153,07a52971,True,134.0,ba44154a,AKAO,,ENG
a6eea984-a62,SCH2,2017-Dec-17 00:00:00,SUR8282,FOR1305,MID5036,PSUR3676,FSUR3247,7c0b515a-498,60542631-c1c,cc588950-6,M,2023-Jun-30 00:00:00,2025-Apr-06 00:00:00,1,35e8167f,c902af1b,False,131.0,3e741f38,MBOE,,RUS
a7517483-b47,SCH2,2019-Jul-15 00:00:00,SUR3369,FOR3652,MID4758,PSUR3371,FSUR2313,5cb84fdc-ca2,d8e90e0c-9a6,733133b1-f,M,2019-Apr-15 00:00:00,2025-Jan-29 00:00:00,1,e9b92fb7,d63e8a1e,False,138.0,70e6066c,,,CYM
a7517483-b47,SCH4,2019-Jul-15 00:00:00,SUR3369,FOR3652,MID4758,PSUR3371,FSUR2313,5cb84fdc-ca2,d8e90e0c-9a6,733133b1-f,M,2025-Jan-30 00:00:00,2025-Mar-31 00:00:00,2,731b5344,744fd05d,False,126.0,4c198962,,,ENG
a7ff3a4e-ca2,SCH5,2010-Aug-14 00:00:00,SUR3517,FOR5712,MID7313,PSUR8945,FSUR3686,fe51054c-4a1,473965bd-a72,fbb9f70c-a,M,2021-Oct-13 00:00:00,2025-Feb-18 00:00:00,1,973abb6d,c39a5daa,False,135.0,125cd738,BAOF,,ENG
a988d3d3-649,SCH8,2010-Jan-11 00:00:00,SUR1633,FOR5538,MID6427,PSUR9014,FSUR7620,99378336-34e,cd026de5-93f,14c1be21-4,F,2024-Jul-24 00:00:00,2025-Apr-06 00:00:00,1,6c20fd48,8c9a581f,,118.0,8766a617,OYEM,,
aa4481e1-178,SCH4,2015-Jan-19 00:00:00,SUR7118,FOR5598,MID7456,PSUR8041,FSUR2997,af032c7f-420,26bfa86b-31e,9ddf6a58-3,F,2024-Dec-26 00:00:00,2025-Mar-16 00:00:00,1,2e1e0603,514c39f5,,132.0,db6958de,,,ENG
aa4bceb4-959,SCH5,2018-May-25 00:00:00,SUR9412,FOR8419,MID7867,PSUR9402,FSUR4555,bbde20ce-00c,b2c780a5-229,1311140b-7,F,2021-Feb-21 00:00:00,2025-Mar-11 00:00:00,1,8e823ee6,792348cb,False,124.0,9f2c8cbc,AOPK,,PNJA
ab9a1ad1-6de,SCH1,2016-Aug-06 00:00:00,SUR8062,FOR5248,MID1093,PSUR5468,FSUR7393,eef09d9b-0e4,97050617-7ce,1cf8d1d6-3,M,2022-Oct-27 00:00:00,2025-Feb-06 00:00:00,1,b958ac41,27b3173f,,130.0,30a9d579,CMAL,,GAL
aca801d9-6f5,SCH8,2018-Aug-31 00:00:00,SUR2003,FOR3539,MID8375,PSUR8410,FSUR7907,c0cbe730-fe9,f49adcee-6a2,31d2f507-0,M,2025-Jan-08 00:00:00,2025-Mar-07 00:00:00,1,1fa23921,2b91c08d,,125.0,35ec9d42,AKAO,,ENG
acab7c75-578,SCH8,2019-Aug-19 00:00:00,SUR6110,FOR7160,MID5092,PSUR7280,FSUR9239,d7be999e-dcc,d4ac6f38-582,51d65c3b-5,F,2025-Jan-20 00:00:00,2025-Mar-11 00:00:00,1,44eadaeb,23cbe663,False,132.0,58d29d6b,MOTM,,ENG
acf20afd-30a,SCH7,2010-Dec-11 00:00:00,SUR8660,FOR9287,MID4537,PSUR9348,FSUR2734,1f087b74-3df,37c7258d-c0d,61017d88-7,M,2021-Oct-23 00:00:00,2025-Feb-08 00:00:00,1,f9072a3e,5c2769bf,,129.0,20547097,OKOR,,PNJA
ad895f74-720,SCH6,2009-Dec-02 00:00:00,SUR1803,FOR5202,MID8237,PSUR7414,FSUR6672,a475c6f3-aef,8d6b6bbb-754,3d56e0a9-2,M,2024-Mar-20 00:00:00,2025-Jan-26 00:00:00,1,1f1039fb,e5d41e87,True,131.0,e46226f4,MWBA,,ENG
aec6a9b1-854,SCH3,2012-Jul-08 00:00:00,SUR8929,FOR4049,MID8249,PSUR7978,FSUR8113,304351d9-5a3,f473dc0b-e03,a65ea6e3-c,F,2023-Aug-24 00:00:00,2025-Apr-07 00:00:00,1,ab460f25,abfcb971,False,130.0,77c27372,MWAP,,ENG
af044c45-f91,SCH4,2018-Feb-08 00:00:00,SUR1839,FOR1852,MID9380,PSUR4299,FSUR2655,ed1f104c-c77,21bf53c6-4e0,70ea3cc4-0,F,2022-Jun-14 00:00:00,2025-Jan-25 00:00:00,1,7b4b83cf,628c7565,False,134.0,84a1ccb9,WROR,,GER
afe1ff26-4bd,SCH8,2014-Jul-19 00:00:00,SUR7416,FOR8232,MID7117,PSUR3830,FSUR4084,4ecfa4d4-f89,4d827ad4-f98,69e60d1b-e,M,2022-Nov-07 00:00:00,2025-Mar-29 00:00:00,1,af1d6815,b51238c7,False,128.0,3c573ab1,NOBT,,UKR
b054da58-0f0,SCH4,2019-Feb-16 00:00:00,SUR4672,FOR5876,MID3523,PSUR2389,FSUR2549,1240ed1b-be0,aefe6218-82b,b5498317-4,F,2024-Mar-06 00:00:00,2025-Feb-23 00:00:00,1,56e9618e,c8295b37,False,132.0,f82a22a4,,,PNJA
b25f2721-358,SCH6,2018-Jan-18 00:00:00,SUR5161,FOR2034,MID5068,PSUR6657,FSUR3566,39dd9434-e7d,8e4e2983-70a,4d101ead-e,M,2023-Mar-13 00:00:00,2025-Jan-06 00:00:00,1,e1e98253,9523c572,False,129.0,d65e41b7,OMAL,,ENG
b30e2033-3b1,SCH6,2018-Feb-21 00:00:00,SUR9451,FOR4487,MID7062,PSUR7603,FSUR5490,ad04590b-b12,9fb404aa-074,faf67f4b-0,M,2022-Jul-17 00:00:00,2025-Mar-18 00:00:00,1,0dbd5578,0830a0f6,False,141.0,eab6ed25,AIND,,ENG
b314f4da-0cc,SCH2,2010-Dec-29 00:00:00,SUR4058,FOR7181,MID6988,PSUR5045,FSUR2619,666eb0b5-fe0,1fa95257-cce,0227bcec-9,M,2024-Oct-14 00:00:00,2025-Mar-20 00:00:00,1,beae4093,50b08d87,False,135.0,00aefc21,MWCH,,ENG
b42a5f50-8eb,SCH5,2014-Nov-17 00:00:00,SUR6041,FOR5382,MID2981,PSUR2646,FSUR9332,986ac44e-ee3,70105f13-fdc,7070493a-7,M,2019-Sep-01 00:00:00,2025-Mar-10 00:00:00,1,2cc1384a,a8a4efee,False,132.0,3233878d,OKOR,,ENG
b494524b-9b5,SCH4,2015-Jun-09 00:00:00,SUR4905,FOR7693,MID1096,PSUR2357,FSUR6411,54a20ddf-3c9,58ad1231-e7c,8024f777-b,F,2023-May-11 00:00:00,2025-Jan-21 00:00:00,1,d847ca6e,f3ea3660,False,135.0,af2f9877,WBRI,N,RUS
b50001c5-b01,SCH4,2020-Jun-17 00:00:00,SUR5995,FOR4195,MID4439,PSUR4194,FSUR8246,9b576f0f-b55,11f14db2-9e7,209d8f04-8,M,2023-May-12 00:00:00,2025-Apr-03 00:00:00,1,48884d7b,a8d93a87,False,135.0,60d775f0,AOTH,,ENG
b56a28a9-3bf,SCH8,2014-Jan-27 00:00:00,SUR6177,FOR9230,MID9325,PSUR6228,FSUR1832,1e6b295f-fb1,d59594e5-797,7c449e8b-0,F,2024-Nov-24 00:00:00,2025-Mar-21 00:00:00,1,05d8745d,fb172eaa,False,134.0,9f844599,AKAO,,ENG
b5bef496-85c,SCH1,2016-Feb-11 00:00:00,SUR1331,FOR1028,MID4099,PSUR9813,FSUR7688,85d7dbef-32c,64f06191-071,05aedb04-d,M,2021-Oct-29 00:00:00,2025-Mar-29 00:00:00,1,e9d5a008,ed928575,False,128.0,4cea8336,WTUK,,
b5c166a2-579,SCH6,2012-Apr-22 00:00:00,SUR7830,FOR3741,MID5842,PSUR5440,FSUR6859,82da54a4-e7d,4430c4c6-f79,82fd9ef5-a,F,2022-Nov-23 00:00:00,2025-Mar-15 00:00:00,1,ec48774f,36f8b916,False,126.0,b18db388,OKOR,,ENG
b65ec771-dc9,SCH5,2013-Jan-28 00:00:00,SUR7223,FOR5900,MID4721,PSUR3669,FSUR3432,11e983bd-d6e,ec4ca529-2cd,bc534388-e,M,2024-Jan-19 00:00:00,2025-Mar-19 00:00:00,1,e561b4ee,c79680aa,False,129.0,2a8cd505,WOTW,,ENG
