pupilonrolltableid,NativeId,dob,surname,forename,middlenames,preferredsurname,formersurname,upn,formerupn,uniquelearnernumber,sex,entrydate,pupilonrollorderseqcolumn,sourceid,schoolcensustableid,hoursatsetting,schoollunchtaken,parttime,topupfunding,unitcontacttime,termlysessionspossible,senunitindicator,resourcedprovisionindicator,moveoffrollflag,fundedhours,missingaddress,duplicatenotfunded,extendedhours,eligibilitycode,dafindicator,ethnicity,yssa,servicechild,language,classtype,enrolstatus,boarder,plaa,senprovision,ncyearactual,eyppr,eyppbf,youngcarer
6c9677dd-d3e,SCH1,2008-Jul-07 00:00:00,SUR9064,FOR9551,MID5021,PSUR6957,FSUR9523,fb4a0093-14c,cf7f0416-641,a4923250-4,M,2022-Nov-16 00:00:00,1,360623f0,d34f4358,778.0,False,False,False,12.0,123.0,False,False,25f733ea,,c582322f,13df0302,,,,BSLN,,,ENG,,,,G,K,7,,,
6ca35c49-6b7,SCH8,2018-Jun-07 00:00:00,SUR9084,FOR9573,MID9748,PSUR5226,FSUR8863,1b9fd410-27e,0c277922-91e,3530ae53-6,M,2023-Sep-14 00:00:00,1,129ca858,a2cfa100,816.0,False,False,False,23.0,,False,,b2b1ec4a,,2d64ce1f,8ba68a49,,,False,WIRT,"Sought, no reply",R,GAL,,,,,,11,,,
6caa8875-e7b,SCH7,2013-Nov-18 00:00:00,SUR9791,FOR4811,MID7896,PSUR5199,FSUR3066,78272b4b-11a,32a8bb03-3dc,7b52bb66-3,M,2018-Sep-06 00:00:00,1,c31df72e,a97d6240,736.0,True,False,,9.0,135.0,False,True,28b6f544,,b24903e3,2eb42842,,,,WOTW,,R,GAL,,O,,C,,R,,,
6cbb11b6-4c1,SCH5,2016-Aug-20 00:00:00,SUR1411,FOR9476,MID2118,PSUR2211,FSUR7962,0fc6ef20-452,5e10915b-b4c,94cd8dcc-a,M,2020-Apr-29 00:00:00,1,2550dbd2,8d8b845a,768.0,True,,,,136.0,False,,3dfddaac,,e021b431,2d65d1ff,,,,WGRE,,N,ENG,N,M,,,,5,No,,
6cbf11bf-f5a,SCH7,2010-Jul-15 00:00:00,SUR7736,FOR7418,MID1164,PSUR8665,FSUR8501,20b458da-043,c7720d57-28f,df56aab3-f,M,2024-Sep-23 00:00:00,1,a5a96e87,b84b312f,780.0,False,False,False,,128.0,False,True,89b0e0ef,,6cbd663b,77592602,9.0,11.0,,WIRT,,U,GAL,,S,,G,N,13,,RB,
6cbfba2d-723,SCH1,2014-Jun-08 00:00:00,SUR8041,FOR6220,MID8115,PSUR3379,FSUR8520,5730422f-c19,7f247ea1-8b4,b6ea0de5-b,M,2019-May-02 00:00:00,1,aa700d47,9a8bd5ac,777.0,False,False,False,,123.0,True,False,cb115564,,90c8ff5f,2b4c515c,,,,WBRI,,,RUS,,M,,,K,1,,,
6cc4c1d0-3dd,SCH3,2017-Feb-26 00:00:00,SUR9620,FOR1734,MID6239,PSUR8501,FSUR5823,8e1a6d60-a38,d0a310b1-3fe,e654313d-1,M,2024-Aug-30 00:00:00,1,936409f9,5d0a7d10,805.0,True,True,False,,132.0,False,False,415ea463,,f77747bf,a749e5a6,,,,OAFG,Unsought,,BNG,,,,A,S,14,,RB,
6ccabdf3-588,SCH3,2008-Jun-28 00:00:00,SUR5445,FOR2557,MID3866,PSUR1895,FSUR4253,5d703f27-066,105097f9-319,608fdeec-8,M,2019-May-17 00:00:00,1,a698fb5a,d9341a7c,796.0,True,False,False,22.0,125.0,False,False,fe7a834d,6.0,e8036b9d,6cddfa98,,5.0,,BCON,,R,,,,,G,E,10,,,
6cce058c-9cc,SCH1,2011-Sep-11 00:00:00,SUR3725,FOR1096,MID9215,PSUR6430,FSUR5006,178df20c-afa,9bc91fc6-bca,e907bd25-c,M,2021-Jun-30 00:00:00,1,a85e6552,26f0a6c3,826.0,True,False,False,,132.0,True,False,c69a9fbf,,0e444412,a0feaed4,,,,BANN,,,ENG,,,,G,S,6,,,
6cd04c68-725,SCH3,2011-Jul-27 00:00:00,SUR5422,FOR6544,MID4336,PSUR8311,FSUR6299,fe940799-21e,ba4205c2-4f2,b1f05ed6-9,F,2024-Oct-12 00:00:00,1,22340a16,437c207f,774.0,True,False,False,11.0,131.0,False,False,6898f384,,fbae7806,185e363d,,,,WEEU,Yes,Y,ENG,,O,B,A,,N1,No,RO,
6cd349fb-b95,SCH3,2016-Jan-18 00:00:00,SUR9478,FOR5976,MID4253,PSUR1901,FSUR1267,c6e36dd8-4b0,fe9692fb-1b9,2f9c1cbe-9,F,2022-Apr-04 00:00:00,1,55dc2484,e4d99183,775.0,True,True,False,,127.0,False,True,6dba2936,,5ebdf0ba,d18a16af,,,True,BOTH,Yes,,ENG,,M,N,,K,1,,,
6cddbe16-7fc,SCH1,2016-Jan-07 00:00:00,SUR5652,FOR9272,MID8652,PSUR1040,FSUR9833,f8591a9e-3f6,6431ae94-0da,8fbc845e-d,F,2024-May-09 00:00:00,1,d53b2b6a,ec00e32c,791.0,,False,False,,127.0,False,False,55d9e1b5,,33cf5e8a,80456bc6,,,,MWBC,Yes,,ENG,,M,,N,,N2,,RE,
6cdefd96-49e,SCH3,2015-Sep-10 00:00:00,SUR1421,FOR5382,MID6003,PSUR4639,FSUR6380,928641e8-9aa,779e9e9a-9a1,bdbbb0b8-4,F,2024-Aug-19 00:00:00,1,adbdf4c2,aca483f1,804.0,True,False,False,,136.0,False,False,4df50ea0,,f0ec32f4,23a5ca86,,,False,WROR,,R,ENG,,O,,R,,7,,RE,
6cdf89b4-f98,SCH5,2007-Dec-10 00:00:00,SUR1520,FOR7109,MID5470,PSUR4476,FSUR5623,d69e07ab-9fc,c1fb74d6-15f,1191c2fa-6,F,2022-Jul-21 00:00:00,1,69d6a7cb,d363113a,794.0,True,False,False,,134.0,False,False,9bb93a20,,079dba64,9362795b,,,False,WALB,,,ENG,O,O,B,,,13,,RU,
6cfafa96-f30,SCH3,2013-Oct-21 00:00:00,SUR1670,FOR1085,MID9072,PSUR4512,FSUR5446,3e5f0574-7be,bcaa0adb-c95,27cf16df-4,F,2021-Sep-23 00:00:00,1,aadc7272,ece15a01,777.0,False,True,False,,126.0,False,False,2731c728,,31624a97,0442b3d8,,,,WROR,No,,,,O,,R,N,8,Yes,,
6cfb5eae-970,SCH2,2018-May-11 00:00:00,SUR3912,FOR9445,MID6728,PSUR6706,FSUR1332,927eb637-916,d4bcd754-c4b,3faf09a7-3,M,2021-Feb-16 00:00:00,1,d6179e5d,8d2703f0,786.0,True,True,False,8.0,127.0,,False,d3e4e8d2,,3978bd2c,8acfe68d,,,,OYEM,,,GAL,,F,,C,A,3,,,
6cfd937c-b44,SCH2,2012-Apr-18 00:00:00,SUR9577,FOR2141,MID3028,PSUR6565,FSUR5344,d9c3225e-51c,c0005ec5-32f,e3f3a2f1-d,M,2021-Apr-21 00:00:00,1,5d1466a3,66358e64,733.0,True,True,False,,125.0,False,True,27ba96a4,,d9700b63,90fba186,,,,WBRI,,,ENG,,,7,N,S,N1,No,,
6d0293c7-678,SCH7,2013-Apr-01 00:00:00,SUR1256,FOR8689,MID5868,PSUR3881,FSUR9260,cfc960e9-eed,9e112d43-60a,e114a13a-6,F,2021-Jul-01 00:00:00,1,6f6e4abb,52b32184,,True,False,True,,118.0,False,False,2b2137a6,,1dbd67cd,07bda3f0,,,,WGRE,,,ENG,,,,,,R,,,
6d0a0839-786,SCH5,2011-Sep-06 00:00:00,SUR1965,FOR4498,MID8629,PSUR6092,FSUR9769,d8607b8f-64b,5187c5dc-884,84ca3b08-5,M,2020-Mar-16 00:00:00,1,67d94e50,ce8113a4,758.0,True,True,True,,136.0,False,False,71c3934a,,a053fe4a,531d5e28,,,,,,U,ENG,,,,,K,9,,,
6d147368-e8c,SCH1,2017-Sep-05 00:00:00,SUR3351,FOR1901,MID3700,PSUR1138,FSUR8708,2d5a107b-19f,cf74fa38-eec,61aa1f12-c,M,2025-Mar-25 00:00:00,1,8b61c9d1,3fb8faca,781.0,True,False,False,,130.0,False,True,9b23a1e2,,ed274253,16ba0363,,,,BBRI,"Sought, no reply",U,ENG,,,,R,,9,,,
6d156b4e-266,SCH2,2013-Sep-07 00:00:00,SUR4488,FOR7011,MID4843,PSUR4142,FSUR1055,696ff9c0-661,457632b7-c3e,6dc12d79-8,M,2021-Nov-25 00:00:00,1,ec178e98,703c23a5,789.0,True,False,False,,124.0,False,False,da38dc32,,8d90b93e,6a675986,9.0,,,OLAM,Yes,,,,,,,,14,,,
6d1a5daf-521,SCH6,2007-Sep-19 00:00:00,SUR2660,FOR6391,MID4034,PSUR9631,FSUR9602,452cb5ca-0fb,12607f7c-fdd,8a7780ae-6,F,2022-Nov-11 00:00:00,1,008f6acb,f4ebc690,747.0,True,False,False,,129.0,True,False,e7089d5f,,a1cf1ada,9166fc5f,,,,WROM,,,ENG,,,,,,9,,,
6d1beb4e-67f,SCH3,2018-May-13 00:00:00,SUR1877,FOR6869,MID1147,PSUR5012,FSUR3570,2402125a-1d2,3e7228ad-fbe,9972ae78-0,F,2020-Sep-07 00:00:00,1,dbc6e993,93246b51,802.0,,False,False,10.0,131.0,False,True,9ffca1f6,,56eef008,0222b341,,,,WEUR,,,ENG,,M,,,,10,,,
6d24a30c-6dc,SCH8,2010-Apr-10 00:00:00,SUR2201,FOR4624,MID5744,PSUR1710,FSUR4019,aa46d02a-a2e,3083b8b8-947,ddcf07fd-c,F,2020-Jan-06 00:00:00,1,2a4f69d9,5a9d389d,788.0,True,False,False,16.0,132.0,False,False,acfd4d33,,6640c70d,de44f5c7,,7.0,,MABL,,,,,S,,,E,1,,RE,
6d279a21-5c9,SCH5,2015-Dec-13 00:00:00,SUR6633,FOR9581,MID1098,PSUR7725,FSUR6722,f70018ec-cb8,bc827cf2-5f2,f12b0ced-b,M,2018-Nov-25 00:00:00,1,20c5aab6,ea791399,799.0,False,False,,,136.0,False,False,b6270716,,ad6d85ca,1437a803,,,,,,,ENG,,F,,,E,R,,,
6d2ba30b-32d,SCH7,2016-Feb-15 00:00:00,SUR7814,FOR2963,MID6927,PSUR6975,FSUR6762,6586a044-b3c,0657ba7f-6ec,c7260f9d-2,F,2018-Nov-20 00:00:00,1,957d1e57,684ecc08,797.0,True,False,False,,128.0,False,False,c246f1fb,,18e271d5,8c6e1a8d,,,,WROR,,R,CYM,N,,,C,P,12,,,S
6d37741c-d48,SCH1,2008-Nov-14 00:00:00,SUR7758,FOR6404,MID6240,PSUR2980,FSUR1100,dbf7fe24-18b,6e90a4d1-3a4,a16a83d2-2,F,2021-Apr-17 00:00:00,1,9359a3e5,0acb233e,740.0,False,False,False,,129.0,False,,30aa1afe,,1429c9ef,a87c1412,,,True,REFU,Unsought,,ENG,,S,,,E,N2,No,,
6d38680a-fa0,SCH2,2018-Nov-28 00:00:00,SUR9469,FOR4822,MID8477,PSUR2950,FSUR8492,808e2045-fed,abf4aac0-139,230dc4da-e,M,2018-Oct-31 00:00:00,1,c46bd20b,9043179e,794.0,True,False,False,,123.0,,,18ecf051,8.0,3cc7ce50,029e7fa3,,,False,WBRI,,,ENG,,S,,,,14,,,
6d3cea58-852,SCH7,2008-Apr-25 00:00:00,SUR7329,FOR1584,MID8420,PSUR5758,FSUR7491,42fb4548-6aa,76b5ccc6-4ff,667a9a14-7,M,2024-Jul-10 00:00:00,1,6849b5b5,2727d543,794.0,True,False,False,,133.0,False,False,9c42b55d,8.0,193198e9,ee945734,,,,WTUK,,,ENG,,,,,E,5,No,,
6d435db6-cc1,SCH4,2017-Nov-06 00:00:00,SUR2912,FOR5047,MID4510,PSUR9614,FSUR1921,8b6e08bb-ad0,c7812501-9e3,b3268922-1,F,2019-Dec-10 00:00:00,1,0b613221,9fc6f704,742.0,True,True,False,,129.0,True,False,14b69637,,341947e1,fb7b4d40,,,,OOEG,Yes,R,ENG,,,,,P,M,No,,
6d4a5928-0e0,SCH4,2016-Jan-25 00:00:00,SUR6955,FOR1162,MID2065,PSUR5133,FSUR5616,0adb22e8-7f0,cd78c67e-ac0,79a6118b-1,F,2022-Jul-22 00:00:00,1,57dfa8a3,3e775066,837.0,True,False,False,,129.0,False,,500677a9,,cd22a2bb,3a24270f,,12.0,,MABL,,,ENG,,M,,,S,11,,RO,
6d4b3353-1f7,SCH3,2015-Oct-30 00:00:00,SUR9226,FOR9934,MID9964,PSUR2406,FSUR6052,6d8a6b06-7a7,5631d40a-5eb,acfd4032-8,F,2020-Aug-13 00:00:00,1,164ae3b9,be2f64e0,810.0,True,False,False,,123.0,False,False,045ef911,6.0,13f796a0,e518e6a1,7.0,,,APKN,,,CYM,,O,,,S,3,,,
6d55530a-8ec,SCH6,2009-Jun-02 00:00:00,SUR9043,FOR2355,MID4603,PSUR3800,FSUR5695,7e9c8293-965,fbef8881-ce1,4be5cb59-6,M,2020-Apr-04 00:00:00,1,9989f4c5,8977d8a7,765.0,True,,False,,129.0,False,False,6e5e3584,,59e6607f,09be008c,,,,AKAO,,,ENG,,,,,P,7,,,
6d6ea612-fb6,SCH1,2020-May-23 00:00:00,SUR2301,FOR5894,MID6560,PSUR7157,FSUR3838,4374c395-0db,f2a5ffe3-b76,a2a2ee9a-8,F,2024-Aug-19 00:00:00,1,9ff0cc14,f5d190a7,758.0,,False,False,,137.0,False,False,8e1341b5,,dbfee8f4,62e330f0,,,,ANEP,,Y,ENG,,M,,R,P,E2,,,P
6d71a64b-eeb,SCH2,2019-Nov-07 00:00:00,SUR1807,FOR5226,MID3011,PSUR2004,FSUR2634,6ddedb77-a0e,255d82d6-ae3,6bbebf81-7,F,2019-Jun-14 00:00:00,1,99e25178,2b06a9ba,751.0,True,False,False,,127.0,False,False,999b7a25,9.0,658d8bf3,af1f4820,,,False,BOTB,,,ENG,,O,,C,K,M,No,,
6d724c8b-138,SCH6,2013-Oct-16 00:00:00,SUR8345,FOR9985,MID6906,PSUR7906,FSUR8893,a8d4f1fe-ab3,bc410e91-e60,e4bb5174-5,M,2024-Aug-23 00:00:00,1,f553a8d8,131d1586,800.0,,False,False,,134.0,False,False,377cf23a,,7ca308fb,eb7b113a,,,,WENG,,,ENG,,C,,,K,8,No,,
6d761ec3-bc6,SCH2,2011-Nov-14 00:00:00,SUR8035,FOR6239,MID4076,PSUR4808,FSUR6718,37b1af4a-a81,f7fe68c5-460,8ab123c4-1,M,2021-Feb-20 00:00:00,1,2f47b8d7,edbe25ba,771.0,True,False,False,,126.0,False,False,39f4f926,,dc485c3b,2e2017c1,,,,MWAO,,,ENG,,C,,N,,13,No,,
6d7bd32f-7ca,SCH4,2011-Jun-23 00:00:00,SUR4434,FOR6208,MID1586,PSUR8497,FSUR8598,c46d8a81-d86,067442fb-e4b,d95dbec6-d,F,2019-Oct-12 00:00:00,1,442eb427,b5e0fcf6,762.0,True,False,True,,130.0,,False,83735161,,e31c5a16,bc857357,,,,WBRI,Yes,R,ENG,,M,,N,,1,,,
6d854ea8-d4e,SCH8,2015-May-14 00:00:00,SUR1775,FOR4318,MID9166,PSUR9484,FSUR5291,2cfe4a8f-a32,67807bf0-1dc,48a1ecab-2,F,2020-Oct-03 00:00:00,1,4d882014,b3252399,779.0,False,False,False,,130.0,False,False,3fef4fa6,,3ff9c575,432fac01,7.0,,,MWAO,"Sought, no reply",,,,,,,,12,,,
6d88233e-22d,SCH2,2012-Nov-16 00:00:00,SUR8191,FOR1910,MID1680,PSUR6578,FSUR7055,3c69bb02-349,7ac3ac8e-ccd,aec955a2-1,F,2021-Mar-08 00:00:00,1,80aae4c4,5f38878f,790.0,True,False,False,12.0,122.0,False,False,08089d1c,,e32d82da,4c212be3,,,,AIND,,,ENG,,,,,S,N2,,,
6d8d0f3d-3cc,SCH5,2019-May-14 00:00:00,SUR6293,FOR2377,MID3842,PSUR5619,FSUR4347,7bc0435b-ed7,9880fe84-23d,41d758d5-3,M,2020-Sep-11 00:00:00,1,6a240c97,a2a46b4d,717.0,False,False,False,,133.0,False,False,f54b27ff,,344ae344,05f496b3,,,,BCON,,U,,,M,,R,N,E2,,,
6d995b41-f0e,SCH7,2011-Jul-22 00:00:00,SUR5513,FOR9851,MID9962,PSUR2488,FSUR5018,95fc8c45-cf9,6b5ad986-a65,171288d0-c,M,2018-Oct-26 00:00:00,1,a4b25d26,90458fc1,823.0,True,False,False,14.0,129.0,False,,e77d98f6,,5460cf02,b4f0eae5,,,False,BNAM,Yes,Y,ENG,,F,,,,E1,,,
6d9a38d9-7a0,SCH1,2009-May-29 00:00:00,SUR3902,FOR9513,MID1792,PSUR3415,FSUR1252,00356a73-c36,d2584248-8ab,fcbd1964-f,M,2024-Jan-03 00:00:00,1,43933630,4468d9ca,765.0,True,True,False,,134.0,False,False,be6785b7,7.0,fb9d860e,977adaad,,,False,WITA,,,ENG,,,,R,,11,,,
6da583b4-471,SCH1,2016-Jun-11 00:00:00,SUR8802,FOR5073,MID5871,PSUR4543,FSUR7400,11199c12-7e9,cfb7ae52-bbf,bdefb781-9,F,2019-Apr-08 00:00:00,1,55b8fbc4,8f4fa7c2,751.0,True,False,False,,129.0,,False,81b539fb,,380f6e3d,e213d592,,,,MABL,,N,ENG,,,,,E,M,,,
6da617b6-eb2,SCH4,2019-Mar-29 00:00:00,SUR1013,FOR1004,MID4908,PSUR4490,FSUR4275,ad512187-cd7,20e9fa42-f0f,3cca014e-6,M,2022-Mar-12 00:00:00,1,b21ddef4,4f10b0cb,814.0,True,False,True,,133.0,False,False,9ecf9f07,,b1c7ae8a,7484c6da,,,,WBOS,,Y,,,M,,,,X,,,
6da6fd97-fae,SCH2,2013-Aug-29 00:00:00,SUR4794,FOR9839,MID7512,PSUR8597,FSUR6388,232d68a2-531,4b97782a-35e,88f04140-7,M,2019-Apr-12 00:00:00,1,742c73c2,2200029b,719.0,,True,,,123.0,False,False,6e9f7996,,ea680024,51440ed4,,10.0,False,,,,ENG,N,S,,,,14,,,
6db1d484-7ed,SCH8,2019-Feb-16 00:00:00,SUR7308,FOR3755,MID7479,PSUR2607,FSUR1826,c8c03ba1-0d9,bd147887-bf6,a8293843-6,M,2024-Jan-24 00:00:00,1,e84952b0,dfbc4a1b,828.0,True,True,False,,137.0,,False,cfa2d69c,,c587323c,9b96634a,,,,WSER,,,ENG,,O,,,,12,,RB,
6db62d38-6e7,SCH4,2017-Apr-19 00:00:00,SUR2749,FOR6250,MID4919,PSUR2520,FSUR1485,58aeba9a-dfe,4e0fa396-f48,8e4c3879-3,M,2020-Jun-27 00:00:00,1,afeb4795,f458713a,803.0,False,,,10.0,129.0,False,False,aaa9e8ee,,17ccf501,4445d11b,,,,WBOS,,N,ENG,,,,G,,11,,,
6db945d1-d28,SCH7,2014-Sep-19 00:00:00,SUR5914,FOR5478,MID3283,PSUR8620,FSUR6415,8a4ef456-2bf,4c73c508-4b9,3e3ed3bb-d,M,2023-Nov-11 00:00:00,1,15707bfa,d99af448,783.0,False,False,False,,131.0,True,False,7ab8c879,,78d67f5d,bea50abf,,,,MWAO,,,ENG,,C,,,,9,,,
6dbd38cf-5e4,SCH5,2011-Apr-06 00:00:00,SUR8255,FOR4364,MID4059,PSUR4460,FSUR1582,7baba4da-9d8,848120b9-fdf,338bd3ba-0,F,2024-Apr-11 00:00:00,1,3b761cf3,09e32f6d,762.0,True,False,False,,125.0,False,False,222c2b5a,,639e821a,19221bc4,,,,OTHA,,,,,,,N,A,12,,,
6dbe503c-e7a,SCH2,2013-Jan-05 00:00:00,SUR8070,FOR2737,MID4783,PSUR9572,FSUR6371,b35f61dc-67f,c9253af1-4e5,4a1c19ce-5,M,2020-Aug-19 00:00:00,1,3c703867,c7cf1ed8,783.0,True,,False,,125.0,,False,3cffda52,,40942102,836ef639,,,,BCON,,,CYM,,M,,A,E,13,Yes,,
6dc351b0-a7b,SCH6,2017-Mar-02 00:00:00,SUR9886,FOR3797,MID7224,PSUR6869,FSUR2533,5847a57e-e17,3a6d3737-b81,2c8c2aa2-b,M,2021-Jul-27 00:00:00,1,61aa9f8b,f9642a3a,762.0,True,False,False,,134.0,False,False,cb8e824e,,7edb5fb5,a5578e8c,,,True,,,,ENG,,S,,,,11,,,
6dcc09f7-26a,SCH3,2007-Oct-01 00:00:00,SUR6594,FOR7883,MID5547,PSUR6781,FSUR6659,2aecbefe-f8b,6f608354-777,64b071fe-9,M,2024-Nov-24 00:00:00,1,5267d373,3a5582ae,790.0,False,False,False,21.0,135.0,False,False,1b97a331,,00f924ce,75f40940,4.0,,,BCON,Yes,R,ENG,O,M,N,G,P,N2,,,
6dcf55e4-5c1,SCH5,2019-Aug-19 00:00:00,SUR9494,FOR3327,MID3172,PSUR3805,FSUR2882,8fa2a493-ab9,62ba35e4-afa,3660e197-f,F,2021-May-05 00:00:00,1,ca653f37,d43fa264,782.0,,True,False,16.0,129.0,False,False,5f95773a,,9aa403e6,bc7c4965,,,,OMAL,,U,,N,,,C,E,N1,,RO,
6dd20933-7bb,SCH4,2019-Jun-15 00:00:00,SUR7056,FOR4667,MID6737,PSUR7492,FSUR6986,08226e63-5fc,dbb74685-941,c9e23f02-b,F,2022-Jul-06 00:00:00,1,12074415,166317ea,825.0,True,,True,,132.0,False,False,761b2bd4,,2576630c,6c7a4f56,,,,OOEG,Yes,,CYM,O,,,,E,M,,,
6dd5d02c-2a9,SCH3,2017-Oct-29 00:00:00,SUR6060,FOR5529,MID8879,PSUR9264,FSUR7309,7936988e-550,b8bdbaea-3d5,146e9163-b,M,2024-Aug-31 00:00:00,1,8d4d877f,5047af25,807.0,True,True,False,,133.0,True,False,c8a59902,,2ec5323d,1acca938,,,False,OOTH,,,ENG,,,B,C,K,E1,,,
6dd7bacf-ad6,SCH4,2020-Feb-11 00:00:00,SUR6902,FOR3285,MID6591,PSUR1456,FSUR9936,2e501d70-1fc,f3655e14-bed,c1629bd5-3,F,2019-Mar-23 00:00:00,1,ef39d90f,3b995338,793.0,False,False,False,,133.0,False,False,d1484d62,,b38fa145,68cfb524,,,,OEGY,,U,ENG,,,,N,S,12,,,
6dda7fa7-eca,SCH7,2013-Sep-09 00:00:00,SUR8131,FOR5610,MID8527,PSUR6218,FSUR8586,22243b87-3fb,4e0f5d68-b64,d6dc8eab-3,M,2024-Aug-12 00:00:00,1,4f9dd832,bc273d95,834.0,False,False,True,11.0,130.0,True,False,1ca2102e,,01e0d792,e68dcd6a,,,,BNGN,Yes,,ENG,,M,,,E,8,,RE,
6ddbe56c-6b5,SCH5,2018-May-06 00:00:00,SUR3247,FOR2824,MID6624,PSUR7614,FSUR4559,b936fe03-03c,6a2f87b0-852,8014ac18-1,M,2024-Jan-30 00:00:00,1,927b9211,ad5d709e,811.0,False,True,False,16.0,134.0,False,False,519e4883,10.0,6a61aecc,a707d79f,,,,WBRI,,,,,S,,,,1,,,P
6ddd1c54-0af,SCH2,2008-Feb-16 00:00:00,SUR1510,FOR8561,MID7741,PSUR4826,FSUR1916,91f82476-0d2,965b0ab5-d0f,35cc373f-5,M,2019-Aug-21 00:00:00,1,bfe5e85c,bb150894,803.0,True,False,False,,136.0,False,False,bce96e29,,6155e65e,2c8e0de5,,,,BOTH,,,ENG,O,,,,,4,,,
6de301c9-9e9,SCH4,2017-Feb-21 00:00:00,SUR4857,FOR4746,MID4466,PSUR6382,FSUR9951,69a77918-74c,f62fa8db-27c,2a6e778e-0,F,2024-Nov-15 00:00:00,1,b1b71360,2d87a6dc,803.0,True,False,False,,141.0,True,,8276816f,,be96d8a1,13a96f48,,,False,MWAS,,,GER,,C,N,,,3,,RO,
6de4a46b-b9b,SCH5,2011-Dec-20 00:00:00,SUR8541,FOR9733,MID1267,PSUR6599,FSUR5468,c13b9430-23a,e26948e1-bdf,a727fff4-b,F,2024-Mar-30 00:00:00,1,88b85c8e,1d252fc0,797.0,True,False,False,,133.0,False,False,0ccfb122,,bf0cb546,1c4b68a5,,3.0,,WEUR,,,GAL,,,,R,,E2,,RO,
6df2166c-e53,SCH5,2015-Nov-22 00:00:00,SUR4035,FOR2495,MID8503,PSUR1486,FSUR6591,e98aa6f6-d48,b4e0fc0b-0d5,bf4a6111-7,M,2020-Dec-24 00:00:00,1,ece05ecc,bf07a751,776.0,True,True,False,,133.0,False,False,581709c6,,539d6c14,0abfd18c,,,,REFU,,,CYM,,,,A,,13,,,
6df820cf-1b0,SCH5,2011-May-28 00:00:00,SUR1213,FOR1851,MID2212,PSUR3335,FSUR5597,432638e6-f3f,3dbf572b-36b,b57ff1cb-0,F,2022-Dec-13 00:00:00,1,2d040989,92b69801,826.0,True,False,False,,123.0,,False,79068d1a,,26bfaeff,2af61400,,,,MWAP,,,PRST,,,,G,,1,,,
6e002894-604,SCH7,2014-Nov-30 00:00:00,SUR1940,FOR7801,MID3911,PSUR2665,FSUR7189,be921b95-9eb,0eb7fbe2-2bf,9dd4dcb8-e,F,2019-Jun-03 00:00:00,1,f0671c8a,e9c6ca41,780.0,True,True,False,,125.0,True,False,bf1c972a,10.0,574f5ec3,23dd9353,,,,WTUR,"Sought, no reply",,,,M,,,,7,,RE,
6e10e5c9-343,SCH1,2015-Jun-20 00:00:00,SUR9465,FOR1718,MID3607,PSUR4734,FSUR9400,70141771-6db,eb8e6686-297,2d18858b-b,F,2024-May-26 00:00:00,1,9205c515,2e6739ba,744.0,True,False,False,16.0,119.0,False,False,93ead689,,abffa9bd,67359af9,,,,WOWB,,,ENG,,S,,G,,N2,Yes,,
6e12c602-066,SCH7,2016-Oct-20 00:00:00,SUR8881,FOR3657,MID3932,PSUR2554,FSUR5418,c83f84bb-102,f4a07a69-297,a61a065d-6,F,2022-Jan-09 00:00:00,1,09e6cdf8,92223b72,748.0,True,False,True,,132.0,False,False,08cf1861,,8c0bb108,a7074d34,,,,WSCO,,,ENG,,,,,E,N1,,RU,N
6e3f49c4-355,SCH1,2020-Aug-18 00:00:00,SUR6230,FOR1350,MID8567,PSUR9467,FSUR9830,8a0bbe54-ff9,334cfbb8-b0e,f88a65e5-a,M,2023-Sep-28 00:00:00,1,428dc78b,0d5218b0,755.0,True,False,False,17.0,129.0,False,False,19daadf7,,d23362b2,1ae0bc53,,,,BBRI,No,Y,ENG,,,,N,P,N2,,RU,
6e423eb2-2aa,SCH5,2014-Sep-21 00:00:00,SUR9403,FOR5731,MID7284,PSUR1348,FSUR4622,1b897479-171,62864cd6-65f,1e07e6fe-3,F,2022-Mar-15 00:00:00,1,3311304d,66d7e87d,813.0,True,,False,17.0,134.0,False,False,58008546,,3309761a,062113ed,,,,OJPN,,,ENG,,,,,N,6,,,
6e44ad33-e9f,SCH5,2013-Apr-29 00:00:00,SUR9995,FOR2090,MID2138,PSUR5738,FSUR4748,af018018-1c5,c541069d-2eb,4b072ff2-c,F,2024-Mar-30 00:00:00,1,51b3770c,e10577f2,774.0,True,False,True,,129.0,False,False,a5804607,,6c476da4,1a9690a8,,,,OLEB,Yes,,TRI,,S,,,,N2,,RO,
6e4a4ea0-311,SCH5,2009-Apr-06 00:00:00,SUR5980,FOR3772,MID7366,PSUR6325,FSUR9020,a500fe6d-010,537510aa-2ab,93ccf6d4-b,M,2024-Sep-10 00:00:00,1,82c25bdf,4def18ed,811.0,False,False,False,,125.0,False,,b6e1369b,,0e44ed22,59e69dda,,,,OLEB,Yes,,GAL,,,,,E,9,,,
6e4d7e1c-358,SCH3,2018-Nov-17 00:00:00,SUR2698,FOR6589,MID5467,PSUR8096,FSUR6416,30e1db9a-bbf,ccb17e48-ea8,a8dcc97f-3,F,2022-Dec-25 00:00:00,1,af109b17,c1d9572a,767.0,False,False,True,,129.0,False,,4a71678e,,382bc69e,8f1cf4e8,,,,AKAO,,,RUS,,,,,,E1,No,,
