pupilonrolltableid,NativeId,dob,surname,forename,middlenames,preferredsurname,formersurname,upn,formerupn,uniquelearnernumber,sex,entrydate,pupilonrollorderseqcolumn,sourceid,schoolcensustableid,hoursatsetting,schoollunchtaken,parttime,topupfunding,termlysessionspossible,termlysessionsauthorised,termlysessionsunauthorised,senunitindicator,resourcedprovisionindicator,nonqualhrs,ftemp,qualhrs,qualhrspreviousyear,nonqualhrspreviousyear,tlevelqualhrs,tlevelnonqualhrs,moveoffrollflag,fundedhours,missingaddress,duplicatenotfunded,summerhalfterm2sessionspossible,extendedhours,eligibilitycode,summerhalfterm2sessionsauthorised,summerhalfterm2sessionsunauthorised,dafindicator,summerhalfterm2sessionseducational,summerhalfterm2sessionsexceptional,summerhalfterm2sessionscoronavirus,yssa,servicechild,language,classtype,enrolstatus,boarder,plaa,senprovision,ncyearactual,mathsgcsehighestpriorattainment,mathsgcsepriorattainmentyear11,englishgcsehighestpriorattainment,englishgcsepriorattainmentyear11,mathsgcsefundingexemption,englishgcsefundingexemption,mathsgcsehighestpriorattainmentpreviousyear,englishgcsehighestpriorattainmentpreviousyear,eyppr,eyppbf
887ef663-0f6,SCH1,2016-May-07 00:00:00,SUR6789,FOR4435,MID5446,PSUR6279,FSUR4127,b8a48a07-4a5,e8ba5a8e-9d4,115ac706-f,F,2019-Oct-25 00:00:00,1,c0eb8ce5,01ee0ed0,,True,,False,132.0,8.0,,,False,125.0,False,806.0,780.0,133.0,773.0,128.0,e646aeb0,,c3a0a37b,11fa4d47,137.0,,,8.0,,,,4.0,,No,,ENG,,O,,,,N1,,,,,L,N,,,,
88865f5f-86d,SCH7,2018-Dec-23 00:00:00,SUR5335,FOR5418,MID9434,PSUR9925,FSUR2810,5aace25a-fb6,f74af482-10f,8768d633-6,F,2023-Jul-25 00:00:00,1,e55235b9,b49289ef,736.0,True,False,False,129.0,7.0,,,False,132.0,False,791.0,750.0,132.0,764.0,125.0,b37e1b61,,62120774,4a5d5cfa,122.0,,,,,,3.0,,,No,R,,,M,,R,N,M,,,,1,F,,,,,
888d32df-54f,SCH2,2017-Nov-17 00:00:00,SUR7032,FOR5871,MID1854,PSUR9670,FSUR9078,fd8bcdb4-70f,81b7172e-5a5,7803e0eb-4,M,2019-Feb-10 00:00:00,1,03aecadc,d02e4b53,732.0,True,False,False,129.0,7.0,3.0,False,False,128.0,False,772.0,762.0,126.0,785.0,135.0,2574ae88,5.0,63e0fe2b,99a95626,127.0,,,7.0,,False,,3.0,,,,ENG,,C,,,N,E1,8,,,,,,,,No,
888d81ce-498,SCH5,2014-May-20 00:00:00,SUR2408,FOR3989,MID5011,PSUR7096,FSUR3732,2dc1afe1-5ef,28825345-0db,7c688e77-d,F,2018-Dec-06 00:00:00,1,c0eff4fd,d1978649,786.0,True,False,True,124.0,8.0,,False,False,130.0,False,741.0,764.0,123.0,780.0,123.0,fa95b62c,,337169f3,b7a3aef6,128.0,,,8.0,,False,,,4.0,,Y,PRST,,,,N,,11,,,,1,,L,,,No,RO
888f1335-90f,SCH6,2009-Jun-16 00:00:00,SUR5627,FOR1083,MID8243,PSUR4712,FSUR4632,6bca8ed4-a73,4ab21465-79c,c60b9ada-5,M,2023-Jan-19 00:00:00,1,46103fb1,82e9bc19,789.0,True,False,False,124.0,7.0,3.0,True,False,138.0,False,795.0,729.0,122.0,779.0,130.0,c92f5d0c,,3cb3f5fc,516efae5,127.0,,,8.0,,,,4.0,,,,ENG,,,,,,E2,,,,,U,N,,,,
88949105-468,SCH7,2020-Jul-26 00:00:00,SUR8001,FOR4961,MID7524,PSUR7271,FSUR4886,30e59a93-a50,d9f8bfd1-918,68edc706-5,M,2019-Dec-21 00:00:00,1,3dfaef71,f613be5a,739.0,True,False,False,132.0,8.0,,,False,135.0,False,764.0,805.0,134.0,843.0,133.0,b8eb6e39,,307043bf,6395d4d9,130.0,,,9.0,,False,,,,,,ENG,,,,,,M,,,9,,,,,,,
88952f54-a0f,SCH5,2019-Aug-11 00:00:00,SUR1861,FOR8750,MID4442,PSUR8864,FSUR1779,f5661313-ecf,4cb175dd-5a9,0a9383bc-2,M,2019-Nov-01 00:00:00,1,88be3403,38d4c62f,812.0,True,False,,134.0,8.0,,,True,141.0,False,780.0,749.0,123.0,818.0,129.0,e5a2fbac,,f50f909d,91a416b1,133.0,,3.0,8.0,,,4.0,,,,,ENG,,,,A,S,10,,,,,N,,,,,
889705a0-bbd,SCH7,2015-Feb-21 00:00:00,SUR4177,FOR1050,MID5538,PSUR1365,FSUR4584,07c00020-fba,9dfbcb3f-a09,b5a23f10-6,M,2018-Dec-04 00:00:00,1,c2c8ec16,15496cc7,791.0,False,True,False,134.0,8.0,,False,True,133.0,False,803.0,807.0,125.0,816.0,128.0,75505989,,dd245ff7,6989b4a4,137.0,,,7.0,,True,,4.0,3.0,,,ENG,,,,R,,E2,,,,,,,7,,,
88a6d7b9-3ac,SCH5,2017-Aug-14 00:00:00,SUR1826,FOR6099,MID8741,PSUR6413,FSUR1118,549c7720-fda,05d9fb56-9b4,b4e7e501-2,M,2023-Feb-09 00:00:00,1,3f799f98,f0103e71,790.0,True,False,False,133.0,8.0,,False,,126.0,False,748.0,831.0,141.0,732.0,122.0,514bda66,,86760afb,21dab5e3,135.0,,,8.0,,,,,,,,ENG,O,,,,E,4,,,G,2,,,,A,,RU
88a6e08a-cf1,SCH2,2020-Feb-17 00:00:00,SUR9748,FOR4741,MID9472,PSUR5606,FSUR1363,b9ab9b71-939,c4edc18b-356,4aa6d5dc-8,M,2024-Oct-15 00:00:00,1,6dbb7819,e1fbfc61,836.0,True,False,True,126.0,8.0,3.0,False,False,137.0,False,781.0,813.0,127.0,766.0,132.0,45a9c011,,75354f1a,28473d6f,127.0,,,,,,,,,No,,BNG,,M,,R,P,9,,,,,,,,,,
88adc309-052,SCH5,2012-Aug-05 00:00:00,SUR3277,FOR2384,MID1940,PSUR5795,FSUR7491,30f5e559-401,128e6c1b-132,1c13ef03-3,F,2021-Sep-29 00:00:00,1,be8eb1ea,0d15c493,770.0,True,True,,127.0,,2.0,False,False,131.0,False,802.0,724.0,128.0,817.0,132.0,e9f54ef5,,f8e87781,ff8731ac,137.0,,,8.0,,,,,,,,ENG,O,F,N,,S,3,,,,,,F,A*,,,
88c5917a-fcc,SCH7,2017-Dec-09 00:00:00,SUR5094,FOR7394,MID2818,PSUR4965,FSUR3386,ba9458a0-e2f,df67529a-fc6,21994be0-3,F,2024-Jan-30 00:00:00,1,0bb4857d,21ceb2b7,795.0,True,False,False,130.0,9.0,,True,False,136.0,False,777.0,766.0,129.0,834.0,124.0,c0aebf14,,0d7652e8,52836a8b,,,,8.0,,False,,,,,,,,F,,C,,1,NR,,,,,,,,,RO
88c5a591-d4d,SCH8,2019-May-20 00:00:00,SUR9726,FOR5216,MID9491,PSUR6637,FSUR2561,fd509a54-048,1ccbed92-e8a,4fc01a9a-f,M,2022-Jul-09 00:00:00,1,05148fac,e12340d2,813.0,True,False,False,136.0,8.0,3.0,False,False,135.0,False,776.0,754.0,124.0,772.0,131.0,5b99ac4b,,2c2400bd,d70cf378,130.0,,,8.0,,,,,,,,ENG,,,,A,E,R,2,,,,,N,,C,,
88e4b24e-f7d,SCH7,2010-Aug-09 00:00:00,SUR5539,FOR1879,MID2208,PSUR4180,FSUR4467,42b944f6-309,bb4c0c91-258,27853c9d-1,M,2021-Feb-15 00:00:00,1,61fd2861,8d629e6c,803.0,True,,False,139.0,8.0,,False,False,129.0,False,764.0,713.0,135.0,784.0,131.0,1523c8df,,7077cf45,b22b15c3,138.0,,,9.0,,,,2.0,4.0,,,GER,,F,N,,,12,,,,1,,,B,,,
88ed5bb6-693,SCH7,2013-Sep-12 00:00:00,SUR8103,FOR8483,MID7628,PSUR4997,FSUR6521,3cad5786-836,f7f87178-374,885a3c8f-d,F,2024-Nov-03 00:00:00,1,2d0b1f35,e8780a7c,730.0,True,False,True,123.0,8.0,,,False,133.0,False,784.0,788.0,129.0,710.0,129.0,ee26e6a9,,3f99f18b,2882bd88,130.0,,,9.0,,,3.0,3.0,,,,ENG,,,B,,,8,,,,,,,,,No,
88ed6c31-ac0,SCH8,2009-Jul-02 00:00:00,SUR2834,FOR6357,MID4568,PSUR4983,FSUR2999,03d3b983-ae4,cf7319a1-4aa,3edafba8-1,F,2024-Feb-20 00:00:00,1,37e404ac,200edea3,753.0,True,False,,132.0,8.0,,,True,141.0,False,807.0,733.0,136.0,736.0,124.0,d70ea54f,,f2d27ee9,178748c7,134.0,,,8.0,,,,,,,,ENG,O,C,,C,E,10,,,,3,,F,,,,
88f0ef15-f66,SCH1,2015-Jan-17 00:00:00,SUR4027,FOR4119,MID2266,PSUR9123,FSUR6700,5aad34d7-39c,d323d0e3-84e,a54aa389-3,M,2019-Apr-16 00:00:00,1,4be4de8b,9dc7f0ca,776.0,True,False,False,,8.0,,False,,122.0,True,814.0,797.0,135.0,787.0,125.0,1e63aafe,,2a9e721c,8d8b2d1d,132.0,,,,,,,,3.0,Yes,,ENG,,M,,C,E,1,,1,,,,,,,,
88f188b5-9b6,SCH8,2013-Jan-15 00:00:00,SUR6801,FOR4666,MID1731,PSUR9669,FSUR2733,b6b05bab-eed,29e06d08-eec,0c21ad80-2,F,2022-Dec-06 00:00:00,1,50584e0c,0afdb78e,793.0,True,False,False,125.0,9.0,,False,False,121.0,False,792.0,818.0,129.0,821.0,131.0,05354648,,773523d6,ce7af2fc,129.0,,,8.0,3.0,,,,,,Y,ENG,,,,G,K,2,,,,,N,,,,,
88f3efb4-e48,SCH8,2013-Mar-19 00:00:00,SUR9234,FOR3969,MID9705,PSUR8256,FSUR3655,88f7e337-4a4,815ba39d-679,2e1204fe-e,F,2023-Nov-19 00:00:00,1,0a01a71c,45f98cbd,777.0,True,False,True,121.0,9.0,,False,False,132.0,False,791.0,786.0,134.0,792.0,127.0,6d9eb2e7,,75a378fc,916d868a,122.0,,,8.0,4.0,False,,,,,,ENG,,,,C,,7,,,,,,,,,,
88f7e2a6-970,SCH1,2013-Aug-14 00:00:00,SUR4711,FOR4163,MID8108,PSUR5839,FSUR3967,64645425-250,84721fe2-3c7,35ee15fc-1,F,2022-Jul-08 00:00:00,1,080eb869,103b6c98,779.0,True,False,False,131.0,8.0,,False,True,132.0,,791.0,777.0,124.0,795.0,132.0,ea3be871,,82fd36fb,a56d9ace,134.0,,,8.0,,,,,3.0,,,ENG,,,,,S,8,,,8,,,,,,,
88fa1e0b-603,SCH3,2016-Jul-25 00:00:00,SUR3932,FOR5349,MID5371,PSUR9632,FSUR4062,8448bf3e-c9e,0bcc6ca5-cc9,fd6da7b5-5,F,2021-May-03 00:00:00,1,3d0ca08e,fb047fad,734.0,True,False,False,119.0,9.0,,,False,130.0,False,828.0,753.0,121.0,825.0,127.0,5caab2c4,,27def1ee,adf8728c,131.0,,,8.0,,,,,3.0,,,ENG,,F,,G,,X,,,,,,,,,,
88fe5208-272,SCH2,2017-Mar-22 00:00:00,SUR1693,FOR6945,MID7280,PSUR9920,FSUR4353,39d2b25c-4a3,70489f7c-8e7,0a10dabe-a,F,2019-Oct-08 00:00:00,1,b4ba5304,f69544c6,753.0,True,False,False,132.0,8.0,2.0,True,False,126.0,False,785.0,762.0,134.0,764.0,134.0,ff425424,,863ca3d6,5c87fb57,132.0,,,9.0,,,,,3.0,,,ENG,,,,R,E,5,,,,,,L,,,,
88ff4cb0-8cd,SCH8,2020-Jan-15 00:00:00,SUR7339,FOR6060,MID3627,PSUR5902,FSUR3725,87042dca-8b8,2a9614ec-a95,6ec368c5-c,M,2023-Sep-01 00:00:00,1,c5394aca,9bc405d1,747.0,True,False,False,128.0,8.0,3.0,False,False,132.0,False,817.0,797.0,125.0,821.0,127.0,a7314a28,,2fe10bf6,92452931,128.0,,,,,,,,,,,ENG,,F,,,S,10,A*,,,,,,,,,
89048551-678,SCH8,2008-Jul-17 00:00:00,SUR3912,FOR8782,MID5061,PSUR9033,FSUR7563,32e90f00-0d0,a68dcdcb-96e,56679bbb-2,F,2018-Dec-02 00:00:00,1,721b39c3,8518ce55,749.0,True,False,False,125.0,8.0,,False,True,136.0,False,829.0,762.0,128.0,736.0,127.0,fa4ad5d8,,a554dab8,e7c98078,134.0,,,8.0,,,3.0,,,,,ENG,,,,C,,N1,,,,,,O,,,,
890f55f8-9f0,SCH2,2015-Mar-11 00:00:00,SUR6628,FOR4317,MID6237,PSUR4005,FSUR4579,2839bc72-261,c26701b9-b6b,ed34fe75-e,F,2023-Sep-20 00:00:00,1,25722f0b,9abd7542,756.0,False,False,False,140.0,8.0,3.0,False,False,126.0,False,760.0,782.0,133.0,832.0,123.0,947361cc,8.0,348ec5df,982fa6b8,131.0,,,8.0,,False,,3.0,,,,CYM,,F,,A,A,9,,,,,L,F,B,,,
890fc26c-1d3,SCH8,2017-Jun-28 00:00:00,SUR5222,FOR9525,MID5437,PSUR4856,FSUR8172,cf4b04ac-897,5d18e91d-00e,8bbc586e-7,M,2023-Jan-06 00:00:00,1,6e44998c,06498c71,773.0,False,False,,132.0,8.0,,False,True,123.0,False,722.0,762.0,131.0,785.0,131.0,d620d5b8,,fc66c37c,91911a33,126.0,,,8.0,,,,,3.0,No,,ENG,,O,,,,4,6,1,,1,,,E,,,
8910c0fb-698,SCH1,2010-Jul-04 00:00:00,SUR4407,FOR4809,MID6584,PSUR4226,FSUR3069,119c9d51-89f,4ce0cebc-fdb,92854bb1-5,F,2023-Nov-13 00:00:00,1,5c05cf73,0c4a3dfe,750.0,False,True,False,124.0,7.0,,,False,132.0,False,770.0,757.0,133.0,828.0,130.0,856c19fb,,12f43804,e8900616,127.0,,,8.0,,,,,,No,Y,GAL,,,,G,P,3,,,,,,,,,,
8913e753-e5f,SCH8,2020-Aug-13 00:00:00,SUR6129,FOR3717,MID4189,PSUR2136,FSUR3600,acc86f84-7e3,c84a55cb-e9f,d37cc7f4-3,M,2023-Oct-27 00:00:00,1,dff4d8cf,1f3e5e0f,771.0,True,True,False,122.0,7.0,,False,False,129.0,False,783.0,809.0,128.0,775.0,135.0,3373a3c7,,1f47effb,9648bfca,130.0,5.0,,8.0,4.0,,,,,,N,ENG,,C,,G,,N2,,,,,U,,,5,,
8916bfec-ac8,SCH8,2018-Jun-30 00:00:00,SUR2042,FOR1808,MID7849,PSUR4077,FSUR3462,6d72e7b5-151,b3a15be2-502,2f1ae3f7-3,M,2024-Oct-29 00:00:00,1,a856458b,8a6a1d08,740.0,True,False,False,126.0,8.0,2.0,True,False,130.0,False,797.0,785.0,131.0,807.0,134.0,a5875371,,3dc8f564,c477039a,137.0,,,9.0,,False,,,,,,ENG,,C,,G,,3,,2,,2,,F,,C,Yes,RO
89277e2d-5ea,SCH1,2018-Mar-15 00:00:00,SUR1057,FOR7049,MID1039,PSUR5949,FSUR2497,eb93ed47-25b,b4b979e3-8ec,ef0ff92b-0,F,2024-Aug-14 00:00:00,1,120dc44d,93a95181,773.0,True,False,True,132.0,8.0,3.0,False,False,133.0,False,778.0,818.0,130.0,786.0,118.0,5f6b7d1b,,b9a1c1cd,4cbfc8d5,133.0,,,8.0,,,3.0,,,,,CYM,,,,G,E,5,,,,,,,9,C,,
89370fe4-e10,SCH6,2012-Dec-12 00:00:00,SUR1261,FOR1557,MID1362,PSUR8491,FSUR1439,7692b1e5-bbe,7dba86ed-fa2,37301a62-7,M,2019-Jan-02 00:00:00,1,6c2e54ef,6948d6a6,778.0,True,False,False,142.0,8.0,,False,False,130.0,,818.0,740.0,133.0,771.0,130.0,99ebf38d,,fed51cf3,742cb9ae,126.0,,,8.0,,,3.0,,,,,ENG,,F,,N,,12,,,,,,,,,,
8938ff43-cf0,SCH7,2013-Oct-19 00:00:00,SUR5580,FOR1500,MID8671,PSUR8602,FSUR2412,ae116879-b7b,150fcc6a-e1e,bf983e5e-4,F,2024-Oct-02 00:00:00,1,15f83413,9865e49d,,True,False,False,124.0,8.0,,,False,128.0,False,822.0,789.0,128.0,769.0,134.0,1855da57,,0aa6bbb4,c3794dea,131.0,,,9.0,,,,3.0,,,,ENG,,O,,,E,3,,,,,,N,,,,
8939b3df-e47,SCH6,2011-May-08 00:00:00,SUR3072,FOR4575,MID1716,PSUR3934,FSUR8357,87da1fe4-c7f,abb4594c-432,38dc0708-f,F,2019-Aug-05 00:00:00,1,e4de132e,d40b356b,844.0,True,False,False,127.0,7.0,,False,False,134.0,False,748.0,796.0,122.0,769.0,137.0,0b2407aa,,0254c9c4,8e7c32e5,127.0,,7.0,8.0,,,,2.0,,Yes,U,CYM,,O,,,,14,,,A,,,,,,,
894c0e2b-b23,SCH2,2008-Jun-01 00:00:00,SUR1537,FOR4103,MID3651,PSUR8984,FSUR5982,fcd72afa-835,1d376d53-74d,edc8160d-6,F,2023-Jun-08 00:00:00,1,b9bfb7ed,bddc7090,793.0,True,False,False,127.0,8.0,,True,False,129.0,False,748.0,804.0,126.0,800.0,132.0,9fbf583a,,74e741c5,87a7b8c5,141.0,12.0,,8.0,3.0,,,,3.0,No,Y,ENG,,,B,,,4,,,,,,O,,,,
894e0a39-a4d,SCH2,2017-Apr-11 00:00:00,SUR7810,FOR2038,MID1303,PSUR3610,FSUR1453,201ca5c3-70d,11b73698-af6,1c6bb712-f,F,2020-Sep-04 00:00:00,1,524e7a97,28e639ba,797.0,True,False,False,129.0,8.0,,False,False,132.0,False,723.0,819.0,134.0,809.0,123.0,679333c7,,d7a934d6,89d952a2,128.0,,,7.0,,,,3.0,,,,ENG,,S,,N,E,10,,,,,,,,1,,
8954b593-f6f,SCH1,2014-Aug-20 00:00:00,SUR9908,FOR2981,MID9988,PSUR8717,FSUR9068,5de670b3-a12,be518415-512,58dd1b71-7,F,2021-Feb-25 00:00:00,1,3bb70b27,32fb6ddf,777.0,,True,False,133.0,9.0,,False,False,129.0,False,787.0,768.0,134.0,803.0,132.0,a233760c,,edd7222c,45ec50f2,127.0,,,8.0,,,,3.0,,,N,GAL,,,N,R,S,N1,,,3,,U,,,,,RB
8958f04b-6f0,SCH4,2010-Sep-10 00:00:00,SUR7132,FOR5929,MID3185,PSUR5592,FSUR8936,ce748ccf-5e7,b9c212b6-e31,c48680b8-f,M,2023-May-16 00:00:00,1,be605687,d2be97c6,800.0,True,,False,125.0,9.0,,False,False,129.0,False,757.0,774.0,137.0,733.0,134.0,7cce4f23,,7f597e33,6cb3a671,127.0,,,8.0,3.0,,,,3.0,,,ENG,N,M,,G,,3,,,7,,O,,,,,
8959be72-901,SCH7,2009-Jan-09 00:00:00,SUR4629,FOR3040,MID1038,PSUR5490,FSUR2544,1a92423e-d3b,059ec694-5bc,363ba037-d,M,2024-Sep-27 00:00:00,1,f9c86bca,0d3e3364,787.0,True,False,False,133.0,7.0,,False,True,129.0,False,764.0,803.0,,829.0,131.0,beca34da,,e7a747b5,d6b21289,133.0,,,7.0,,,,,,Yes,,CYM,,,,R,,,,,,,,,,,No,
89637ab5-73e,SCH1,2011-Sep-01 00:00:00,SUR5045,FOR4188,MID9642,PSUR8744,FSUR9642,d58d02bd-ff9,84d73743-ade,31e8737a-e,F,2024-Jul-26 00:00:00,1,928bd510,0ca1f640,794.0,True,False,False,137.0,8.0,,False,False,128.0,False,775.0,795.0,132.0,816.0,133.0,e05d20e2,,bff332f8,928afbb5,127.0,,,8.0,,,3.0,,,,,ENG,,,,,,M,,,,,O,,,,,
89640887-d59,SCH8,2015-Mar-27 00:00:00,SUR4671,FOR5098,MID1824,PSUR1857,FSUR4318,1a9fe25a-672,ca00244a-14b,c3358ced-b,M,2020-Jul-12 00:00:00,1,47efb59b,ed4b1068,783.0,True,True,False,148.0,8.0,,False,True,135.0,False,795.0,805.0,124.0,834.0,133.0,40a6b83f,,86176141,4e4400b5,138.0,,,,,,2.0,,,Yes,,ENG,,,,G,K,8,,,,,O,,C,,Yes,
89662b39-338,SCH7,2018-Sep-18 00:00:00,SUR5506,FOR8654,MID4390,PSUR8412,FSUR9847,3e7318b3-651,0541d5db-f28,bf1e83a6-0,M,2024-Jun-04 00:00:00,1,aeaa006a,1c8a3a1b,761.0,False,True,False,133.0,9.0,,False,False,131.0,False,786.0,822.0,136.0,802.0,132.0,1618eff3,,c827504d,937f796f,130.0,,,7.0,2.0,,,,,Unsought,,ENG,,,,,K,9,,2,,,,N,,,,
896d2965-667,SCH8,2016-May-19 00:00:00,SUR6521,FOR6489,MID9903,PSUR6349,FSUR2663,ba6897d0-21c,8cf3f7e1-060,59b5837b-6,F,2019-Jan-02 00:00:00,1,73ea61be,78b32b3e,775.0,False,True,True,130.0,8.0,,False,False,137.0,,774.0,685.0,140.0,738.0,128.0,825a98cf,6.0,f2ce3e4c,77ecc314,127.0,,,7.0,,,3.0,3.0,,,,TRI,,,,N,N,14,,1,,,,,,,,RE
8979956a-510,SCH5,2011-Aug-24 00:00:00,SUR5290,FOR4468,MID7040,PSUR9111,FSUR3737,4e2c8ba7-bfa,7c97202c-207,fbdd9940-3,F,2020-Jul-04 00:00:00,1,0dd6adc5,4cf961ad,747.0,True,False,True,135.0,8.0,,False,False,118.0,False,760.0,814.0,126.0,775.0,122.0,52faf9c0,,094632c7,b44dddbc,131.0,,,8.0,3.0,,2.0,,,,N,ENG,,,,R,,E2,,,5,1,N,,,,,
897cb44b-6a0,SCH4,2009-Feb-07 00:00:00,SUR6390,FOR8768,MID6999,PSUR7718,FSUR7746,d41ab1a6-b88,17038cdf-6f9,8972e394-a,F,2023-Apr-23 00:00:00,1,3709022c,3c5d6fa5,744.0,True,False,False,,8.0,4.0,False,False,133.0,False,818.0,777.0,131.0,816.0,136.0,b5cdc532,,438fde86,c62ff201,136.0,,,8.0,,,3.0,,,,,,,,,R,A,,8,,,,L,,,,,
8992fa8a-87e,SCH5,2014-Nov-14 00:00:00,SUR5692,FOR7655,MID6662,PSUR4633,FSUR9286,90e0425c-2a6,eed7a729-d1b,19fc3f13-6,F,2024-Jul-31 00:00:00,1,319f3c90,006046b4,823.0,True,False,,130.0,7.0,,True,False,117.0,,787.0,773.0,129.0,803.0,134.0,b81fc578,,5712de73,951550d1,123.0,,,9.0,,,,,,,,CYM,O,,,R,A,14,,,,,O,U,,,,
899c7272-a99,SCH2,2018-Feb-03 00:00:00,SUR2225,FOR7939,MID9782,PSUR8653,FSUR4930,cc01ebee-752,deee1a0d-2f3,55331ec7-4,M,2024-Mar-04 00:00:00,1,27408d65,2727d125,750.0,True,False,False,125.0,8.0,,False,False,124.0,False,772.0,779.0,139.0,809.0,129.0,fa0488e1,,c3e3d7d5,a5534e88,132.0,,,7.0,3.0,False,,3.0,,,N,ENG,,,,G,,5,,,,,L,N,5,,,
899e9717-a07,SCH6,2017-Aug-30 00:00:00,SUR2497,FOR8638,MID9220,PSUR6081,FSUR8646,d89fc361-a0f,2eb1d742-c43,5248e488-e,M,2019-Jun-23 00:00:00,1,5dd8ea21,6636b2d4,755.0,True,False,False,135.0,7.0,,False,False,126.0,False,781.0,801.0,121.0,841.0,127.0,1c022a12,,26337e96,24e650e0,133.0,,,8.0,,,,,,Yes,,CYM,,,,N,E,8,,2,,1,,,,,No,
89aca375-176,SCH8,2016-Jan-24 00:00:00,SUR7400,FOR2850,MID2302,PSUR9119,FSUR2689,1193e024-0aa,b4646acc-95b,7ce51c11-e,F,2019-Dec-26 00:00:00,1,4ff00ac1,3c452773,779.0,,False,True,125.0,7.0,3.0,True,False,127.0,False,873.0,794.0,136.0,781.0,127.0,72db443c,,8b250402,e8bde675,139.0,,5.0,8.0,,,,3.0,3.0,,,ENG,,,,G,S,6,8,,,1,N,,,C,,
89ae389f-4ac,SCH3,2012-Feb-03 00:00:00,SUR4612,FOR4450,MID9477,PSUR1244,FSUR1668,816683e8-ec6,7fbdb980-aa1,bc5caed9-7,M,2018-Sep-21 00:00:00,1,328ed5ce,6facc5aa,821.0,True,True,False,134.0,9.0,3.0,False,False,134.0,False,826.0,794.0,122.0,778.0,126.0,345e4ba4,9.0,ed5c723b,2590c735,126.0,,7.0,,,,,,,Yes,,,,O,,,N,3,,,9,,,,B,,,
89af13c3-3b8,SCH3,2014-Feb-02 00:00:00,SUR6435,FOR5397,MID9541,PSUR7824,FSUR1176,de5f2f2f-07a,2b052429-cb1,af858314-6,F,2021-Dec-11 00:00:00,1,f96a351a,13963e25,858.0,True,False,False,127.0,8.0,,False,False,134.0,False,780.0,760.0,125.0,797.0,138.0,09e7d3ba,,e90b8f7e,2ce198e3,131.0,,,8.0,,False,,,,,,ENG,,O,,,N,N1,,,,,,,,6,,
89b05ffa-b99,SCH2,2013-Sep-29 00:00:00,SUR1440,FOR1032,MID1893,PSUR5105,FSUR9099,b867a4f7-486,02efcfb7-4b6,be7840cc-0,F,2019-Apr-11 00:00:00,1,6ac51541,bdb3cb57,762.0,,True,False,126.0,8.0,,False,True,129.0,False,777.0,804.0,132.0,797.0,133.0,a887e4f2,,224f43e1,bab76ba8,121.0,,,8.0,,,,3.0,2.0,,,PNJA,,,N,,,N1,,1,,,,,,,,
89b0c552-ccb,SCH2,2015-Dec-05 00:00:00,SUR2637,FOR5153,MID2076,PSUR7091,FSUR1818,b10e758e-bc3,8dfb29c1-389,2eb2ae6c-6,F,2024-Nov-03 00:00:00,1,fd9d45dc,f8fe5cfc,803.0,True,False,,127.0,9.0,,False,,128.0,False,798.0,767.0,128.0,775.0,133.0,7d2195b1,,cfedd4ad,10f28aff,128.0,,,9.0,,,,,,,N,,,,N,N,K,E2,,,,1,N,,NR,,,
89b9b0b6-ad1,SCH3,2011-Apr-02 00:00:00,SUR9963,FOR8215,MID5064,PSUR2319,FSUR2151,cb2176dc-7f0,22aa3190-ba1,b7bc1aeb-2,F,2024-Jan-15 00:00:00,1,c6e9edd2,cd66917d,807.0,True,False,False,123.0,8.0,,False,False,123.0,False,806.0,786.0,129.0,808.0,126.0,b44d6d40,,9ed5fc42,1e7dc7e8,127.0,,,9.0,,,,,,,,ENG,,M,,,,7,,1,,,,,,,,
89ba567c-7c9,SCH7,2019-Aug-02 00:00:00,SUR9004,FOR5759,MID4122,PSUR9972,FSUR9662,070bde18-bc1,4e82e75a-e2d,faae65d3-a,M,2021-Sep-13 00:00:00,1,c0119bab,5357d08b,780.0,True,False,False,143.0,8.0,,True,False,129.0,False,776.0,764.0,139.0,775.0,131.0,ef80a59d,,e07cad4b,1bf45a18,131.0,,,8.0,3.0,,3.0,,3.0,,Y,ENG,,,,,,13,,,,,,O,,,,RO
89bdc19a-fdd,SCH4,2008-Jul-21 00:00:00,SUR6881,FOR1858,MID5302,PSUR8808,FSUR4179,6827b4a8-8d4,9dd23f6a-bb1,c5f1560d-c,F,2020-Sep-29 00:00:00,1,c58f7fa4,a85026d8,773.0,True,False,False,125.0,8.0,,False,,138.0,False,861.0,810.0,131.0,763.0,123.0,7f172cce,,6ab0a314,03ca73e8,124.0,,,8.0,,,3.0,,,Yes,,,,,,A,N,12,,,,,,,,,,
89bf8a9c-1b0,SCH6,2010-Aug-21 00:00:00,SUR4664,FOR7583,MID2842,PSUR3084,FSUR7863,1ee4b96e-7de,896e063b-67b,c2909e4c-d,F,2022-Apr-20 00:00:00,1,ab66e16b,00e0e18d,723.0,True,False,False,133.0,7.0,3.0,False,True,138.0,False,828.0,762.0,135.0,850.0,134.0,ea846c05,,b0a97e3f,95cdb524,131.0,,,,,,,3.0,4.0,Yes,Y,ENG,,S,,N,K,13,,,G,3,,,,,No,
