pupilonrolltableid,NativeId,dob,surname,forename,middlenames,preferredsurname,formersurname,upn,formerupn,uniquelearnernumber,sex,entrydate,pupilonrollorderseqcolumn,sourceid,schoolcensustableid,hoursatsetting,schoollunchtaken,parttime,topupfunding,termlysessionspossible,senunitindicator,resourcedprovisionindicator,moveoffrollflag,fundedhours,missingaddress,extendedhours,eligibilitycode,dafindicator,yssa,servicechild,language,classtype,enrolstatus,boarder,plaa,senprovision,ncyearactual,eyppr,eyppbf,expandedhours
67e121a8-ce1,SCH4,2019-Aug-25 00:00:00,SUR5714,FOR2112,MID3107,PSUR6054,FSUR6856,6601296e-5b5,ef9498b5-9ce,4ff295f0-1,M,2020-Mar-11 00:00:00,1,c8f5ad47,fce17224,803.0,False,False,False,131.0,,False,b5f638fe,,3be88498,,,,"Sought, no reply",,GAL,,,N,,E,7,,RE,
67e16869-b0d,SCH3,2009-Sep-09 00:00:00,SUR9268,FOR5660,MID5460,PSUR1346,FSUR6481,aa70005f-e4d,8681b2ab-8d3,f3ca88a3-c,F,2025-Mar-29 00:00:00,1,8b4a9317,8a636f9f,782.0,True,,False,130.0,False,True,609cb857,,e2b288bd,,,,,,DAN,,,,C,,N1,,,
67e47acf-23d,SCH1,2011-Jul-04 00:00:00,SUR6534,FOR5294,MID2402,PSUR5066,FSUR3454,5dae8735-bb7,f2ef418e-e05,99209742-0,M,2021-Feb-21 00:00:00,1,70346a98,d7552aa8,770.0,True,False,True,129.0,False,True,3a9b6ff1,,8ccd8213,,,,,,ENG,,,,,,5,,,
67f0e0b8-304,SCH3,2017-Sep-20 00:00:00,SUR2433,FOR4971,MID6530,PSUR8974,FSUR3571,9d770b8c-f06,ee06cf2b-a73,0c0879dd-a,M,2023-Jul-14 00:00:00,1,46bb6707,96daa12a,759.0,False,True,True,126.0,True,,0aa0a5f7,,fedc60c3,,,,,,ENG,,O,,A,E,8,,RB,
67fbe7cc-09c,SCH8,2016-Sep-14 00:00:00,SUR4602,FOR8732,MID8996,PSUR8675,FSUR6997,c1210d3b-a26,8ccea3ce-036,0bc26dc5-7,M,2018-Nov-25 00:00:00,1,0a3227fe,51b9c873,813.0,True,,False,133.0,False,False,d310c496,,676c3cb4,,,,,N,ENG,,,,R,,9,,,
67fc82fb-626,SCH7,2011-Aug-01 00:00:00,SUR8431,FOR4020,MID5028,PSUR9461,FSUR2519,675b8e32-432,d7ec50d6-641,06990495-b,M,2019-Jun-28 00:00:00,1,12660b99,9e9dcc34,780.0,True,False,False,139.0,False,False,de465aec,,ca534054,,,,,,ENG,,,,,,R,,,
68169a4a-c5b,SCH5,2007-Sep-17 00:00:00,SUR9488,FOR3723,MID1264,PSUR9752,FSUR7037,59e65e0a-968,91c48666-de0,48984606-e,M,2025-May-19 00:00:00,1,b4544fc6,985911b1,752.0,True,True,True,129.0,False,False,3a77861b,,fb65a13a,,9.0,,,,,,,,,,R,,,
68178d90-1e3,SCH6,2018-May-01 00:00:00,SUR5105,FOR5420,MID3963,PSUR1501,FSUR1168,2240d593-573,42c2190d-8e2,b017cf66-1,F,2023-Jul-27 00:00:00,1,6af603bf,bf04ca3d,793.0,True,True,False,131.0,False,False,46b88931,,c983e657,,2.0,,,,ENG,,,,N,,14,,,
6817bd36-93e,SCH4,2014-Mar-14 00:00:00,SUR4782,FOR1795,MID1229,PSUR1438,FSUR5338,b79bb198-064,f6259acc-172,b5b709a9-9,M,2022-Feb-01 00:00:00,1,647bf93a,eef588af,767.0,True,False,False,133.0,False,False,66637a46,,0e4f1d5e,,,,,Y,PNJA,,,,,K,2,,RB,
681956e1-744,SCH6,2008-Feb-13 00:00:00,SUR9596,FOR9658,MID4005,PSUR7839,FSUR3002,8fd11f3e-d49,3bd14930-fd5,8a365f47-b,F,2025-Jan-16 00:00:00,1,b796accb,a717cf7d,783.0,True,True,False,135.0,False,False,64782acc,,697607c5,,,,,N,ENG,,C,,,P,5,,,
681fbcaa-196,SCH4,2016-Jan-26 00:00:00,SUR1651,FOR7260,MID2092,PSUR1713,FSUR7591,12bb498e-283,39f2af6e-0b5,af59ddc8-a,M,2023-May-23 00:00:00,1,52a55da3,e53cb2c8,725.0,True,False,False,143.0,False,False,8a6fbbb3,,b128105f,,,,Yes,,ENG,,,,,,N2,,,
6820ddd5-f03,SCH7,2009-Sep-22 00:00:00,SUR5311,FOR4206,MID6649,PSUR7020,FSUR5548,a6fe5f24-91e,e316fddd-eea,35e2fd38-5,F,2024-Jul-10 00:00:00,1,aa7aba1d,87c38887,775.0,True,True,False,120.0,True,False,8e546289,,d50310d1,,,,,N,ENG,,C,,,P,M,Yes,,7.0
6822cb49-bfd,SCH1,2018-Aug-19 00:00:00,SUR8792,FOR8813,MID5968,PSUR3602,FSUR2091,aed9d0fa-a7a,8045cc89-108,0b6a6ccd-a,M,2019-Apr-30 00:00:00,1,14fe5f26,10155b9a,807.0,True,False,,129.0,False,False,7591dc40,,65735f6e,,,,"Sought, no reply",,ENG,,O,,G,,5,,,
682b1452-329,SCH6,2012-Jan-15 00:00:00,SUR9247,FOR2329,MID4391,PSUR4387,FSUR1092,7bf3b29b-f6f,f187191c-8a8,418b2871-9,M,2025-Apr-10 00:00:00,1,aab0d46b,7c53b1d6,823.0,True,False,False,131.0,,False,947f0fa9,,0dd46cf7,,,,,N,CYM,N,M,,,E,1,,RB,
682c174b-0e9,SCH1,2017-Nov-27 00:00:00,SUR8942,FOR4306,MID1863,PSUR7598,FSUR5281,fc15aea1-4a6,16144068-3bb,293d36d7-0,M,2024-Jun-09 00:00:00,1,0a75c60d,3da56862,813.0,True,False,,132.0,False,False,feca074b,,c2c53666,10.0,,,,,ENG,,M,,,,E1,,,
682ddceb-efa,SCH6,2014-Oct-15 00:00:00,SUR6144,FOR2485,MID7392,PSUR9963,FSUR1489,0b14bfe8-38e,6a4ddf3d-6c1,cab88cc9-8,F,2022-Apr-07 00:00:00,1,e4eaf514,37534054,784.0,True,False,True,124.0,False,False,4ce26f8d,5.0,71139c10,,,,"Sought, no reply",,ENG,,,,C,,E2,,,
682eb2da-ac3,SCH5,2018-Apr-11 00:00:00,SUR2207,FOR9624,MID9390,PSUR2165,FSUR8143,f7345462-562,b7f42baa-64b,9be85604-b,F,2020-May-08 00:00:00,1,e09645cf,eb62c7ae,803.0,True,True,False,130.0,False,,f0c37f31,,07e72a72,,,,,,,,,,R,,7,No,RE,
68389dd4-d97,SCH4,2013-Apr-19 00:00:00,SUR6065,FOR8393,MID1287,PSUR5059,FSUR2483,be2a2cef-135,a0334000-0e2,efbb9414-c,M,2022-Oct-08 00:00:00,1,685f423f,d6ed2aae,765.0,False,True,False,132.0,True,False,53dc14ba,,cc942510,,,,,R,ENG,,F,,,E,13,,,
683b4474-45b,SCH8,2010-Jul-10 00:00:00,SUR9974,FOR2052,MID8557,PSUR9744,FSUR3802,35d6945e-adb,c07c52e5-5ec,f959f717-c,F,2021-Jun-02 00:00:00,1,e92bc2eb,54b5bc01,797.0,True,False,False,130.0,False,False,592ba492,6.0,2981316a,,,,,,ENG,,,N,C,,N1,,,
684d6411-9e0,SCH5,2015-Apr-12 00:00:00,SUR6987,FOR5281,MID7995,PSUR9305,FSUR1977,b3f06a29-d61,4a37179e-c88,7971d094-6,F,2025-Apr-07 00:00:00,1,16272e68,94e1c8b8,823.0,True,False,False,129.0,False,False,f6c61b8d,,a936a379,,,,,,,,O,,G,S,R,,,
684eae10-c23,SCH8,2012-May-01 00:00:00,SUR3342,FOR1122,MID7699,PSUR6137,FSUR1997,c65635ec-79d,773d1af2-e20,a5d02214-f,M,2025-Jun-25 00:00:00,1,ecb7494e,1758cd4e,738.0,True,False,False,135.0,False,False,f7beda80,,c75713f6,,,,"Sought, no reply",,ENG,N,S,,,,9,,,
684f5724-cd5,SCH2,2018-Jul-30 00:00:00,SUR3761,FOR4256,MID8431,PSUR4701,FSUR7454,050bf2ad-e9c,34ee8cce-406,c4a3378e-6,M,2024-May-14 00:00:00,1,809479cf,09883011,832.0,True,,False,129.0,False,False,c83b4f30,,5a0c9143,,7.0,,,,ENG,N,,,C,,5,Yes,RO,
685dfbbb-5da,SCH5,2016-May-04 00:00:00,SUR4497,FOR7554,MID7647,PSUR1295,FSUR2326,167876f9-69e,cb09c061-744,eb28bfa2-f,M,2024-Nov-08 00:00:00,1,96047154,eaa6f6ac,773.0,True,True,False,125.0,False,False,b7060f48,,200af3e7,,,,,,,,O,,,K,11,No,,
6860e305-90c,SCH2,2013-Mar-21 00:00:00,SUR4217,FOR4902,MID9440,PSUR6591,FSUR5670,d2bef7f3-b03,e7b9019c-be7,1e06ab86-a,M,2022-Mar-31 00:00:00,1,6bce47e4,23a2db7d,748.0,True,False,False,127.0,False,False,478e9bdd,,ebe070fd,,,,,Y,ENG,N,F,,R,P,10,No,RE,
68614208-445,SCH6,2010-Feb-22 00:00:00,SUR4966,FOR2505,MID8464,PSUR1732,FSUR5148,344b74b8-04d,f7a6a610-e80,f503434d-5,M,2025-May-21 00:00:00,1,c65ed6fd,03afa67a,776.0,False,False,False,127.0,False,False,77dbcf17,,2b9256e3,4.0,,,,,BNG,,,,C,,14,No,RU,
6874b906-985,SCH6,2011-Oct-31 00:00:00,SUR5633,FOR5339,MID7414,PSUR6263,FSUR2853,311120fa-13e,25e4ddaa-e96,e8fca570-6,M,2018-Oct-27 00:00:00,1,fcb431ff,7aeca3d4,774.0,False,True,False,136.0,True,False,f77e8de1,,ea1cde23,,,,"Sought, no reply",,ENG,O,C,,G,K,13,,RU,8.0
6876a34a-977,SCH5,2010-Aug-12 00:00:00,SUR9588,FOR3286,MID8018,PSUR3196,FSUR3565,74c8468e-74e,114525eb-2e5,23e31e5c-6,M,2018-Dec-07 00:00:00,1,06070d8c,7b86de22,763.0,True,True,True,127.0,,,1123a58b,,d235b34b,,,,,,ENG,,,,,E,8,No,RB,
688c59c3-9cd,SCH7,2017-Jun-13 00:00:00,SUR3813,FOR9691,MID9811,PSUR2162,FSUR3583,d7621bba-7e2,7fd539f9-05b,a621d574-e,F,2025-Jun-13 00:00:00,1,b6f3eee0,11d60fa7,746.0,False,False,True,130.0,False,False,b9daa242,,0f41cc0e,,,,,,ENG,,,,,,E1,,,6.0
6898937d-316,SCH4,2019-Mar-21 00:00:00,SUR9081,FOR7670,MID8439,PSUR2696,FSUR1130,95937742-85c,267272e1-c07,1524d4af-2,F,2022-Dec-01 00:00:00,1,036016c7,658dcc39,772.0,True,False,True,126.0,False,False,8601c73d,,3c0b6739,,,,No,,ENG,,,,C,,7,Yes,,
6898faf2-8a4,SCH5,2018-Dec-28 00:00:00,SUR5421,FOR3066,MID8719,PSUR6293,FSUR8574,cf95629f-ab5,8501c033-13d,db7d0b2b-7,M,2024-Nov-27 00:00:00,1,a329ea02,8df33a69,798.0,True,False,False,138.0,False,True,9b6ae4e7,,53e3a983,,,,,,ENG,O,,,,,2,,,
68a1b245-80c,SCH7,2012-Jun-29 00:00:00,SUR7944,FOR6017,MID2472,PSUR3842,FSUR6506,20e8129e-c2a,6e9dceea-bb9,b6f6fd94-4,M,2022-Dec-02 00:00:00,1,7ff0ecaa,40614c8d,816.0,True,True,False,133.0,False,False,dc88490a,,ef5ac962,,,,,R,ENG,,,,,,3,,,11.0
68a56f05-068,SCH3,2018-Jul-29 00:00:00,SUR5986,FOR1892,MID6825,PSUR1470,FSUR7691,bb48bc61-e0d,de6fff48-046,68c5405e-e,F,2024-Aug-12 00:00:00,1,7f8292cb,eddc0993,787.0,True,False,,138.0,False,True,9733ad04,,b51cc661,,,,,,RUS,,M,N,N,P,N1,,,
68a95922-5a6,SCH7,2020-Jan-13 00:00:00,SUR3249,FOR1509,MID1335,PSUR5127,FSUR3052,2ce798b5-210,c16ad6f8-f4f,f90e8700-f,F,2023-Jul-29 00:00:00,1,0f19ebf1,baedfc74,763.0,True,False,False,129.0,False,False,6b131153,,48f81c7a,5.0,,,Unsought,,ENG,,F,,,A,E1,,,
68ac0acf-ae7,SCH8,2008-Aug-14 00:00:00,SUR6528,FOR4646,MID9421,PSUR2734,FSUR3337,19323997-145,4d6f3e4a-b8b,add944db-a,M,2018-Oct-10 00:00:00,1,7a90fda0,b25ae044,756.0,False,False,True,136.0,False,True,b32f5957,6.0,28fa0143,,,True,Unsought,,ENG,,C,,,K,1,,,
68adf824-631,SCH6,2010-Sep-26 00:00:00,SUR8689,FOR5967,MID7021,PSUR3256,FSUR2081,c57ed35a-7f4,c7e8fe37-17b,ba640fc6-2,M,2022-Apr-17 00:00:00,1,db960918,e7751f48,743.0,True,False,False,125.0,False,False,fa605d57,,d5e0f151,,7.0,False,No,,ENG,,,,C,,R,,RE,
68ba29fb-4f7,SCH7,2011-Jan-25 00:00:00,SUR9371,FOR8677,MID3352,PSUR7921,FSUR3219,348d504e-83d,aa842f1f-1fd,5ccdb53e-4,F,2020-Apr-14 00:00:00,1,0deb36f7,f7e45560,808.0,,False,False,126.0,False,False,2f004d70,,bdad4282,,,,,,ENG,O,,,,P,N1,,,
68bcac6f-852,SCH4,2007-Sep-01 00:00:00,SUR5668,FOR6633,MID2646,PSUR6765,FSUR3373,52f23384-f15,7379bdda-e61,1dabd9a6-6,M,2021-Oct-26 00:00:00,1,03f92063,637fc05f,759.0,True,True,True,132.0,False,False,1994bc99,,e060d7ef,,,,,Y,PNJA,,F,,G,,3,No,,
68c620eb-f09,SCH7,2011-Jul-13 00:00:00,SUR1730,FOR9021,MID7613,PSUR6093,FSUR8678,47279543-c1b,409e4286-0dc,9da84ed7-7,F,2019-Nov-07 00:00:00,1,8497494d,b4b6f0d9,707.0,True,False,True,128.0,,False,35f1a56b,4.0,0f46da7d,,,True,,Y,ENG,,C,,,K,8,,RB,
68d0e425-a8f,SCH1,2015-Aug-22 00:00:00,SUR2969,FOR6123,MID9559,PSUR6682,FSUR4627,86538b64-c70,5a0226d9-2a1,bdbf533f-3,F,2023-Sep-21 00:00:00,1,7452f012,42a409ed,772.0,True,False,False,121.0,False,False,85f2698d,8.0,edd5fc33,,,,Yes,,ENG,,S,N,,K,7,,,
68d3701a-b78,SCH5,2016-Apr-18 00:00:00,SUR4012,FOR8076,MID4599,PSUR4705,FSUR4452,ef1c6c61-eb1,42fbe1bb-42d,9ef40f80-c,M,2025-Jan-31 00:00:00,1,62c0404f,f11408ca,759.0,True,False,True,128.0,False,False,85826f60,9.0,cc23fc8f,,,,,,ENG,,,,G,E,R,,,
68dd6fe1-360,SCH1,2016-Nov-16 00:00:00,SUR2978,FOR7748,MID6460,PSUR9178,FSUR3451,425c1472-68c,3509549c-3f1,79bf0ebf-3,M,2019-Mar-19 00:00:00,1,5081a502,45841c02,781.0,True,False,True,124.0,True,False,5c76a70b,,7869480b,,,,,U,ENG,,,,G,,E2,,,
68e21903-a27,SCH8,2018-Apr-06 00:00:00,SUR6929,FOR9918,MID6910,PSUR1468,FSUR6166,9c8aa424-721,26780349-40c,179cc82f-1,F,2023-Sep-19 00:00:00,1,0ed12d9d,9808f5fa,773.0,True,False,False,131.0,,,7e72f357,,f09a41ee,,,,,,ENG,,C,,A,S,3,,,
68eb2c98-490,SCH5,2013-May-25 00:00:00,SUR8129,FOR9687,MID2703,PSUR1648,FSUR3533,c88d0856-32d,b5fae4a2-684,3a880877-0,F,2022-May-08 00:00:00,1,d9be28c6,accd0c26,811.0,True,False,True,121.0,False,False,8ba904f2,,566abe12,,,False,,,ENG,,M,,,A,1,,,
68eb7075-180,SCH3,2019-Apr-05 00:00:00,SUR5445,FOR4490,MID6328,PSUR5273,FSUR6682,8e674e16-1f0,ce694720-084,a27056b8-9,F,2022-Nov-02 00:00:00,1,1388d7a0,3227f3d4,714.0,,False,False,141.0,True,False,5510cf86,,a4ff45ee,,,,,,GAL,,,,N,,13,,,
68f0bc88-ad8,SCH6,2019-Dec-09 00:00:00,SUR2861,FOR3545,MID9738,PSUR5219,FSUR3496,dbb19579-cdc,da0ea75d-4d1,c8f8c0f4-0,F,2019-May-25 00:00:00,1,a149fb2d,dd2793f8,771.0,True,True,False,135.0,False,False,3611a43c,9.0,aa4fe6f7,,,False,,,ENG,,,,,N,13,,,
68f7de57-38f,SCH2,2018-Oct-30 00:00:00,SUR6018,FOR8287,MID1152,PSUR9956,FSUR4048,4c3e58fb-6e0,ffdc96ed-14a,26721695-2,M,2020-Dec-16 00:00:00,1,2173fbe7,748a1e11,784.0,False,False,False,132.0,False,False,a6e34c02,,308c1dbe,,,,No,,ENG,,C,,,,E1,,,
68fbbcae-006,SCH3,2014-Sep-24 00:00:00,SUR7885,FOR3702,MID4357,PSUR6510,FSUR8005,c052a866-b4e,5314ed38-402,a2f4912c-1,F,2021-Aug-06 00:00:00,1,20b8711d,2cc14f83,779.0,True,False,False,124.0,True,False,8ea8f07d,,8a90c391,,,False,,,ENG,,M,,,A,M,,,
6904a550-1fb,SCH1,2009-Jan-01 00:00:00,SUR8130,FOR5189,MID2699,PSUR4996,FSUR2310,3fd512ac-d24,47355c18-405,4b675646-d,M,2019-Jun-13 00:00:00,1,935c32bf,e81264a9,799.0,False,False,False,129.0,False,False,9dcebbaa,,e0ec6c58,,,,,,ENG,N,S,N,N,S,7,,,
69070838-e13,SCH6,2009-Aug-13 00:00:00,SUR3505,FOR1486,MID4495,PSUR4240,FSUR6134,d5f1b245-021,adaf4021-83c,eed6ac52-7,F,2022-May-14 00:00:00,1,b63cb788,76228788,753.0,True,False,True,128.0,False,False,7246faf8,,bdb1643a,,,,,,ENG,,,,,N,6,,,
690cca1a-28d,SCH5,2019-Sep-23 00:00:00,SUR1560,FOR1164,MID7859,PSUR1520,FSUR4061,7f1e34ba-c25,8c30f213-9ba,2842b21f-b,F,2022-Oct-08 00:00:00,1,704abde6,b0c582ad,765.0,True,,True,134.0,False,False,f44a28f0,7.0,c622271a,,,,,,ENG,,,,R,,R,,,
690cd6d5-8cb,SCH3,2019-Nov-22 00:00:00,SUR6909,FOR7490,MID4101,PSUR5443,FSUR4955,253404bb-139,5f43f837-b1b,8a72fc8f-a,M,2019-Dec-08 00:00:00,1,fdb01184,4b8489fc,796.0,False,,False,126.0,False,False,55748cc4,,46474e03,,,,,,ENG,,C,,N,N,N1,,RO,
690cf37d-4c6,SCH7,2011-Jul-31 00:00:00,SUR1852,FOR2437,MID4429,PSUR4033,FSUR2260,1da2704c-918,e9ffbdbe-f6f,b9ed4922-d,M,2024-Apr-09 00:00:00,1,d3a27e74,042f845d,779.0,True,False,False,130.0,True,True,360b3b9f,,27633f07,,5.0,False,,N,GAL,,M,,G,,14,,,
690ec479-3c0,SCH5,2015-May-06 00:00:00,SUR8322,FOR8849,MID8459,PSUR9147,FSUR3116,55affdd7-3b8,04399fa4-fc4,5c4e83db-4,F,2023-Jan-07 00:00:00,1,94552c5a,3b6abb8d,794.0,True,False,False,,False,,fcb5006b,,26180c08,,,,,R,CYM,,M,,N,,6,,,
69148503-ddd,SCH1,2019-Sep-20 00:00:00,SUR8730,FOR5990,MID4834,PSUR2238,FSUR2799,21c1b3a6-c88,267c872d-8b4,67feea91-a,M,2022-Mar-08 00:00:00,1,3e153d59,e795701f,715.0,False,False,True,134.0,False,,628b0f7a,,d4a1ae30,,,,,,GER,,C,,,,1,,,
691c3441-359,SCH3,2010-Oct-03 00:00:00,SUR6686,FOR1531,MID8544,PSUR6967,FSUR4714,0f95b3b3-1c2,3b6dd678-4e4,5de28ef2-1,M,2018-Oct-20 00:00:00,1,9703437e,840ae041,799.0,True,False,False,130.0,True,False,c1dbb7f9,,0fb80ff3,,9.0,,,,ENG,,S,,G,,1,,RE,
692aa8a4-bb1,SCH7,2016-Oct-09 00:00:00,SUR6537,FOR5334,MID1089,PSUR6273,FSUR8507,b363e805-ce6,7d3b29a9-742,59405dd4-5,M,2019-Nov-28 00:00:00,1,2ed18472,1849f424,727.0,True,False,False,131.0,False,False,0a5f895a,,5c7fe481,,,False,,,ENG,,,,,P,4,,,
693ad8f4-bd5,SCH1,2014-Jun-16 00:00:00,SUR8575,FOR8604,MID3573,PSUR7238,FSUR1908,c25e6ca2-3ca,3fba9396-d05,da8fec6d-2,M,2020-Jul-11 00:00:00,1,08d833fe,f53c51e4,761.0,True,False,True,131.0,False,True,9d9ad7da,,1dc1fd8f,,,,,,CYM,,O,,C,S,E1,,RB,
693e7346-967,SCH8,2013-May-23 00:00:00,SUR9469,FOR1630,MID3466,PSUR4779,FSUR3823,4767a9e6-82e,fafb34a6-5f2,445b3299-e,M,2018-Nov-01 00:00:00,1,9bf60465,3259c95a,775.0,False,False,True,134.0,False,False,21556cb6,,89afdcb1,,,,,,ENG,,C,,,S,R,,,
69568adf-e50,SCH1,2013-Feb-17 00:00:00,SUR1209,FOR6350,MID4905,PSUR7913,FSUR5708,75d0eb08-d22,93654da1-fb3,5f8ca16d-5,F,2023-May-24 00:00:00,1,5d233f9f,c5243e08,818.0,True,False,False,129.0,False,,2ee323fa,,6e2eb92b,,,,,,ENG,,F,,A,,M,,,
69609092-927,SCH3,2012-Nov-28 00:00:00,SUR9271,FOR3523,MID3305,PSUR4547,FSUR3292,690a23ae-696,81ee0412-38a,c5659477-3,M,2024-Mar-18 00:00:00,1,b83548a7,a250a635,764.0,,False,False,126.0,False,False,3b0a62a7,,4ee62441,,,,,,ENG,O,M,,A,,13,No,,
6963025a-7bc,SCH5,2008-Jul-21 00:00:00,SUR3190,FOR2653,MID8637,PSUR7488,FSUR2247,9cecb08b-c34,2582c4c5-a3c,8725bccb-c,M,2025-Jun-19 00:00:00,1,80e1c0e9,23f7c0f3,,True,False,False,119.0,False,False,4db72ff6,,7a5e6a6c,,,,,,ENG,,O,,,,X,,,
6964288a-10b,SCH2,2020-Aug-17 00:00:00,SUR5555,FOR5346,MID6048,PSUR3741,FSUR9299,3f557ffa-b91,73609e8d-661,d31bac14-b,F,2023-Nov-02 00:00:00,1,4da294ac,7cf4b5c0,,True,False,,130.0,False,False,0a87676b,,46883165,,,,Unsought,N,ENG,,M,,N,E,6,No,,
696b0536-6b8,SCH2,2008-Apr-04 00:00:00,SUR3360,FOR8256,MID2457,PSUR5712,FSUR3967,3fe2e168-1b0,645b403c-27c,e64c99b4-d,F,2020-Dec-04 00:00:00,1,c0323118,015268c1,746.0,True,False,False,137.0,True,False,f5dbf226,,bffdb291,,,False,,,ENG,,F,,,K,M,,,
696b6f7d-7f8,SCH4,2012-Dec-06 00:00:00,SUR5652,FOR3187,MID6038,PSUR9847,FSUR6002,c74dd0df-301,dbeb0868-ecd,dd7651e6-f,F,2019-Jul-02 00:00:00,1,bcd33f83,2c3708d0,770.0,True,False,False,129.0,False,False,74132876,7.0,5d373e1d,,,,,,ENG,,,,,E,8,No,,
696fcb67-674,SCH8,2014-Oct-11 00:00:00,SUR9448,FOR5706,MID3550,PSUR6375,FSUR7327,aa3e69d6-b8d,f88f894c-e31,3ea49b79-5,M,2021-Dec-13 00:00:00,1,224afb4b,0a8b6b66,756.0,True,,,127.0,False,False,f31b4e5f,,0aa79b95,,,,,,ENG,,M,,A,,9,,,
69719fdf-434,SCH6,2011-Aug-30 00:00:00,SUR8653,FOR1426,MID9781,PSUR4717,FSUR5999,e94f1bd2-764,97a5f104-49d,649aa092-e,M,2020-Jun-01 00:00:00,1,a46c8376,08672046,746.0,True,False,False,139.0,False,False,59ca5ad0,,999d7646,,,,,,CYM,,O,,,,R,,RB,
697b980b-72d,SCH6,2019-Aug-23 00:00:00,SUR8770,FOR3658,MID2053,PSUR6746,FSUR6052,c587c779-063,eb89588e-9e2,179a20dd-9,M,2023-Feb-05 00:00:00,1,bfbd32cb,44ecc5de,764.0,True,False,False,123.0,False,False,3a7f3119,,e57419d7,,,,,,ENG,,C,,C,K,E1,,,
697c3a4e-754,SCH7,2017-Apr-11 00:00:00,SUR9866,FOR5424,MID3418,PSUR4957,FSUR7210,848b4d8a-d02,24cee618-39a,d9890d6e-f,F,2020-Jun-19 00:00:00,1,48bb6737,6d77417b,829.0,True,False,False,135.0,False,True,c392fb88,,e108b6f0,,,,,,,,,,R,N,4,,,
698161de-e21,SCH3,2015-Dec-16 00:00:00,SUR9408,FOR6365,MID7858,PSUR3151,FSUR9842,eb046bf5-345,38653a6c-a65,c9a2ecba-8,F,2022-Jul-11 00:00:00,1,fb68817e,109e3b16,770.0,False,False,False,131.0,False,True,43755822,,e7b47d2c,,,False,,,ENG,,,,A,N,4,,,
69910434-9d4,SCH3,2011-Oct-28 00:00:00,SUR7463,FOR2350,MID3896,PSUR6798,FSUR1726,cacb9a8a-fad,26df4b0a-c49,2da54f57-5,F,2021-Feb-08 00:00:00,1,17e7f6e7,8d34a453,776.0,True,,,121.0,True,False,dbc47aec,,b2adb5e2,,,,,,ENG,,,,R,,11,,RU,
699dfe27-1ef,SCH6,2009-Jan-22 00:00:00,SUR3653,FOR5997,MID6542,PSUR1480,FSUR3433,19f97008-a22,168899fd-c4b,e78d17ee-4,F,2018-Dec-15 00:00:00,1,db57caba,2f37fe02,802.0,True,False,False,138.0,False,False,54113c92,,907e0d44,,,,,,ENG,,,,,S,N2,,,
69a55eb2-6dd,SCH2,2019-Oct-28 00:00:00,SUR5281,FOR1032,MID8279,PSUR2309,FSUR3918,b4bef31e-4c6,4bc6a8e1-bd5,49228df8-a,M,2020-Sep-14 00:00:00,1,b5bd8d4c,da9c3b21,840.0,,False,True,133.0,False,False,98ab676e,,42dd58d1,,9.0,,,,,,,,C,,4,No,,
69a97161-6f8,SCH8,2011-Jun-15 00:00:00,SUR7822,FOR7167,MID5346,PSUR9299,FSUR4914,d9720696-015,b6c1d591-e30,15f957e5-1,M,2022-Mar-30 00:00:00,1,e0d3fa07,9c8d779d,798.0,True,False,,125.0,False,True,f9c0f1f4,,605a4744,,,,,,ENG,,,,G,N,3,,RE,
69b40510-5c8,SCH6,2017-Nov-30 00:00:00,SUR5812,FOR4207,MID6839,PSUR6825,FSUR3839,ffe6a129-14a,eaf001b3-c19,e7929426-0,M,2021-Jul-15 00:00:00,1,4479cf76,a6b99c41,811.0,True,False,False,131.0,False,True,afbd8f8e,,12c434cc,,,,,,ENG,,S,,,,M,,,
69c34b79-667,SCH8,2013-Dec-09 00:00:00,SUR7692,FOR1622,MID2912,PSUR7177,FSUR6771,100371d5-d63,eafa040c-6ae,667ae178-9,F,2020-Jun-02 00:00:00,1,210f8e99,320eebf2,717.0,,True,,130.0,False,False,f94879f3,,8bae1ba5,,,,,,ENG,,,,,,12,,,
69cb68ab-219,SCH3,2009-Oct-26 00:00:00,SUR3082,FOR8044,MID4831,PSUR3658,FSUR7528,58168fd4-c53,ca296a8d-6b6,2af74890-c,F,2021-Jan-04 00:00:00,1,33b1b244,e4704f27,767.0,True,False,False,134.0,False,False,9e85123e,9.0,3e3f3303,,,,,R,ENG,,C,,,N,M,,RE,
69e08303-3ac,SCH7,2014-Oct-11 00:00:00,SUR8149,FOR3265,MID3796,PSUR6039,FSUR5083,0e1a692d-dd3,607da163-03e,e4540a15-b,M,2023-Aug-08 00:00:00,1,f5825449,04da5673,833.0,True,False,True,138.0,,,0c012f87,8.0,37c62b82,,,,,,ENG,,C,N,N,,7,,RU,
69e3b318-1d7,SCH3,2010-Mar-01 00:00:00,SUR2184,FOR5379,MID6338,PSUR2419,FSUR7365,18446f52-bfe,aa8c49c4-465,d66ba944-c,M,2023-Jan-05 00:00:00,1,898449c5,cd3cb48f,792.0,False,,False,133.0,False,False,81ab9362,9.0,097002f2,,,,,,ENG,,F,,C,,E1,Yes,,
69ec5f74-c6e,SCH5,2009-May-25 00:00:00,SUR2670,FOR9344,MID3307,PSUR6028,FSUR6395,75fcd1f9-6e6,43c6d078-a62,aa315a06-e,F,2018-Nov-05 00:00:00,1,8a1cbdb1,47842d75,751.0,True,False,False,124.0,True,,246761a8,,898d49a5,,,,,,ENG,,S,,G,P,10,,,
